Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1.3e-05,18.987107,[34 24] ; [ 7 37],[23.31372549 34.68627451] ; [17.68627451 26.31372549],1
v3,1,0.586861,0.295274,[14 40] ; [13 29],[15.1875 38.8125] ; [11.8125 30.1875],0
n3,1,0.608757,0.261988,[13  7] ; [6 2],[13.57142857  6.42857143] ; [5.42857143 2.57142857],0
p9,1,0.609346,0.261129,[52  6] ; [38  6],[51.17647059  6.82352941] ; [38.82352941  5.17647059],0
a8,1,0.689628,0.159489,[ 5 48] ; [ 3 39],[ 4.46315789 48.53684211] ; [ 3.53684211 38.46315789],0
b2,1,0.742767,0.10771,[10 26] ; [ 5 16],[ 9.47368421 26.52631579] ; [ 5.52631579 15.47368421],0
b3,1,0.742767,0.10771,[10 26] ; [ 5 16],[ 9.47368421 26.52631579] ; [ 5.52631579 15.47368421],0
n5,1,0.751914,0.09993,[27 30] ; [19 24],[26.22 30.78] ; [19.78 23.22],0
n1,1,0.756158,0.096429,[ 7 13] ; [2 5],[ 6.66666667 13.33333333] ; [2.33333333 4.66666667],0
s1,1,0.772875,0.083299,[ 2 55] ; [ 2 41],[ 2.28 54.72] ; [ 1.72 41.28],0
p12,1,0.843114,0.039169,[ 1 57] ; [ 1 43],[ 1.1372549 56.8627451] ; [ 0.8627451 43.1372549],0
n2,1,0.864395,0.029167,[17  3] ; [7 1],[17.14285714  2.85714286] ; [6.85714286 1.14285714],0
r2,1,0.866797,0.028133,[49  7] ; [38  6],[48.72  7.28] ; [38.28  5.72],0
b4,1,0.86832,0.027487,[32 26] ; [25 19],[32.41176471 25.58823529] ; [24.58823529 19.41176471],0
a7,1,0.871359,0.026222,[40 18] ; [31 13],[40.37254902 17.62745098] ; [30.62745098 13.37254902],0
a4,1,0.887581,0.019984,[19 39] ; [15 29],[19.33333333 38.66666667] ; [14.66666667 29.33333333],0
p5,1,0.968798,0.00153,[ 4 53] ; [ 3 41],[ 3.95049505 53.04950495] ; [ 3.04950495 40.95049505],0
