Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,8.6e-05,15.413263,[40 26] ; [12 38],[29.5862069 36.4137931] ; [22.4137931 27.5862069],1
a8,1,0.004849,7.934823,[12 50] ; [ 1 48],[ 7.26126126 54.73873874] ; [ 5.73873874 43.26126126],0
a5,1,0.027298,4.871847,[45 21] ; [25 27],[39.15254237 26.84745763] ; [30.84745763 21.15254237],0
p10,1,0.077679,3.112799,[25 40] ; [28 23],[29.69827586 35.30172414] ; [23.30172414 27.69827586],0
v4,1,0.08664,2.935711,[46 19] ; [43  8],[49.87068966 15.12931034] ; [39.12931034 11.87068966],0
n3,1,0.124755,2.356584,[14 12] ; [20  7],[16.67924528  9.32075472] ; [17.32075472  9.67924528],0
s8,1,0.170957,1.874527,[12 54] ; [15 37],[15.10169492 50.89830508] ; [11.89830508 40.10169492],0
p9,1,0.179655,1.800476,[34 31] ; [33 18],[37.54310345 27.45689655] ; [29.45689655 21.54310345],0
p4,1,0.191699,1.704514,[16 50] ; [18 33],[19.17948718 46.82051282] ; [14.82051282 36.17948718],0
a3,1,0.206279,1.597354,[46 19] ; [31 21],[42.77777778 22.22222222] ; [34.22222222 17.77777778],0
r2,1,0.210399,1.56868,[56  8] ; [41 11],[53.51724138 10.48275862] ; [43.48275862  8.51724138],0
n2,1,0.221195,1.496599,[20  8] ; [15 12],[17.81818182 10.18181818] ; [17.18181818  9.81818182],0
u3,1,0.278912,1.172386,[10 10] ; [14  7],[11.70731707  8.29268293] ; [12.29268293  8.70731707],0
b1,1,0.297938,1.0834,[33 33] ; [31 21],[35.79661017 30.20338983] ; [28.20338983 23.79661017],0
b2,1,0.342934,0.899433,[14 25] ; [ 7 21],[12.2238806 26.7761194] ; [ 8.7761194 19.2238806],0
b3,1,0.342934,0.899433,[14 25] ; [ 7 21],[12.2238806 26.7761194] ; [ 8.7761194 19.2238806],0
a1,1,0.348954,0.877258,[ 7 59] ; [ 3 49],[ 5.59322034 60.40677966] ; [ 4.40677966 47.59322034],0
v1,1,0.363842,0.824588,[23 41] ; [23 29],[25.37931034 38.62068966] ; [20.62068966 31.37931034],0
d2,1,0.403286,0.698507,[30 35] ; [20 32],[27.77777778 37.22222222] ; [22.22222222 29.77777778],0
s4,1,0.411721,0.673827,[ 9 57] ; [10 42],[10.62711864 55.37288136] ; [ 8.37288136 43.62711864],0
r3,1,0.443399,0.587469,[48 18] ; [41 11],[49.77966102 16.22033898] ; [39.22033898 12.77966102],0
n1,1,0.449201,0.572667,[11 16] ; [ 8 18],[ 9.67924528 17.32075472] ; [ 9.32075472 16.67924528],0
v2,1,0.458463,0.549645,[22 42] ; [19 27],[23.85454545 40.14545455] ; [17.14545455 28.85454545],0
p1,1,0.485045,0.4875,[ 4 61] ; [ 5 47],[ 5. 60.] ; [ 4. 48.],0
s1,1,0.499111,0.456825,[ 3 61] ; [ 4 48],[ 3.86206897 60.13793103] ; [ 3.13793103 48.86206897],0
