Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,8.6e-05,15.413263,[40 26] ; [12 38],[29.5862069 36.4137931] ; [22.4137931 27.5862069],1
u2,1,0.507335,0.43956,[12  8] ; [14  6],[13.  7.] ; [13.  7.],0
d3,1,0.581123,0.304423,[39 26] ; [28 23],[37.54310345 27.45689655] ; [29.45689655 21.54310345],0
v3,1,0.593615,0.284734,[14 47] ; [ 9 39],[12.87155963 48.12844037] ; [10.12844037 37.87155963],0
a4,1,0.596554,0.280224,[26 40] ; [23 29],[27.40677966 38.59322034] ; [21.59322034 30.40677966],0
p6,1,0.623788,0.24058,[ 8 56] ; [ 8 43],[ 8.90434783 55.09565217] ; [ 7.09565217 43.90434783],0
p11,1,0.645584,0.211513,[32 34] ; [23 29],[30.76271186 35.23728814] ; [24.23728814 27.76271186],0
p3,1,0.645647,0.211433,[18 48] ; [12 39],[16.92307692 49.07692308] ; [13.07692308 37.92307692],0
d5,1,0.658894,0.19487,[45 20] ; [34 18],[43.88888889 21.11111111] ; [35.11111111 16.88888889],0
p7,1,0.678421,0.171909,[21 44] ; [18 32],[22.04347826 42.95652174] ; [16.95652174 33.04347826],0
u1,1,0.692872,0.155994,[ 5 61] ; [ 5 47],[ 5.59322034 60.40677966] ; [ 4.40677966 47.59322034],0
a6,1,0.702145,0.14625,[39 26] ; [33 19],[40. 25.] ; [32. 20.],0
s2,1,0.714592,0.133734,[25 41] ; [18 34],[24.05084746 41.94915254] ; [18.94915254 33.05084746],0
b5,1,0.732475,0.116852,[36 30] ; [30 22],[36.91525424 29.08474576] ; [29.08474576 22.91525424],0
r1,1,0.75215,0.099733,[42 24] ; [31 20],[41.17948718 24.82051282] ; [31.82051282 19.17948718],0
s5,1,0.785468,0.074093,[10 51] ; [ 9 40],[10.53636364 50.46363636] ; [ 8.46363636 40.53636364],0
p5,1,0.792489,0.069211,[ 2 64] ; [ 2 49],[ 2.25641026 63.74358974] ; [ 1.74358974 49.25641026],0
b4,1,0.82336,0.049829,[38 28] ; [31 21],[38.59322034 27.40677966] ; [30.40677966 21.59322034],0
s7,1,0.833241,0.04433,[18 43] ; [13 34],[17.50925926 43.49074074] ; [13.49074074 33.50925926],0
s6,1,0.853015,0.034326,[27 39] ; [20 31],[26.51282051 39.48717949] ; [20.48717949 30.51282051],0
d1,1,0.859008,0.031555,[29 37] ; [22 30],[28.52542373 37.47457627] ; [22.47457627 29.52542373],0
p12,1,0.862306,0.030081,[ 1 64] ; [ 1 50],[ 1.12068966 63.87931034] ; [ 0.87931034 50.12068966],0
s3,1,0.867049,0.028026,[33 31] ; [26 26],[32.55172414 31.44827586] ; [26.44827586 25.55172414],0
r4,1,0.881175,0.022344,[41 25] ; [33 19],[41.38983051 24.61016949] ; [32.61016949 19.38983051],0
d4,1,0.892086,0.018405,[49 16] ; [39 12],[49.31034483 15.68965517] ; [38.68965517 12.31034483],0
p2,1,0.900471,0.015642,[37 28] ; [29 23],[36.66666667 28.33333333] ; [29.33333333 22.66666667],0
a2,1,0.926584,0.00849,[11 55] ; [ 9 43],[11.18644068 54.81355932] ; [ 8.81355932 43.18644068],0
a7,1,0.954083,0.003315,[39 27] ; [31 21],[39.15254237 26.84745763] ; [30.84745763 21.15254237],0
