Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.003947,8.308086,[10  6] ; [15 46],[ 5.19480519 10.80519481] ; [19.80519481 41.19480519],0
r3,1,0.023848,5.105679,[12  3] ; [29 32],[8.09210526 6.90789474] ; [32.90789474 28.09210526],0
s3,1,0.025904,4.962427,[10  5] ; [21 39],[6.2 8.8] ; [24.8 35.2],0
v2,1,0.045677,3.993458,[9 7] ; [17 41],[ 5.62162162 10.37837838] ; [20.37837838 37.62162162],0
d1,1,0.062633,3.466247,[11  5] ; [26 35],[7.68831169 8.31168831] ; [29.31168831 31.68831169],0
s6,1,0.081415,3.036422,[8 7] ; [18 43],[5.13157895 9.86842105] ; [20.86842105 40.13157895],0
d5,1,0.088085,2.909021,[14  2] ; [40 21],[11.22077922  4.77922078] ; [42.77922078 18.22077922],0
n5,1,0.107733,2.587169,[7 8] ; [42 19],[9.67105263 5.32894737] ; [39.32894737 21.67105263],0
n3,1,0.115895,2.471932,[1 5] ; [16 15],[2.75675676 3.24324324] ; [14.24324324 16.75675676],0
b4,1,0.13105,2.28002,[12  4] ; [33 28],[9.35064935 6.64935065] ; [35.64935065 25.35064935],0
v3,1,0.136656,2.215216,[ 2 13] ; [20 41],[ 4.34210526 10.65789474] ; [17.65789474 43.34210526],0
s7,1,0.156205,2.010583,[7 8] ; [16 42],[ 4.7260274 10.2739726] ; [18.2739726 39.7260274],0
p2,1,0.164891,1.928789,[11  4] ; [31 27],[8.63013699 6.36986301] ; [33.36986301 24.63013699],0
d2,1,0.165819,1.920341,[10  5] ; [28 32],[7.6 7.4] ; [30.4 29.6],0
p4,1,0.238494,1.389476,[7 9] ; [17 43],[ 5.05263158 10.94736842] ; [18.94736842 41.05263158],0
b2,1,0.25246,1.309637,[ 3 10] ; [12 17],[4.64285714 8.35714286] ; [10.35714286 18.64285714],0
b3,1,0.25246,1.309637,[ 3 10] ; [12 17],[4.64285714 8.35714286] ; [10.35714286 18.64285714],0
d3,1,0.268962,1.222034,[11  5] ; [32 28],[9.05263158 6.94736842] ; [33.94736842 26.05263158],0
p3,1,0.269237,1.220628,[ 6 10] ; [14 45],[ 4.26666667 11.73333333] ; [15.73333333 43.26666667],0
a4,1,0.272444,1.204402,[8 8] ; [21 39],[6.10526316 9.89473684] ; [22.89473684 37.10526316],0
r1,1,0.292085,1.109985,[6 9] ; [16 45],[ 4.34210526 10.65789474] ; [17.65789474 43.34210526],0
s8,1,0.330168,0.948238,[ 4 12] ; [ 9 52],[ 2.7012987 13.2987013] ; [10.2987013 50.7012987],0
n2,1,0.34092,0.906969,[5 2] ; [16 15],[3.86842105 3.13157895] ; [17.13157895 13.86842105],0
a7,1,0.387256,0.747541,[9 6] ; [29 32],[7.5 7.5] ; [30.5 30.5],0
a6,1,0.392336,0.731689,[7 9] ; [34 27],[8.51948052 7.48051948] ; [32.48051948 28.51948052],0
n4,1,0.441424,0.592577,[8 8] ; [37 24],[9.35064935 6.64935065] ; [35.64935065 25.35064935],0
a1,1,0.44683,0.578681,[ 1 15] ; [ 8 53],[ 1.87012987 14.12987013] ; [ 7.12987013 53.87012987],0
d4,1,0.491817,0.472548,[11  4] ; [39 22],[9.86842105 5.13157895] ; [40.13157895 20.86842105],0
n1,1,0.513526,0.426875,[2 5] ; [13 18],[2.76315789 4.23684211] ; [12.23684211 18.76315789],0
v4,1,0.560924,0.338107,[9 5] ; [44 17],[9.89333333 4.10666667] ; [43.10666667 17.89333333],0
s4,1,0.566412,0.328723,[ 3 13] ; [ 8 53],[ 2.28571429 13.71428571] ; [ 8.71428571 52.28571429],0
p11,1,0.614657,0.253449,[9 7] ; [30 31],[8.1038961 7.8961039] ; [30.8961039 30.1038961],0
p5,1,0.69141,0.157563,[ 1 14] ; [ 6 54],[ 1.4 13.6] ; [ 5.6 54.4],0
p1,1,0.703726,0.144624,[ 1 14] ; [ 6 55],[ 1.38157895 13.61842105] ; [ 5.61842105 55.38157895],0
v1,1,0.751565,0.10022,[6 9] ; [21 38],[5.47297297 9.52702703] ; [21.52702703 37.47297297],0
b5,1,0.76995,0.085521,[8 8] ; [33 28],[8.51948052 7.48051948] ; [32.48051948 28.51948052],0
p6,1,0.776109,0.08088,[ 3 13] ; [13 46],[ 3.41333333 12.58666667] ; [12.58666667 46.41333333],0
a5,1,0.78677,0.073174,[9 7] ; [32 29],[8.51948052 7.48051948] ; [32.48051948 28.51948052],0
b1,1,0.78677,0.073174,[7 9] ; [29 32],[7.48051948 8.51948052] ; [28.51948052 32.48051948],0
p8,1,0.79979,0.064322,[ 4 11] ; [18 42],[ 4.4 10.6] ; [17.6 42.4],0
n6,1,0.8154,0.054506,[9 6] ; [34 26],[8.6 6.4] ; [34.4 25.6],0
p7,1,0.835885,0.042915,[ 5 10] ; [21 37],[5.34246575 9.65753425] ; [20.65753425 37.34246575],0
p9,1,0.855756,0.033043,[10  6] ; [36 24],[9.68421053 6.31578947] ; [36.31578947 23.68421053],0
u3,1,0.860116,0.031056,[3 4] ; [ 9 14],[2.8 4.2] ; [ 9.2 13.8],0
a3,1,0.869784,0.026874,[9 6] ; [38 23],[9.27631579 5.72368421] ; [37.72368421 23.27631579],0
p10,1,0.906666,0.013746,[9 6] ; [35 25],[8.8 6.2] ; [35.2 24.8],0
u2,1,0.927375,0.008308,[3 4] ; [ 9 13],[2.89655172 4.10344828] ; [ 9.10344828 12.89655172],0
