Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,23.297913,[55  6] ; [22 24],[43.89719626 17.10280374] ; [33.10280374 12.89719626],1
s8,1,6.6e-05,15.930865,[40 21] ; [13 35],[29.66055046 31.33944954] ; [23.33944954 24.66055046],1
s3,1,0.000115,14.875948,[52  9] ; [24 23],[42.92592593 18.07407407] ; [33.07407407 13.92592593],1
s5,1,0.000616,11.727317,[34 21] ; [12 32],[25.55555556 29.44444444] ; [20.44444444 23.55555556],1
p6,1,0.005968,7.56,[32 28] ; [13 35],[25. 35.] ; [20. 28.],0
a3,1,0.006487,7.409767,[48 13] ; [26 22],[41.41284404 19.58715596] ; [32.58715596 15.41284404],0
d2,1,0.009076,6.807875,[33 28] ; [14 34],[26.30275229 34.69724771] ; [20.69724771 27.30275229],0
u1,1,0.021513,5.284713,[19 42] ; [ 6 42],[13.99082569 47.00917431] ; [11.00917431 36.99082569],0
p8,1,0.028057,4.824553,[34 25] ; [17 30],[28.38679245 30.61320755] ; [22.61320755 24.38679245],0
s6,1,0.028796,4.779776,[54  6] ; [34 12],[49.81132075 10.18867925] ; [38.18867925  7.81132075],0
a2,1,0.028847,4.776747,[20 41] ; [ 7 41],[15.11009174 45.88990826] ; [11.88990826 36.11009174],0
p7,1,0.033297,4.530423,[39 18] ; [23 25],[33.65714286 23.34285714] ; [28.34285714 19.65714286],0
p2,1,0.036623,4.367851,[54  7] ; [35 13],[49.80733945 11.19266055] ; [39.19266055  8.80733945],0
d3,1,0.036623,4.367851,[54  7] ; [35 13],[49.80733945 11.19266055] ; [39.19266055  8.80733945],0
a6,1,0.062907,3.459042,[48 13] ; [30 18],[43.65137615 17.34862385] ; [34.34862385 13.65137615],0
d1,1,0.101121,2.687773,[40 21] ; [24 24],[35.81651376 25.18348624] ; [28.18348624 19.81651376],0
r2,1,0.101344,2.684272,[59  1] ; [44  4],[57.22222222  2.77777778] ; [45.77777778  2.22222222],0
p12,1,0.164751,1.93007,[ 5 56] ; [ 1 47],[ 3.35779817 57.64220183] ; [ 2.64220183 45.35779817],0
u3,1,0.185544,1.752653,[10  3] ; [12 10],[8.17142857 4.82857143] ; [13.82857143  8.17142857],0
p9,1,0.203555,1.61668,[53  6] ; [39  9],[50.72897196  8.27102804] ; [41.27102804  6.72897196],0
v3,1,0.207844,1.586381,[20 41] ; [10 36],[17.10280374 43.89719626] ; [12.89719626 33.10280374],0
a4,1,0.246469,1.343207,[27 34] ; [16 32],[24.06422018 36.93577982] ; [18.93577982 29.06422018],0
