Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000515,12.059235,[22 15] ; [ 1 14],[16.36538462 20.63461538] ; [6.63461538 8.36538462],1
p9,1,0.018911,5.509768,[22 13] ; [ 4 11],[18.2 16.8] ; [7.8 7.2],0
b1,1,0.049123,3.871146,[16 21] ; [11  4],[19.21153846 17.78846154] ; [7.78846154 7.21153846],0
a7,1,0.049123,3.871146,[21 16] ; [ 4 11],[17.78846154 19.21153846] ; [7.21153846 7.78846154],0
p10,1,0.059656,3.546914,[20 16] ; [ 4 11],[16.94117647 19.05882353] ; [7.05882353 7.94117647],0
s6,1,0.069631,3.291694,[17 19] ; [ 3 12],[14.11764706 21.88235294] ; [5.88235294 9.11764706],0
n6,1,0.071537,3.247397,[23 13] ; [5 9],[20.16 15.84] ; [7.84 6.16],0
p2,1,0.087726,2.915606,[19 17] ; [ 4 11],[16.23529412 19.76470588] ; [6.76470588 8.23529412],0
p1,1,0.105801,2.615848,[ 2 35] ; [ 3 12],[ 3.55769231 33.44230769] ; [ 1.44230769 13.55769231],0
p3,1,0.113767,2.501101,[ 9 28] ; [7 8],[11.38461538 25.61538462] ; [ 4.61538462 10.38461538],0
n3,1,0.114758,2.487446,[8 3] ; [2 4],[6.47058824 4.52941176] ; [3.52941176 2.47058824],0
r1,1,0.1259,2.342342,[21 16] ; [ 5 10],[18.5 18.5] ; [7.5 7.5],0
r2,1,0.141391,2.162759,[23 12] ; [6 8],[20.71428571 14.28571429] ; [8.28571429 5.71428571],0
p11,1,0.144896,2.125175,[23 14] ; [6 9],[20.63461538 16.36538462] ; [8.36538462 6.63461538],0
n2,1,0.179712,1.8,[8 4] ; [2 4],[6.66666667 5.33333333] ; [3.33333333 2.66666667],0
s7,1,0.181858,1.782374,[12 22] ; [ 2 11],[10.12765957 23.87234043] ; [3.87234043 9.12765957],0
s2,1,0.198477,1.653543,[11 25] ; [ 2 13],[ 9.17647059 26.82352941] ; [ 3.82352941 11.17647059],0
p8,1,0.198477,1.653543,[11 25] ; [ 2 13],[ 9.17647059 26.82352941] ; [ 3.82352941 11.17647059],0
s4,1,0.223973,1.478731,[ 3 34] ; [ 3 12],[ 4.26923077 32.73076923] ; [ 1.73076923 13.26923077],0
a4,1,0.246863,1.340972,[12 25] ; [7 7],[13.78431373 23.21568627] ; [5.21568627 8.78431373],0
b4,1,0.258312,1.277779,[28  9] ; [9 6],[26.32692308 10.67307692] ; [10.67307692  4.32692308],0
d5,1,0.263696,1.249249,[30  7] ; [10  5],[28.46153846  8.53846154] ; [11.53846154  3.46153846],0
b3,1,0.264617,1.244441,[11 14] ; [3 9],[ 9.45945946 15.54054054] ; [4.54054054 7.45945946],0
b2,1,0.264617,1.244441,[11 14] ; [3 9],[ 9.45945946 15.54054054] ; [4.54054054 7.45945946],0
a8,1,0.27132,1.210061,[ 7 28] ; [ 1 13],[ 5.71428571 29.28571429] ; [ 2.28571429 11.71428571],0
b5,1,0.273216,1.200529,[21 16] ; [6 9],[19.21153846 17.78846154] ; [7.78846154 7.21153846],0
s1,1,0.331061,0.944745,[ 2 35] ; [ 2 13],[ 2.84615385 34.15384615] ; [ 1.15384615 13.84615385],0
a5,1,0.346569,0.885981,[22 15] ; [11  4],[23.48076923 13.51923077] ; [9.51923077 5.48076923],0
d3,1,0.404265,0.695605,[20 17] ; [10  5],[21.34615385 15.65384615] ; [8.65384615 6.34615385],0
s3,1,0.4617,0.54177,[17 19] ; [5 9],[15.84 20.16] ; [6.16 7.84],0
a2,1,0.483841,0.490195,[ 5 32] ; [ 1 14],[ 4.26923077 32.73076923] ; [ 1.73076923 13.26923077],0
a1,1,0.500688,0.453477,[ 1 36] ; [ 1 14],[ 1.42307692 35.57692308] ; [ 0.57692308 14.42307692],0
u2,1,0.550985,0.355556,[5 7] ; [1 3],[4.5 7.5] ; [1.5 2.5],0
p7,1,0.603293,0.270058,[12 25] ; [6 9],[12.80769231 24.19230769] ; [5.19230769 9.80769231],0
n4,1,0.603293,0.270058,[25 12] ; [9 6],[24.19230769 12.80769231] ; [9.80769231 5.19230769],0
a3,1,0.683181,0.166567,[25 12] ; [11  4],[25.61538462 11.38461538] ; [10.38461538  4.61538462],0
v1,1,0.691555,0.157407,[10 26] ; [ 5 10],[10.58823529 25.41176471] ; [ 4.41176471 10.58823529],0
v3,1,0.701307,0.147115,[ 9 27] ; [ 3 12],[ 8.47058824 27.52941176] ; [ 3.52941176 11.47058824],0
s5,1,0.701307,0.147115,[ 9 27] ; [ 3 12],[ 8.47058824 27.52941176] ; [ 3.52941176 11.47058824],0
n1,1,0.73244,0.116883,[5 7] ; [2 4],[4.66666667 7.33333333] ; [2.33333333 3.66666667],0
d2,1,0.743183,0.107348,[23 14] ; [8 6],[22.49019608 14.50980392] ; [8.50980392 5.49019608],0
a6,1,0.759533,0.093694,[18 19] ; [8 7],[18.5 18.5] ; [7.5 7.5],0
p5,1,0.796449,0.066536,[ 4 33] ; [ 2 13],[ 4.26923077 32.73076923] ; [ 1.73076923 13.26923077],0
p4,1,0.901528,0.015309,[13 24] ; [ 5 10],[12.80769231 24.19230769] ; [5.19230769 9.80769231],0
n5,1,0.962329,0.002231,[20 17] ; [8 7],[19.92307692 17.07692308] ; [8.07692308 6.92307692],0
d1,1,0.962329,0.002231,[20 17] ; [8 7],[19.92307692 17.07692308] ; [8.07692308 6.92307692],0
