Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.001692,9.856684,[13 42] ; [11  6],[18.33333333 36.66666667] ; [ 5.66666667 11.33333333],0
s4,1,0.29215,1.109688,[13 42] ; [ 2 15],[11.45833333 43.54166667] ; [ 3.54166667 13.45833333],0
b2,1,0.336323,0.924397,[13 23] ; [2 8],[11.73913043 24.26086957] ; [3.26086957 6.73913043],0
b3,1,0.336323,0.924397,[13 23] ; [2 8],[11.73913043 24.26086957] ; [3.26086957 6.73913043],0
v3,1,0.337281,0.920739,[10 44] ; [ 5 12],[11.4084507 42.5915493] ; [ 3.5915493 13.4084507],0
a7,1,0.346279,0.887046,[22 33] ; [9 8],[23.68055556 31.31944444] ; [7.31944444 9.68055556],0
a5,1,0.346279,0.887046,[22 33] ; [9 8],[23.68055556 31.31944444] ; [7.31944444 9.68055556],0
r3,1,0.359094,0.841058,[32 23] ; [12  5],[33.61111111 21.38888889] ; [10.38888889  6.61111111],0
p1,1,0.371044,0.800166,[ 3 52] ; [ 2 15],[ 3.81944444 51.18055556] ; [ 1.18055556 15.81944444],0
p12,1,0.372817,0.794255,[ 1 54] ; [ 1 16],[ 1.52777778 53.47222222] ; [ 0.47222222 16.52777778],0
p4,1,0.379141,0.773486,[19 35] ; [8 9],[20.53521127 33.46478873] ; [ 6.46478873 10.53521127],0
p5,1,0.381067,0.767256,[ 1 53] ; [ 1 16],[ 1.52112676 52.47887324] ; [ 0.47887324 16.52112676],0
s3,1,0.40131,0.704398,[16 37] ; [ 7 10],[17.41428571 35.58571429] ; [ 5.58571429 11.41428571],0
d1,1,0.432522,0.616043,[17 38] ; [ 7 10],[18.33333333 36.66666667] ; [ 5.66666667 11.33333333],0
n5,1,0.500972,0.452878,[31 24] ; [8 9],[29.79166667 25.20833333] ; [9.20833333 7.79166667],0
b5,1,0.542011,0.371826,[31 24] ; [11  6],[32.08333333 22.91666667] ; [9.91666667 7.08333333],0
a6,1,0.567799,0.326379,[28 27] ; [10  7],[29.02777778 25.97222222] ; [8.97222222 8.02777778],0
p11,1,0.618842,0.247499,[19 36] ; [ 7 10],[19.86111111 35.13888889] ; [ 6.13888889 10.86111111],0
n6,1,0.645573,0.211527,[32 22] ; [9 8],[31.18309859 22.81690141] ; [9.81690141 7.18309859],0
n4,1,0.659281,0.194398,[29 26] ; [10  7],[29.79166667 25.20833333] ; [9.20833333 7.79166667],0
s5,1,0.670419,0.181112,[ 7 45] ; [ 3 14],[ 7.53623188 44.46376812] ; [ 2.46376812 14.53623188],0
p2,1,0.682762,0.167033,[26 29] ; [9 8],[26.73611111 28.26388889] ; [8.26388889 8.73611111],0
u1,1,0.68545,0.164055,[ 2 53] ; [ 1 16],[ 2.29166667 52.70833333] ; [ 0.70833333 16.29166667],0
r2,1,0.692428,0.15647,[34 19] ; [10  7],[33.31428571 19.68571429] ; [10.68571429  6.31428571],0
d2,1,0.711385,0.136898,[25 29] ; [ 7 10],[24.33802817 29.66197183] ; [7.66197183 9.33802817],0
v4,1,0.797759,0.065663,[37 18] ; [12  5],[37.43055556 17.56944444] ; [11.56944444  5.43055556],0
p9,1,0.805798,0.060443,[17 36] ; [ 6 11],[17.41428571 35.58571429] ; [ 5.58571429 11.41428571],0
u2,1,0.854403,0.033673,[10 18] ; [2 3],[10.18181818 17.81818182] ; [1.81818182 3.18181818],0
a4,1,0.881516,0.022215,[18 36] ; [ 6 11],[18.25352113 35.74647887] ; [ 5.74647887 11.25352113],0
n3,1,0.891787,0.018508,[15 10] ; [4 3],[14.84375 10.15625] ; [4.15625 2.84375],0
s8,1,0.916467,0.011001,[ 7 48] ; [ 2 15],[ 6.875 48.125] ; [ 2.125 14.875],0
a1,1,0.921845,0.009626,[ 6 49] ; [ 2 15],[ 6.11111111 48.88888889] ; [ 1.88888889 15.11111111],0
p7,1,0.931116,0.007472,[22 33] ; [ 7 10],[22.15277778 32.84722222] ; [ 6.84722222 10.15277778],0
p8,1,0.93953,0.005755,[12 41] ; [ 4 13],[12.11428571 40.88571429] ; [ 3.88571429 13.11428571],0
s1,1,0.959354,0.002597,[ 3 51] ; [ 1 16],[ 3.04225352 50.95774648] ; [ 0.95774648 16.04225352],0
