Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.004249,8.174354,[7 4] ; [ 5 24],[3.3 7.7] ; [ 8.7 20.3],0
p4,1,0.004249,8.174354,[7 4] ; [ 5 24],[3.3 7.7] ; [ 8.7 20.3],0
r4,1,0.007866,7.063741,[6 5] ; [ 4 25],[2.75 8.25] ; [ 7.25 21.75],0
p10,1,0.009568,6.713659,[6 5] ; [ 4 24],[2.82051282 8.17948718] ; [ 7.17948718 20.82051282],0
r3,1,0.01723,5.672779,[8 3] ; [ 9 20],[4.675 6.325] ; [12.325 16.675],0
n6,1,0.020203,5.394253,[6 4] ; [ 6 23],[3.07692308 6.92307692] ; [ 8.92307692 20.07692308],0
p6,1,0.022848,5.180047,[4 7] ; [ 2 26],[1.69230769 9.30769231] ; [ 4.30769231 23.69230769],0
b5,1,0.029936,4.71296,[8 3] ; [10 19],[4.95 6.05] ; [13.05 15.95],0
v2,1,0.037621,4.322078,[5 6] ; [ 4 24],[2.53846154 8.46153846] ; [ 6.46153846 21.53846154],0
d3,1,0.095825,2.773693,[7 4] ; [10 19],[4.675 6.325] ; [12.325 16.675],0
p7,1,0.117286,2.453199,[5 6] ; [ 6 23],[3.025 7.975] ; [ 7.975 21.025],0
p3,1,0.117286,2.453199,[5 6] ; [ 6 23],[3.025 7.975] ; [ 7.975 21.025],0
s7,1,0.183097,1.772308,[3 7] ; [ 3 23],[1.66666667 8.33333333] ; [ 4.33333333 21.66666667],0
d2,1,0.197743,1.658969,[3 8] ; [14 14],[4.79487179 6.20512821] ; [12.20512821 15.79487179],0
p9,1,0.212968,1.551136,[5 6] ; [ 7 21],[3.38461538 7.61538462] ; [ 8.61538462 19.38461538],0
b3,1,0.227195,1.458333,[2 6] ; [10 10],[3.42857143 4.57142857] ; [ 8.57142857 11.42857143],0
b2,1,0.227195,1.458333,[2 6] ; [10 10],[3.42857143 4.57142857] ; [ 8.57142857 11.42857143],0
s6,1,0.227844,1.454269,[4 6] ; [ 6 23],[2.56410256 7.43589744] ; [ 7.43589744 21.56410256],0
r1,1,0.247473,1.337513,[6 5] ; [10 19],[4.4 6.6] ; [11.6 17.4],0
s2,1,0.306677,1.044932,[4 7] ; [ 6 23],[2.75 8.25] ; [ 7.25 21.75],0
b1,1,0.311564,1.024033,[8 3] ; [16 13],[6.6 4.4] ; [17.4 11.6],0
d1,1,0.315117,1.009106,[2 9] ; [10 19],[3.3 7.7] ; [ 8.7 20.3],0
u3,1,0.316233,1.004464,[1 3] ; [ 1 13],[0.44444444 3.55555556] ; [ 1.55555556 12.44444444],0
a1,1,0.388662,0.743123,[ 1 10] ; [ 6 23],[1.925 9.075] ; [ 5.075 23.925],0
s5,1,0.430972,0.620203,[2 8] ; [ 3 26],[1.28205128 8.71794872] ; [ 3.71794872 25.28205128],0
a6,1,0.45484,0.558564,[6 5] ; [12 17],[4.95 6.05] ; [13.05 15.95],0
s8,1,0.464694,0.534565,[ 1 10] ; [ 1 28],[ 0.55 10.45] ; [ 1.45 27.55],0
n3,1,0.481924,0.494505,[2 2] ; [ 5 11],[1.4 2.6] ; [ 5.6 10.4],0
a8,1,0.503368,0.447828,[2 9] ; [ 3 26],[1.375 9.625] ; [ 3.625 25.375],0
a2,1,0.503368,0.447828,[2 9] ; [ 3 26],[1.375 9.625] ; [ 3.625 25.375],0
s1,1,0.519184,0.415514,[ 1 10] ; [ 5 24],[1.65 9.35] ; [ 4.35 24.65],0
a3,1,0.568403,0.325361,[7 4] ; [15 13],[6.20512821 4.79487179] ; [15.79487179 12.20512821],0
a5,1,0.582626,0.302009,[5 6] ; [16 13],[5.775 5.225] ; [15.225 13.775],0
v3,1,0.649273,0.206818,[2 9] ; [ 7 21],[2.53846154 8.46153846] ; [ 6.46153846 21.53846154],0
p8,1,0.662351,0.19068,[ 1 10] ; [ 4 24],[1.41025641 9.58974359] ; [ 3.58974359 24.41025641],0
a7,1,0.723259,0.125392,[6 5] ; [14 15],[5.5 5.5] ; [14.5 14.5],0
d5,1,0.723259,0.125392,[6 5] ; [14 15],[5.5 5.5] ; [14.5 14.5],0
s4,1,0.72852,0.120475,[2 9] ; [ 4 25],[1.65 9.35] ; [ 4.35 24.65],0
a4,1,0.766822,0.087933,[3 8] ; [ 9 19],[3.38461538 7.61538462] ; [ 8.61538462 19.38461538],0
n5,1,0.772484,0.083595,[7 4] ; [17 12],[6.6 4.4] ; [17.4 11.6],0
r2,1,0.802317,0.062675,[7 4] ; [16 11],[6.65789474 4.34210526] ; [16.34210526 10.65789474],0
d4,1,0.815914,0.054198,[6 5] ; [17 12],[6.325 4.675] ; [16.675 12.325],0
n4,1,0.81668,0.053739,[8 3] ; [20  9],[7.7 3.3] ; [20.3  8.7],0
n2,1,0.822187,0.050505,[2 2] ; [7 9],[1.8 2.2] ; [7.2 8.8],0
b4,1,0.873237,0.025455,[6 5] ; [15 14],[5.775 5.225] ; [15.225 13.775],0
s3,1,0.969655,0.001447,[4 7] ; [10 18],[3.94871795 7.05128205] ; [10.05128205 17.94871795],0
