Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,62.388852,[324  28] ; [34 28],[304.38647343  47.61352657] ; [53.61352657  8.38647343],1
n1,1,0.00035,12.781166,[28 19] ; [ 3 19],[21.11594203 25.88405797] ; [ 9.88405797 12.11594203],1
p6,1,0.000612,11.739608,[166 178] ; [15 46],[153.7382716 190.2617284] ; [27.2617284 33.7382716],1
p2,1,0.00397,8.297536,[311  38] ; [47 15],[303.99513382  45.00486618] ; [54.00486618  7.99513382],0
s7,1,0.008903,6.842148,[188 144] ; [23 37],[178.70408163 153.29591837] ; [32.29591837 27.70408163],0
s8,1,0.009644,6.699581,[188 160] ; [22 39],[178.6797066 169.3202934] ; [31.3202934 29.6797066],0
p4,1,0.010727,6.50994,[249 101] ; [34 28],[240.41262136 109.58737864] ; [42.58737864 19.41262136],0
a8,1,0.01296,6.174515,[ 55 255] ; [ 3 57],[ 48.59459459 261.40540541] ; [ 9.40540541 50.59459459],0
r4,1,0.019743,5.43449,[334  18] ; [54  8],[329.89371981  22.10628019] ; [58.10628019  3.89371981],0
s4,1,0.02166,5.272878,[ 49 296] ; [16 46],[ 55.0982801 289.9017199] ; [ 9.9017199 52.0982801],0
v3,1,0.03028,4.693301,[186 156] ; [24 37],[178.2133995 163.7866005] ; [31.7866005 29.2133995],0
p5,1,0.03104,4.650748,[ 60 288] ; [ 4 58],[ 54.32195122 293.67804878] ; [ 9.67804878 52.32195122],0
p3,1,0.032625,4.565363,[209 141] ; [28 34],[201.33495146 148.66504854] ; [35.66504854 26.33495146],0
p8,1,0.038127,4.299351,[214 129] ; [30 32],[206.64691358 136.35308642] ; [37.35308642 24.64691358],0
d1,1,0.043154,4.08935,[229 123] ; [32 30],[221.91304348 130.08695652] ; [39.08695652 22.91304348],0
p11,1,0.063286,3.449117,[300  52] ; [47 15],[295.03381643  56.96618357] ; [51.96618357 10.03381643],0
p10,1,0.074809,3.174223,[308  39] ; [50 12],[303.73105134  43.26894866] ; [54.26894866  7.73105134],0
