Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,41.62428,[94 14] ; [ 5 17],[82.24615385 25.75384615] ; [16.75384615  5.24615385],1
n6,1,9e-05,15.333129,[96 12] ; [12 10],[89.72307692 18.27692308] ; [18.27692308  3.72307692],1
p10,1,0.001162,10.54925,[91 16] ; [12 10],[85.43410853 21.56589147] ; [17.56589147  4.43410853],0
r1,1,0.003608,8.471427,[86 22] ; [11 11],[80.58461538 27.41538462] ; [16.41538462  5.58461538],0
s8,1,0.005398,7.741043,[69 39] ; [ 7 15],[63.13846154 44.86153846] ; [12.86153846  9.13846154],0
v3,1,0.006573,7.386207,[54 51] ; [ 4 17],[48.33333333 56.66666667] ; [ 9.66666667 11.33333333],0
p9,1,0.008192,6.990978,[93 14] ; [14  8],[88.75193798 18.24806202] ; [18.24806202  3.75193798],0
p11,1,0.010622,6.52741,[90 18] ; [13  9],[85.56923077 22.43076923] ; [17.43076923  4.56923077],0
s4,1,0.012793,6.197455,[22 86] ; [10 12],[26.58461538 81.41538462] ; [ 5.41538462 16.58461538],0
v2,1,0.041123,4.170926,[58 46] ; [ 7 15],[53.65079365 50.34920635] ; [11.34920635 10.65079365],0
s7,1,0.042664,4.108655,[69 35] ; [ 9 12],[64.896 39.104] ; [13.104  7.896],0
v4,1,0.047134,3.940607,[99  9] ; [17  5],[96.36923077 11.63076923] ; [19.63076923  2.36923077],0
p2,1,0.059809,3.542669,[91 16] ; [15  7],[87.92248062 19.07751938] ; [18.07751938  3.92248062],0
n2,1,0.114057,2.497095,[10  8] ; [7 1],[11.76923077  6.23076923] ; [5.23076923 2.76923077],0
p1,1,0.145981,2.113756,[12 95] ; [ 5 17],[14.10077519 92.89922481] ; [ 2.89922481 19.10077519],0
u2,1,0.152881,2.043269,[12 14] ; [6 2],[13.76470588 12.23529412] ; [4.23529412 3.76470588],0
a1,1,0.173536,1.85213,[  6 102] ; [ 3 19],[  7.47692308 100.52307692] ; [ 1.52307692 20.47692308],0
s5,1,0.215831,1.53188,[45 56] ; [13  9],[47.62601626 53.37398374] ; [10.37398374 11.62601626],0
a3,1,0.231885,1.429264,[82 26] ; [14  8],[79.75384615 28.24615385] ; [16.24615385  5.75384615],0
r4,1,0.237335,1.396356,[94 14] ; [17  5],[92.21538462 15.78461538] ; [18.78461538  3.21538462],0
d5,1,0.249336,1.327019,[85 22] ; [15  7],[82.94573643 24.05426357] ; [17.05426357  4.94573643],0
d2,1,0.255601,1.292425,[58 49] ; [ 9 13],[55.57364341 51.42635659] ; [11.42635659 10.57364341],0
a8,1,0.280771,1.163352,[13 91] ; [ 1 21],[11.55555556 92.44444444] ; [ 2.44444444 19.55555556],0
b3,1,0.293563,1.103208,[38 44] ; [4 9],[36.25263158 45.74736842] ; [5.74736842 7.25263158],0
b2,1,0.293563,1.103208,[38 44] ; [4 9],[36.25263158 45.74736842] ; [5.74736842 7.25263158],0
p7,1,0.299904,1.07462,[76 31] ; [18  4],[77.96899225 29.03100775] ; [16.03100775  5.96899225],0
d3,1,0.3437,0.89658,[47 61] ; [12 10],[49.01538462 58.98461538] ; [ 9.98461538 12.01538462],0
v1,1,0.424439,0.637992,[57 47] ; [10 12],[55.3015873 48.6984127] ; [11.6984127 10.3015873],0
s3,1,0.427979,0.628303,[68 39] ; [12 10],[66.35658915 40.64341085] ; [13.64341085  8.35658915],0
d4,1,0.454262,0.559996,[85 22] ; [19  3],[86.26356589 20.73643411] ; [17.73643411  4.26356589],0
p6,1,0.51047,0.433104,[45 62] ; [10 10],[46.33858268 60.66141732] ; [ 8.66141732 11.33858268],0
b5,1,0.523338,0.407309,[46 62] ; [11 11],[47.35384615 60.64615385] ; [ 9.64615385 12.35384615],0
b4,1,0.535168,0.38457,[56 52] ; [13  9],[57.32307692 50.67692308] ; [11.67692308 10.32307692],0
a6,1,0.535827,0.383328,[47 61] ; [ 8 14],[45.69230769 62.30769231] ; [ 9.30769231 12.69230769],0
a2,1,0.543376,0.369318,[ 9 99] ; [ 1 21],[ 8.30769231 99.69230769] ; [ 1.69230769 20.30769231],0
p4,1,0.570095,0.322523,[80 28] ; [15  7],[78.92307692 29.07692308] ; [16.07692308  5.92307692],0
b1,1,0.588235,0.29311,[57 51] ; [13  9],[58.15384615 49.84615385] ; [11.84615385 10.15384615],0
p8,1,0.593306,0.285211,[69 37] ; [13  9],[67.90625 38.09375] ; [14.09375  7.90625],0
r2,1,0.644871,0.212428,[96 11] ; [19  3],[95.3875969 11.6124031] ; [19.6124031  2.3875969],0
a5,1,0.67435,0.176555,[84 24] ; [18  4],[84.73846154 23.26153846] ; [17.26153846  4.73846154],0
s6,1,0.684259,0.165371,[76 28] ; [17  5],[76.76190476 27.23809524] ; [16.23809524  5.76190476],0
r3,1,0.787087,0.072952,[100   8] ; [20  2],[99.69230769  8.30769231] ; [20.30769231  1.69230769],0
d1,1,0.812066,0.056531,[57 51] ; [11 11],[56.49230769 51.50769231] ; [11.50769231 10.49230769],0
n3,1,0.836701,0.042484,[12  6] ; [5 3],[11.76923077  6.23076923] ; [5.23076923 2.76923077],0
s1,1,0.848276,0.036603,[  6 102] ; [ 1 21],[  5.81538462 102.18461538] ; [ 1.18461538 20.81538462],0
u3,1,0.848846,0.036325,[12 14] ; [4 4],[12.23529412 13.76470588] ; [3.76470588 4.23529412],0
a4,1,0.867524,0.027824,[47 61] ; [10 12],[47.35384615 60.64615385] ; [ 9.64615385 12.35384615],0
s2,1,0.994233,5.2e-05,[59 49] ; [12 10],[58.98461538 49.01538462] ; [12.01538462  9.98461538],0
n1,1,1.0,0.0,[9 9] ; [4 4],[9. 9.] ; [4. 4.],0
