Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,27.726311,[ 8 42] ; [12  1],[15.87301587 34.12698413] ; [4.12698413 8.87301587],1
s7,1,0.00025,13.410561,[14 35] ; [11  2],[19.75806452 29.24193548] ; [5.24193548 7.75806452],1
v3,1,0.000618,11.722266,[13 33] ; [8 1],[17.56363636 28.43636364] ; [3.43636364 5.56363636],1
s6,1,0.000777,11.294665,[20 30] ; [12  1],[25.3968254 24.6031746] ; [6.6031746 6.3968254],1
p5,1,0.000934,10.95429,[ 3 47] ; [5 7],[ 6.4516129 43.5483871] ; [ 1.5483871 10.4516129],1
s2,1,0.001068,10.705154,[17 33] ; [11  2],[22.22222222 27.77777778] ; [5.77777778 7.22222222],0
b3,1,0.001455,10.13437,[11 17] ; [12  1],[15.70731707 12.29268293] ; [7.29268293 5.70731707],0
b2,1,0.001455,10.13437,[11 17] ; [12  1],[15.70731707 12.29268293] ; [7.29268293 5.70731707],0
d1,1,0.002759,8.960538,[23 27] ; [12  1],[27.77777778 22.22222222] ; [7.22222222 5.77777778],0
v1,1,0.003114,8.739441,[19 30] ; [9 1],[23.25423729 25.74576271] ; [4.74576271 5.25423729],0
p4,1,0.00328,8.644636,[19 30] ; [11  2],[23.70967742 25.29032258] ; [6.29032258 6.70967742],0
p3,1,0.004032,8.269412,[16 33] ; [10  3],[20.5483871 28.4516129] ; [5.4516129 7.5483871],0
s3,1,0.005934,7.570256,[24 24] ; [12  1],[28.32786885 19.67213115] ; [7.67213115 5.32786885],0
a2,1,0.009589,6.709782,[12 38] ; [8 5],[15.87301587 34.12698413] ; [4.12698413 8.87301587],0
p6,1,0.010716,6.511799,[ 9 39] ; [7 6],[12.59016393 35.40983607] ; [3.40983607 9.59016393],0
d2,1,0.012826,6.192952,[23 27] ; [11  2],[26.98412698 23.01587302] ; [7.01587302 5.98412698],0
a4,1,0.014261,6.005551,[19 30] ; [10  3],[22.91935484 26.08064516] ; [6.08064516 6.91935484],0
n4,1,0.025172,5.012003,[24 24] ; [11  2],[27.54098361 20.45901639] ; [7.45901639 5.54098361],0
v2,1,0.027325,4.870159,[20 28] ; [8 2],[23.17241379 24.82758621] ; [4.82758621 5.17241379],0
p2,1,0.033341,4.528182,[26 24] ; [11  2],[29.36507937 20.63492063] ; [7.63492063 5.36507937],0
p7,1,0.03566,4.413277,[18 31] ; [9 4],[21.33870968 27.66129032] ; [5.66129032 7.33870968],0
p8,1,0.03566,4.413277,[18 31] ; [9 4],[21.33870968 27.66129032] ; [5.66129032 7.33870968],0
a5,1,0.047569,3.925153,[32 18] ; [12  1],[34.92063492 15.07936508] ; [9.07936508 3.92063492],0
a8,1,0.070005,3.282903,[ 4 41] ; [3 7],[ 5.72727273 39.27272727] ; [1.27272727 8.72727273],0
u1,1,0.074614,3.17848,[ 8 42] ; [5 8],[10.31746032 39.68253968] ; [ 2.68253968 10.31746032],0
s5,1,0.094332,2.798851,[ 7 41] ; [4 7],[ 8.94915254 39.05084746] ; [2.05084746 8.94915254],0
a1,1,0.123322,2.374615,[ 4 46] ; [ 3 10],[ 5.55555556 44.44444444] ; [ 1.44444444 11.55555556],0
d5,1,0.154865,2.023664,[32 18] ; [11  2],[34.12698413 15.87301587] ; [8.87301587 4.12698413],0
r1,1,0.16651,1.91409,[31 17] ; [11  2],[33.04918033 14.95081967] ; [8.95081967 4.04918033],0
d3,1,0.192625,1.697429,[33 17] ; [11  2],[34.92063492 15.07936508] ; [9.07936508 3.92063492],0
a6,1,0.451004,0.568127,[33 17] ; [10  3],[34.12698413 15.87301587] ; [8.87301587 4.12698413],0
s4,1,0.542846,0.37029,[ 7 43] ; [ 1 12],[ 6.34920635 43.65079365] ; [ 1.65079365 11.34920635],0
s1,1,0.785377,0.074157,[ 5 44] ; [ 1 12],[ 4.74193548 44.25806452] ; [ 1.25806452 11.74193548],0
p1,1,0.800641,0.063765,[ 5 45] ; [ 1 12],[ 4.76190476 45.23809524] ; [ 1.23809524 11.76190476],0
b4,1,0.80482,0.061065,[25 25] ; [7 6],[25.3968254 24.6031746] ; [6.6031746 6.3968254],0
b5,1,0.817421,0.053298,[29 21] ; [8 5],[29.36507937 20.63492063] ; [7.63492063 5.36507937],0
a7,1,0.897222,0.016685,[33 16] ; [9 4],[33.19354839 15.80645161] ; [8.80645161 4.19354839],0
