Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.012622,6.221275,[31 81] ; [8 5],[34.944 77.056] ; [4.056 8.944],0
a8,1,0.032759,4.558345,[ 7 97] ; [3 9],[ 8.96551724 95.03448276] ; [ 1.03448276 10.96551724],0
p3,1,0.038328,4.290393,[23 89] ; [6 7],[25.984 86.016] ; [3.016 9.984],0
p9,1,0.043137,4.090029,[69 38] ; [12  1],[72.225 34.775] ; [8.775 4.225],0
a4,1,0.050896,3.811678,[18 93] ; [5 8],[20.58870968 90.41129032] ; [ 2.41129032 10.58870968],0
r4,1,0.060054,3.535888,[75 37] ; [12  1],[77.952 34.048] ; [9.048 3.952],0
s7,1,0.062133,3.479511,[24 83] ; [6 7],[26.75 80.25] ; [3.25 9.75],0
a3,1,0.113965,2.498355,[43 68] ; [8 5],[45.65322581 65.34677419] ; [5.34677419 7.65322581],0
r1,1,0.123357,2.374174,[68 44] ; [5 8],[65.408 46.592] ; [7.592 5.408],0
b3,1,0.134166,2.243629,[17 32] ; [5 3],[18.9122807 30.0877193] ; [3.0877193 4.9122807],0
b2,1,0.134166,2.243629,[17 32] ; [5 3],[18.9122807 30.0877193] ; [3.0877193 4.9122807],0
b5,1,0.141851,2.157768,[72 40] ; [11  2],[74.368 37.632] ; [8.632 4.368],0
n4,1,0.209957,1.57172,[57 55] ; [9 4],[59.136 52.864] ; [6.864 6.136],0
p8,1,0.237897,1.393015,[19 91] ; [4 9],[20.56910569 89.43089431] ; [ 2.43089431 10.56910569],0
s5,1,0.245641,1.347926,[20 85] ; [4 8],[21.53846154 83.46153846] ; [2.46153846 9.53846154],0
d3,1,0.2567,1.286468,[59 53] ; [9 4],[60.928 51.072] ; [7.072 5.928],0
v4,1,0.265759,1.238509,[89 23] ; [12  1],[90.496 21.504] ; [10.504  2.496],0
p11,1,0.282505,1.154998,[60 52] ; [9 4],[61.824 50.176] ; [7.176 5.824],0
s6,1,0.286845,1.134371,[51 60] ; [8 5],[52.81451613 58.18548387] ; [6.18548387 6.81451613],0
n2,1,0.291874,1.110959,[21 17] ; [4 1],[22.09302326 15.90697674] ; [2.90697674 2.09302326],0
v3,1,0.299772,1.075206,[26 78] ; [5 8],[27.55555556 76.44444444] ; [3.44444444 9.55555556],0
r3,1,0.316106,1.004992,[90 21] ; [12  1],[91.30645161 19.69354839] ; [10.69354839  2.30645161],0
u1,1,0.33093,0.945255,[  3 109] ; [ 1 12],[  3.584 108.416] ; [ 0.416 12.584],0
s8,1,0.335059,0.929246,[29 83] ; [5 8],[30.464 81.536] ; [3.536 9.464],0
d4,1,0.35297,0.86275,[71 40] ; [10  3],[72.50806452 38.49193548] ; [8.49193548 4.50806452],0
b4,1,0.363917,0.824332,[72 40] ; [10  3],[73.472 38.528] ; [8.528 4.472],0
a6,1,0.396122,0.720068,[55 57] ; [8 5],[56.448 55.552] ; [6.552 6.448],0
p12,1,0.478299,0.502739,[  4 107] ; [ 1 12],[  4.47580645 106.52419355] ; [ 0.52419355 12.47580645],0
b1,1,0.51067,0.432693,[45 67] ; [4 9],[43.904 68.096] ; [5.096 7.904],0
d2,1,0.558454,0.342388,[26 85] ; [4 9],[26.85483871 84.14516129] ; [3.14516129 9.85483871],0
a7,1,0.575222,0.314024,[68 43] ; [9 4],[68.92741935 42.07258065] ; [8.07258065 4.92741935],0
v2,1,0.596766,0.279902,[35 68] ; [5 7],[35.82608696 67.17391304] ; [4.17391304 7.82608696],0
d5,1,0.633839,0.22689,[70 42] ; [9 4],[70.784 41.216] ; [8.216 4.784],0
p2,1,0.633839,0.22689,[70 42] ; [9 4],[70.784 41.216] ; [8.216 4.784],0
v1,1,0.661977,0.191131,[36 75] ; [5 8],[36.7016129 74.2983871] ; [4.2983871 8.7016129],0
u2,1,0.665984,0.186336,[34 34] ; [3 2],[34.46575342 33.53424658] ; [2.53424658 2.46575342],0
n5,1,0.670838,0.180623,[62 50] ; [8 5],[62.72 49.28] ; [7.28 5.72],0
d1,1,0.744674,0.106061,[38 74] ; [5 8],[38.528 73.472] ; [4.472 8.528],0
r2,1,0.76691,0.087864,[91 21] ; [11  2],[91.392 20.608] ; [10.608  2.392],0
p10,1,0.775665,0.081209,[62 46] ; [8 5],[62.47933884 45.52066116] ; [7.52066116 5.47933884],0
p1,1,0.805168,0.060843,[ 11 101] ; [ 1 12],[ 10.752 101.248] ; [ 1.248 11.752],0
s3,1,0.824531,0.04916,[45 63] ; [5 8],[44.62809917 63.37190083] ; [5.37190083 7.62809917],0
u3,1,0.830511,0.045816,[38 31] ; [3 2],[38.22972973 30.77027027] ; [2.77027027 2.22972973],0
n6,1,0.868436,0.027438,[80 32] ; [9 4],[79.744 32.256] ; [9.256 3.744],0
s4,1,0.88534,0.020795,[19 93] ; [ 2 11],[18.816 93.184] ; [ 2.184 10.816],0
s2,1,0.938734,0.005908,[35 75] ; [4 9],[34.87804878 75.12195122] ; [4.12195122 8.87804878],0
