Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000166,14.180381,[67 11] ; [3 6],[62.75862069 15.24137931] ; [7.24137931 1.75862069],1
r1,1,0.001639,9.915335,[63 15] ; [3 6],[59.17241379 18.82758621] ; [6.82758621 2.17241379],0
s7,1,0.002208,9.368378,[47 26] ; [1 8],[42.73170732 30.26829268] ; [5.26829268 3.73170732],0
v4,1,0.004858,7.931624,[70  8] ; [5 4],[67.24137931 10.75862069] ; [7.75862069 1.24137931],0
s8,1,0.016718,5.725705,[41 36] ; [1 8],[37.60465116 39.39534884] ; [4.39534884 4.60465116],0
r3,1,0.016773,5.719921,[72  6] ; [6 3],[69.93103448  8.06896552] ; [8.06896552 0.93103448],0
p9,1,0.022811,5.182858,[54 22] ; [3 6],[50.96470588 25.03529412] ; [6.03529412 2.96470588],0
a5,1,0.025067,5.019231,[55 23] ; [3 6],[52. 26.] ; [6. 3.],0
s1,1,0.031812,4.608612,[ 7 70] ; [3 6],[ 8.95348837 68.04651163] ; [1.04651163 7.95348837],0
p10,1,0.034491,4.470192,[53 24] ; [3 6],[50.13953488 26.86046512] ; [5.86046512 3.13953488],0
d1,1,0.035798,4.406723,[46 32] ; [2 7],[43.03448276 34.96551724] ; [4.96551724 4.03448276],0
a8,1,0.051166,3.802818,[ 8 69] ; [3 6],[ 9.84883721 67.15116279] ; [1.15116279 7.84883721],0
d5,1,0.054159,3.707783,[57 19] ; [4 5],[54.54117647 21.45882353] ; [6.45882353 2.54117647],0
p11,1,0.087609,2.917773,[49 29] ; [3 6],[46.62068966 31.37931034] ; [5.37931034 3.62068966],0
v3,1,0.139248,2.186255,[25 45] ; [1 8],[23.03797468 46.96202532] ; [2.96202532 6.03797468],0
s5,1,0.139943,2.178581,[26 47] ; [1 8],[24.03658537 48.96341463] ; [2.96341463 6.03658537],0
a6,1,0.161106,1.963812,[44 32] ; [3 6],[42.02352941 33.97647059] ; [4.97647059 4.02352941],0
s2,1,0.16259,1.949973,[60 18] ; [5 4],[58.27586207 19.72413793] ; [6.72413793 2.27586207],0
v2,1,0.16863,1.895084,[42 31] ; [3 6],[40.06097561 32.93902439] ; [4.93902439 4.06097561],0
n6,1,0.169087,1.891019,[52 25] ; [4 5],[50.13953488 26.86046512] ; [5.86046512 3.13953488],0
d2,1,0.21264,1.553363,[42 34] ; [3 6],[40.23529412 35.76470588] ; [4.76470588 4.23529412],0
v1,1,0.21264,1.553363,[42 34] ; [3 6],[40.23529412 35.76470588] ; [4.76470588 4.23529412],0
p1,1,0.216578,1.526901,[ 7 71] ; [2 7],[ 8.06896552 69.93103448] ; [0.93103448 8.06896552],0
s6,1,0.242429,1.366414,[57 20] ; [5 4],[55.51162791 21.48837209] ; [6.48837209 2.51162791],0
a4,1,0.274566,1.193792,[41 37] ; [3 6],[39.44827586 38.55172414] ; [4.55172414 4.44827586],0
b2,1,0.293279,1.104505,[17 33] ; [1 6],[15.78947368 34.21052632] ; [2.21052632 4.78947368],0
b3,1,0.293279,1.104505,[17 33] ; [1 6],[15.78947368 34.21052632] ; [2.21052632 4.78947368],0
n3,1,0.295544,1.094194,[18 10] ; [1 2],[17.16129032 10.83870968] ; [1.83870968 1.16129032],0
n1,1,0.334679,0.930709,[18 11] ; [1 2],[17.21875 11.78125] ; [1.78125 1.21875],0
s4,1,0.334787,0.930292,[20 58] ; [1 8],[18.82758621 59.17241379] ; [2.17241379 6.82758621],0
b5,1,0.338759,0.915122,[48 30] ; [7 2],[49.31034483 28.68965517] ; [5.68965517 3.31034483],0
d3,1,0.396593,0.718633,[45 31] ; [4 5],[43.81176471 32.18823529] ; [5.18823529 3.81176471],0
d4,1,0.40304,0.699236,[60 16] ; [6 3],[59.01176471 16.98823529] ; [6.98823529 2.01176471],0
p7,1,0.407957,0.684746,[30 43] ; [5 4],[31.15853659 41.84146341] ; [3.84146341 5.15853659],0
b1,1,0.421513,0.646092,[41 37] ; [6 3],[42.13793103 35.86206897] ; [4.86206897 4.13793103],0
b4,1,0.448017,0.575663,[45 33] ; [4 5],[43.93103448 34.06896552] ; [5.06896552 3.93103448],0
p3,1,0.478841,0.501501,[29 48] ; [2 6],[28.08235294 48.91764706] ; [2.91764706 5.08235294],0
p6,1,0.482167,0.493958,[18 59] ; [1 7],[17.21176471 59.78823529] ; [1.78823529 6.21176471],0
a3,1,0.499304,0.456416,[52 26] ; [7 2],[52.89655172 25.10344828] ; [6.10344828 2.89655172],0
n4,1,0.506671,0.440936,[52 26] ; [5 4],[51.10344828 26.89655172] ; [5.89655172 3.10344828],0
p4,1,0.543527,0.369041,[26 50] ; [4 5],[26.82352941 49.17647059] ; [3.17647059 5.82352941],0
a1,1,0.598214,0.277699,[ 5 73] ; [1 8],[ 5.37931034 72.62068966] ; [0.62068966 8.37931034],0
p8,1,0.641284,0.217067,[15 63] ; [1 7],[14.51162791 63.48837209] ; [1.48837209 6.51162791],0
u3,1,0.66171,0.191453,[17  9] ; [1 1],[16.71428571  9.28571429] ; [1.28571429 0.71428571],0
p5,1,0.672793,0.178353,[ 6 68] ; [1 7],[ 6.31707317 67.68292683] ; [0.68292683 7.31707317],0
a7,1,0.727609,0.121318,[48 30] ; [5 4],[47.51724138 30.48275862] ; [5.48275862 3.51724138],0
u2,1,0.74748,0.103661,[16 10] ; [1 1],[15.78571429 10.21428571] ; [1.21428571 0.78571429],0
n5,1,0.894673,0.017528,[53 24] ; [6 3],[52.8255814 24.1744186] ; [6.1744186 2.8255814],0
