Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b3,1,0.019764,5.432609,[13 33] ; [4 1],[15.33333333 30.66666667] ; [1.66666667 3.33333333],0
b2,1,0.019764,5.432609,[13 33] ; [4 1],[15.33333333 30.66666667] ; [1.66666667 3.33333333],0
v1,1,0.020577,5.362253,[35 68] ; [6 2],[38.04504505 64.95495495] ; [2.95495495 5.04504505],0
u1,1,0.02299,5.169231,[ 5 99] ; [2 6],[ 6.5 97.5] ; [0.5 7.5],0
a4,1,0.027492,4.859615,[27 77] ; [5 3],[29.71428571 74.28571429] ; [2.28571429 5.71428571],0
n1,1,0.032919,4.55,[13 39] ; [3 1],[14.85714286 37.14285714] ; [1.14285714 2.85714286],0
s7,1,0.051949,3.777403,[20 79] ; [4 4],[22.20560748 76.79439252] ; [1.79439252 6.20560748],0
p8,1,0.053436,3.730242,[21 82] ; [4 4],[23.1981982 79.8018018] ; [1.8018018 6.1981982],0
s8,1,0.062577,3.467731,[22 82] ; [4 4],[24.14285714 79.85714286] ; [1.85714286 6.14285714],0
a6,1,0.107437,2.591526,[61 43] ; [7 1],[63.14285714 40.85714286] ; [4.85714286 3.14285714],0
d3,1,0.129588,2.297436,[63 41] ; [7 1],[65. 39.] ; [5. 3.],0
p3,1,0.132222,2.266221,[17 87] ; [3 5],[18.57142857 85.42857143] ; [1.42857143 6.57142857],0
b1,1,0.184034,1.764745,[37 67] ; [1 7],[35.28571429 68.71428571] ; [2.71428571 5.28571429],0
s4,1,0.217715,1.519372,[20 84] ; [3 5],[21.35714286 82.64285714] ; [1.64285714 6.35714286],0
a7,1,0.254313,1.299455,[71 33] ; [7 1],[72.42857143 31.57142857] ; [5.57142857 2.42857143],0
a2,1,0.317144,1.000687,[13 91] ; [2 6],[13.92857143 90.07142857] ; [1.07142857 6.92857143],0
p10,1,0.331125,0.944494,[58 43] ; [6 2],[59.30275229 41.69724771] ; [4.69724771 3.30275229],0
p1,1,0.351799,0.866957,[ 5 99] ; [1 7],[ 5.57142857 98.42857143] ; [0.42857143 7.57142857],0
b5,1,0.363484,0.82582,[61 43] ; [6 2],[62.21428571 41.78571429] ; [4.78571429 3.21428571],0
s3,1,0.418921,0.653341,[41 63] ; [2 6],[39.92857143 64.07142857] ; [3.07142857 4.92857143],0
d5,1,0.425738,0.634423,[78 26] ; [7 1],[78.92857143 25.07142857] ; [6.07142857 1.92857143],0
s5,1,0.42698,0.631025,[25 76] ; [3 5],[25.94495413 75.05504587] ; [2.05504587 5.94495413],0
d1,1,0.431669,0.618329,[50 54] ; [5 3],[51.07142857 52.92857143] ; [3.92857143 4.07142857],0
p4,1,0.47761,0.504315,[27 77] ; [3 5],[27.85714286 76.14285714] ; [2.14285714 5.85714286],0
s6,1,0.512509,0.428941,[51 52] ; [3 5],[50.10810811 52.89189189] ; [3.89189189 4.10810811],0
n6,1,0.519622,0.414644,[64 40] ; [4 4],[63.14285714 40.85714286] ; [4.85714286 3.14285714],0
p11,1,0.563679,0.333374,[54 50] ; [5 3],[54.78571429 49.21428571] ; [4.21428571 3.78571429],0
a3,1,0.635771,0.224316,[56 48] ; [5 3],[56.64285714 47.35714286] ; [4.35714286 3.64285714],0
n5,1,0.692266,0.156643,[32 72] ; [3 5],[32.5 71.5] ; [2.5 5.5],0
v2,1,0.695097,0.153623,[42 56] ; [4 4],[42.52830189 55.47169811] ; [3.47169811 4.52830189],0
p2,1,0.711531,0.136752,[58 46] ; [5 3],[58.5 45.5] ; [4.5 3.5],0
d2,1,0.824776,0.049021,[35 69] ; [3 5],[35.28571429 68.71428571] ; [2.71428571 5.28571429],0
n3,1,0.849624,0.035948,[28 23] ; [2 2],[27.81818182 23.18181818] ; [2.18181818 1.81818182],0
a5,1,0.874875,0.024796,[49 55] ; [4 4],[49.21428571 54.78571429] ; [3.78571429 4.21428571],0
s2,1,0.928659,0.008016,[37 66] ; [3 5],[37.11711712 65.88288288] ; [2.88288288 5.11711712],0
b4,1,0.956615,0.00296,[66 38] ; [5 3],[65.92857143 38.07142857] ; [5.07142857 2.92857143],0
r1,1,0.972674,0.001173,[65 38] ; [5 3],[64.95495495 38.04504505] ; [5.04504505 2.95495495],0
