Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1.7e-05,18.470827,[ 7 41] ; [8 2],[12.4137931 35.5862069] ; [2.5862069 7.4137931],1
p6,1,0.006578,7.384615,[ 4 46] ; [4 6],[ 6.66666667 43.33333333] ; [1.33333333 8.66666667],0
p3,1,0.009023,6.818182,[10 40] ; [6 4],[13.33333333 36.66666667] ; [2.66666667 7.33333333],0
s7,1,0.012126,6.292324,[ 8 39] ; [5 4],[10.91071429 36.08928571] ; [2.08928571 6.91071429],0
s8,1,0.013819,6.061153,[ 5 46] ; [4 6],[ 7.52459016 43.47540984] ; [1.47540984 8.52459016],0
p4,1,0.023342,5.142857,[12 38] ; [6 4],[15. 35.] ; [3. 7.],0
p2,1,0.024058,5.090482,[16 34] ; [7 3],[19.16666667 30.83333333] ; [3.83333333 6.16666667],0
s4,1,0.027437,4.863114,[ 6 45] ; [4 6],[ 8.36065574 42.63934426] ; [1.63934426 8.36065574],0
p7,1,0.030527,4.679392,[14 34] ; [6 3],[16.84210526 31.15789474] ; [3.15789474 5.84210526],0
s6,1,0.114494,2.491063,[ 9 42] ; [4 6],[10.86885246 40.13114754] ; [2.13114754 7.86885246],0
d3,1,0.119864,2.419094,[22 29] ; [7 3],[24.24590164 26.75409836] ; [4.75409836 5.24590164],0
v1,1,0.120211,2.414564,[13 38] ; [5 5],[15.04918033 35.95081967] ; [2.95081967 7.04918033],0
p11,1,0.120211,2.414564,[13 38] ; [5 5],[15.04918033 35.95081967] ; [2.95081967 7.04918033],0
n6,1,0.133111,2.25584,[22 28] ; [7 3],[24.16666667 25.83333333] ; [4.83333333 5.16666667],0
b5,1,0.149793,2.07436,[23 28] ; [7 3],[25.08196721 25.91803279] ; [4.91803279 5.08196721],0
p8,1,0.172172,1.863928,[14 36] ; [5 5],[15.83333333 34.16666667] ; [3.16666667 6.83333333],0
v3,1,0.172238,1.863354,[10 40] ; [4 6],[11.66666667 38.33333333] ; [2.33333333 7.66666667],0
b4,1,0.224271,1.476828,[31 20] ; [4 6],[29.26229508 21.73770492] ; [5.73770492 4.26229508],0
s1,1,0.237857,1.39325,[ 4 47] ; [2 8],[ 5.01639344 45.98360656] ; [0.98360656 9.01639344],0
d5,1,0.327848,0.957381,[29 22] ; [4 6],[27.59016393 23.40983607] ; [5.40983607 4.59016393],0
r4,1,0.354971,0.855607,[ 5 46] ; [2 8],[ 5.85245902 45.14754098] ; [1.14754098 8.85245902],0
u3,1,0.364974,0.820707,[ 6 16] ; [2 2],[ 6.76923077 15.23076923] ; [1.23076923 2.76923077],0
v2,1,0.404933,0.693628,[ 9 40] ; [3 7],[ 9.96610169 39.03389831] ; [2.03389831 7.96610169],0
n4,1,0.439887,0.596577,[29 22] ; [7 3],[30.09836066 20.90163934] ; [5.90163934 4.09836066],0
b1,1,0.450625,0.56908,[32 19] ; [5 5],[30.93442623 20.06557377] ; [6.06557377 3.93442623],0
n3,1,0.488551,0.479715,[13 17] ; [3 2],[13.71428571 16.28571429] ; [2.28571429 2.71428571],0
n5,1,0.508543,0.437063,[36 15] ; [6 4],[35.1147541 15.8852459] ; [6.8852459 3.1147541],0
a5,1,0.525378,0.403323,[25 26] ; [6 4],[25.91803279 25.08196721] ; [5.08196721 4.91803279],0
n1,1,0.537397,0.380385,[14 17] ; [3 2],[14.63888889 16.36111111] ; [2.36111111 2.63888889],0
p10,1,0.558185,0.342857,[20 30] ; [5 5],[20.83333333 29.16666667] ; [4.16666667 5.83333333],0
p9,1,0.628322,0.234343,[20 28] ; [5 5],[20.68965517 27.31034483] ; [4.31034483 5.68965517],0
n2,1,0.629855,0.232258,[15 16] ; [3 2],[15.5 15.5] ; [2.5 2.5],0
d2,1,0.631772,0.229665,[19 31] ; [3 7],[18.33333333 31.66666667] ; [3.66666667 6.33333333],0
r2,1,0.65467,0.200063,[33 16] ; [6 4],[32.38983051 16.61016949] ; [6.61016949 3.38983051],0
u2,1,0.660343,0.193108,[ 8 14] ; [1 3],[ 7.61538462 14.38461538] ; [1.38461538 2.61538462],0
b3,1,0.661746,0.19141,[15 20] ; [2 4],[14.51219512 20.48780488] ; [2.48780488 3.51219512],0
b2,1,0.661746,0.19141,[15 20] ; [2 4],[14.51219512 20.48780488] ; [2.48780488 3.51219512],0
a6,1,0.776077,0.080904,[23 28] ; [5 5],[23.40983607 27.59016393] ; [4.59016393 5.40983607],0
v4,1,0.854458,0.033648,[29 22] ; [6 4],[29.26229508 21.73770492] ; [5.73770492 4.26229508],0
a7,1,0.854458,0.033648,[22 29] ; [4 6],[21.73770492 29.26229508] ; [4.26229508 5.73770492],0
d4,1,0.86478,0.029,[27 24] ; [5 5],[26.75409836 24.24590164] ; [5.24590164 4.75409836],0
a4,1,0.870022,0.026775,[16 33] ; [3 7],[15.77966102 33.22033898] ; [3.22033898 6.77966102],0
d1,1,0.931706,0.007344,[16 35] ; [3 7],[15.8852459 35.1147541] ; [3.1147541 6.8852459],0
r1,1,0.944855,0.004784,[21 30] ; [4 6],[20.90163934 30.09836066] ; [4.09836066 5.90163934],0
a3,1,0.961804,0.002293,[29 20] ; [6 4],[29.06779661 19.93220339] ; [5.93220339 4.06779661],0
p1,1,0.984811,0.000362,[ 5 46] ; [1 9],[ 5.01639344 45.98360656] ; [0.98360656 9.01639344],0
