Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,82.394891,[71 18] ; [ 8 72],[41.6035503 47.3964497] ; [37.3964497 42.6035503],1
d5,1,0.0,54.420936,[89  2] ; [39 41],[68.11695906 22.88304094] ; [59.88304094 20.11695906],1
a4,1,0.0,31.480806,[56 35] ; [15 64],[38.00588235 52.99411765] ; [32.99411765 46.00588235],1
d3,1,0.0,31.181874,[79 12] ; [37 42],[62.09411765 28.90588235] ; [53.90588235 25.09411765],1
a2,1,2e-06,22.389549,[35 56] ; [ 6 74],[21.81871345 69.18128655] ; [19.18128655 60.81871345],1
u1,1,4e-06,21.133094,[26 65] ; [ 2 78],[14.9005848 76.0994152] ; [13.0994152 66.9005848],1
a5,1,0.000149,14.378647,[75 16] ; [44 35],[63.7 27.3] ; [55.3 23.7],1
a3,1,0.001205,10.482278,[72 18] ; [45 34],[62.30769231 27.69230769] ; [54.69230769 24.30769231],0
v2,1,0.009851,6.661706,[72 16] ; [50 28],[64.6746988 23.3253012] ; [57.3253012 20.6746988],0
a6,1,0.01441,5.98716,[70 21] ; [47 32],[62.62941176 28.37058824] ; [54.37058824 24.62941176],0
p2,1,0.025949,4.959403,[74 14] ; [55 24],[67.9760479 20.0239521] ; [61.0239521 17.9760479],0
p10,1,0.02904,4.765226,[75 14] ; [54 23],[69.1626506 19.8373494] ; [59.8373494 17.1626506],0
p9,1,0.031948,4.601306,[74 14] ; [54 23],[68.26666667 19.73333333] ; [59.73333333 17.26666667],0
p4,1,0.050794,3.815056,[55 32] ; [37 40],[48.80487805 38.19512195] ; [43.19512195 33.80487805],0
v1,1,0.053372,3.732229,[60 31] ; [40 38],[53.84615385 37.15384615] ; [46.15384615 31.84615385],0
u3,1,0.057082,3.620192,[13  6] ; [14 20],[9.67924528 9.32075472] ; [17.32075472 16.67924528],0
p11,1,0.057628,3.604378,[73 18] ; [54 26],[67.58479532 23.41520468] ; [59.41520468 20.58479532],0
