Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,3.5e-05,17.110356,[15 23] ; [44 10],[24.36956522 13.63043478] ; [34.63043478 19.36956522],1
n4,1,0.000101,15.121729,[29  9] ; [19 35],[19.82608696 18.17391304] ; [28.17391304 25.82608696],1
u3,1,0.001365,10.251838,[ 1 10] ; [15  7],[5.33333333 5.66666667] ; [10.66666667 11.33333333],0
d3,1,0.013645,6.083545,[15 22] ; [36 18],[20.73626374 16.26373626] ; [30.26373626 23.73626374],0
d1,1,0.022538,5.203776,[10 28] ; [27 27],[15.2826087 22.7173913] ; [21.7173913 32.2826087],0
d5,1,0.027773,4.842105,[24 14] ; [45  9],[28.5  9.5] ; [40.5 13.5],0
s4,1,0.042797,4.103407,[ 6 32] ; [ 2 52],[ 3.30434783 34.69565217] ; [ 4.69565217 49.30434783],0
b4,1,0.047973,3.910918,[16 22] ; [34 20],[20.65217391 17.34782609] ; [29.34782609 24.65217391],0
r1,1,0.053722,3.721317,[20 18] ; [39 15],[24.36956522 13.63043478] ; [34.63043478 19.36956522],0
a8,1,0.055093,3.679268,[ 6 31] ; [ 2 47],[ 3.44186047 33.55813953] ; [ 4.55813953 44.44186047],0
r4,1,0.082632,3.012356,[20 18] ; [38 16],[23.95652174 14.04347826] ; [34.04347826 19.95652174],0
n1,1,0.09769,2.742857,[9 9] ; [ 3 11],[ 6.75 11.25] ; [5.25 8.75],0
a7,1,0.103102,2.656891,[22 16] ; [40 14],[25.60869565 12.39130435] ; [36.39130435 17.60869565],0
s2,1,0.130938,2.28135,[ 1 37] ; [ 6 48],[ 2.89130435 35.10869565] ; [ 4.10869565 49.89130435],0
r3,1,0.136606,2.215782,[25 13] ; [43 11],[28.08695652  9.91304348] ; [39.91304348 14.08695652],0
b5,1,0.155321,2.019204,[19 19] ; [35 19],[22.30434783 15.69565217] ; [31.69565217 22.30434783],0
a3,1,0.178375,1.811111,[27 10] ; [32 22],[23.98901099 13.01098901] ; [35.01098901 18.98901099],0
