Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.020921,5.333333,[5 1] ; [1 5],[3. 3.] ; [3. 3.],0
v1,1,0.078983,3.085714,[1 5] ; [4 2],[2.5 3.5] ; [2.5 3.5],0
s5,1,0.136844,2.213095,[2 3] ; [5 1],[3.18181818 1.81818182] ; [3.81818182 2.18181818],0
p3,1,0.220671,1.5,[5 1] ; [3 3],[4. 2.] ; [4. 2.],0
a3,1,0.220671,1.5,[5 1] ; [3 3],[4. 2.] ; [4. 2.],0
s6,1,0.220671,1.5,[5 1] ; [3 3],[4. 2.] ; [4. 2.],0
n4,1,0.220671,1.5,[3 3] ; [1 5],[2. 4.] ; [2. 4.],0
d3,1,0.220671,1.5,[5 1] ; [3 3],[4. 2.] ; [4. 2.],0
r1,1,0.220671,1.5,[5 1] ; [3 3],[4. 2.] ; [4. 2.],0
b4,1,0.248213,1.333333,[2 4] ; [4 2],[3. 3.] ; [3. 3.],0
v3,1,0.376462,0.782222,[2 3] ; [4 2],[2.72727273 2.27272727] ; [3.27272727 2.72727273],0
n6,1,0.504985,0.444444,[4 2] ; [5 1],[4.5 1.5] ; [4.5 1.5],0
b1,1,0.504985,0.444444,[1 5] ; [2 4],[1.5 4.5] ; [1.5 4.5],0
d5,1,0.504985,0.444444,[5 1] ; [4 2],[4.5 1.5] ; [4.5 1.5],0
d2,1,0.504985,0.444444,[2 4] ; [1 5],[1.5 4.5] ; [1.5 4.5],0
d1,1,0.558185,0.342857,[3 3] ; [2 4],[2.5 3.5] ; [2.5 3.5],0
a6,1,0.558185,0.342857,[4 2] ; [3 3],[3.5 2.5] ; [3.5 2.5],0
b5,1,0.558185,0.342857,[2 4] ; [3 3],[2.5 3.5] ; [2.5 3.5],0
p4,1,0.558185,0.342857,[3 3] ; [4 2],[3.5 2.5] ; [3.5 2.5],0
p6,1,0.621014,0.244444,[1 4] ; [2 4],[1.36363636 3.63636364] ; [1.63636364 4.36363636],0
b2,1,0.635256,0.225,[3 3] ; [1 2],[2.66666667 3.33333333] ; [1.33333333 1.66666667],0
b3,1,0.635256,0.225,[3 3] ; [1 2],[2.66666667 3.33333333] ; [1.33333333 1.66666667],0
v2,1,0.740144,0.11,[3 2] ; [3 3],[2.72727273 2.27272727] ; [3.27272727 2.72727273],0
r2,1,0.886508,0.02037,[4 1] ; [5 1],[4.09090909 0.90909091] ; [4.90909091 1.09090909],0
r4,1,1.0,0.0,[5 1] ; [5 1],[5. 1.] ; [5. 1.],0
s3,1,1.0,0.0,[2 4] ; [2 4],[2. 4.] ; [2. 4.],0
a5,1,1.0,0.0,[5 1] ; [5 1],[5. 1.] ; [5. 1.],0
p8,1,1.0,0.0,[4 2] ; [4 2],[4. 2.] ; [4. 2.],0
