Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000113,14.897848,[46 22] ; [109 154],[31.8429003 36.1570997] ; [123.1570997 139.8429003],1
s6,1,0.000145,14.438477,[56 10] ; [155 104],[42.84923077 23.15076923] ; [168.15076923  90.84923077],1
s5,1,0.000788,11.268547,[32 32] ; [ 73 187],[20.74074074 43.25925926] ; [ 84.25925926 175.74074074],1
a8,1,0.002277,9.311758,[ 1 66] ; [ 37 204],[ 8.26623377 58.73376623] ; [ 29.73376623 211.26623377],0
s7,1,0.004019,8.275357,[41 25] ; [107 146],[30.62068966 35.37931034] ; [117.37931034 135.62068966],0
s3,1,0.016727,5.72479,[45 24] ; [128 133],[36.17272727 32.82727273] ; [136.82727273 124.17272727],0
b3,1,0.039454,4.241195,[ 9 30] ; [65 94],[14.57575758 24.42424242] ; [59.42424242 99.57575758],0
b2,1,0.039454,4.241195,[ 9 30] ; [65 94],[14.57575758 24.42424242] ; [59.42424242 99.57575758],0
p4,1,0.075021,3.169587,[46 23] ; [144 119],[39.48795181 29.51204819] ; [150.51204819 112.48795181],0
n4,1,0.089229,2.888234,[47 22] ; [205  58],[52.37349398 16.62650602] ; [199.62650602  63.37349398],0
s8,1,0.156347,2.009203,[32 37] ; [ 97 165],[26.89123867 42.10876133] ; [102.10876133 159.89123867],0
d3,1,0.160781,1.966864,[47 21] ; [158 106],[41.98795181 26.01204819] ; [163.01204819 100.98795181],0
p3,1,0.161201,1.962926,[36 33] ; [112 150],[30.85196375 38.14803625] ; [117.14803625 144.85196375],0
u3,1,0.161204,1.962898,[15  8] ; [46 48],[11.99145299 11.00854701] ; [49.00854701 44.99145299],0
a5,1,0.186405,1.745801,[51 18] ; [173  91],[46.41441441 22.58558559] ; [177.58558559  86.41441441],0
p8,1,0.212754,1.552585,[39 30] ; [126 136],[34.39577039 34.60422961] ; [130.60422961 131.39577039],0
n3,1,0.227822,1.454409,[18  5] ; [44 24],[15.67032967  7.32967033] ; [46.32967033 21.67032967],0
s1,1,0.228719,1.448813,[ 5 64] ; [ 10 250],[ 3.14589666 65.85410334] ; [ 11.85410334 248.14589666],0
v3,1,0.241647,1.370959,[10 59] ; [ 54 206],[13.4224924 55.5775076] ; [ 50.5775076 209.4224924],0
p5,1,0.282237,1.156287,[ 6 63] ; [ 35 224],[ 8.625 60.375] ; [ 32.375 226.625],0
p10,1,0.329849,0.949489,[56 13] ; [195  63],[52.96330275 16.03669725] ; [198.03669725  59.96330275],0
d4,1,0.35357,0.860602,[49 20] ; [201  62],[51.95783133 17.04216867] ; [198.04216867  64.95783133],0
n2,1,0.374446,0.788858,[18  5] ; [48 22],[16.32258065  6.67741935] ; [49.67741935 20.32258065],0
r2,1,0.383184,0.76046,[64  4] ; [237  24],[62.21276596  5.78723404] ; [238.78723404  22.21276596],0
v1,1,0.394114,0.72621,[29 40] ; [ 94 164],[25.95412844 43.04587156] ; [ 97.04587156 160.95412844],0
a4,1,0.405444,0.692121,[25 44] ; [109 152],[28.01818182 40.98181818] ; [105.98181818 155.01818182],0
p7,1,0.423266,0.64123,[42 26] ; [146 113],[39.09480122 28.90519878] ; [148.90519878 110.09480122],0
n1,1,0.432606,0.615816,[ 8 15] ; [30 38],[ 9.6043956 13.3956044] ; [28.3956044 39.6043956],0
p6,1,0.448103,0.575446,[26 43] ; [ 86 176],[23.34743202 45.65256798] ; [ 88.65256798 173.34743202],0
u2,1,0.544076,0.368038,[10 13] ; [48 47],[11.30508475 11.69491525] ; [46.69491525 48.30508475],0
b4,1,0.563175,0.334236,[36 33] ; [148 116],[38.12612613 30.87387387] ; [145.87387387 118.12612613],0
u1,1,0.565008,0.331108,[11 58] ; [ 35 229],[ 9.53153153 59.46846847] ; [ 36.46846847 227.53153153],0
p2,1,0.597563,0.278687,[57 12] ; [209  53],[55.45015106 13.54984894] ; [210.54984894  51.45015106],0
p1,1,0.612695,0.256269,[ 8 61] ; [ 25 237],[ 6.87915408 62.12084592] ; [ 26.12084592 235.87915408],0
r3,1,0.615997,0.251534,[61  7] ; [241  22],[62.04229607  5.95770393] ; [239.95770393  23.04229607],0
