Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,58.662317,[267  11] ; [2 5],[262.39298246  15.60701754] ; [6.60701754 0.39298246],1
v4,1,0.0,29.827767,[274   3] ; [5 2],[272.12323944   4.87676056] ; [6.87676056 0.12323944],1
r1,1,0.002516,9.129226,[235  41] ; [3 4],[232.1130742  43.8869258] ; [5.8869258 1.1130742],0
v1,1,0.004284,8.159308,[178  90] ; [1 6],[174.44363636  93.55636364] ; [4.55636364 2.44363636],0
a3,1,0.013152,6.14858,[224  53] ; [3 4],[221.40492958  55.59507042] ; [5.59507042 1.40492958],0
d1,1,0.017346,5.661062,[196  82] ; [2 5],[193.13684211  84.86315789] ; [4.86315789 2.13684211],0
d5,1,0.017598,5.635744,[243  34] ; [4 3],[240.91197183  36.08802817] ; [6.08802817 0.91197183],0
a7,1,0.025448,4.993154,[190  87] ; [2 5],[187.26760563  89.73239437] ; [4.73239437 2.26760563],0
d2,1,0.111606,2.531329,[163 115] ; [2 5],[160.94736842 117.05263158] ; [4.05263158 2.94736842],0
d3,1,0.115527,2.476937,[196  82] ; [3 4],[194.1122807  83.8877193] ; [4.8877193 2.1122807],0
n6,1,0.119162,2.428304,[247  28] ; [5 2],[245.74468085  29.25531915] ; [6.25531915 0.74468085],0
a5,1,0.13426,2.242543,[223  55] ; [4 3],[221.4245614  56.5754386] ; [5.5754386 1.4245614],0
a6,1,0.194077,1.686396,[184  93] ; [3 4],[182.39084507  94.60915493] ; [4.60915493 2.39084507],0
s7,1,0.196595,1.66749,[226  38] ; [4 2],[224.88888889  39.11111111] ; [5.11111111 0.88888889],0
u3,1,0.210314,1.569264,[42 12] ; [2 2],[40.96551724 13.03448276] ; [3.03448276 0.96551724],0
s5,1,0.215224,1.535937,[137 125] ; [2 5],[135.38289963 126.61710037] ; [3.61710037 3.38289963],0
v2,1,0.260793,1.264543,[168  96] ; [3 4],[166.58302583  97.41697417] ; [4.41697417 2.58302583],0
p4,1,0.351004,0.869823,[192  85] ; [6 1],[193.11971831  83.88028169] ; [4.88028169 2.11971831],0
n5,1,0.462113,0.540771,[227  49] ; [5 2],[226.2614841  49.7385159] ; [5.7385159 1.2614841],0
b4,1,0.485447,0.486602,[156 122] ; [3 4],[155.09473684 122.90526316] ; [3.90526316 3.09473684],0
p3,1,0.532013,0.390545,[166 112] ; [5 2],[166.8 111.2] ; [4.2 2.8],0
p9,1,0.60678,0.264891,[252  24] ; [6 1],[251.61837456  24.38162544] ; [6.38162544 0.61837456],0
u2,1,0.610625,0.259265,[33 20] ; [3 1],[33.47368421 19.52631579] ; [2.52631579 1.47368421],0
v3,1,0.629395,0.232882,[126 137] ; [4 3],[126.62962963 136.37037037] ; [3.37037037 3.62962963],0
p11,1,0.656573,0.197713,[219  59] ; [6 1],[219.47368421  58.52631579] ; [5.52631579 1.47368421],0
s4,1,0.721178,0.127367,[ 63 213] ; [2 5],[ 63.39222615 212.60777385] ; [1.60777385 5.39222615],0
n4,1,0.743696,0.106905,[223  53] ; [6 1],[223.33568905  52.66431095] ; [5.66431095 1.33568905],0
p6,1,0.758948,0.094164,[134 141] ; [3 4],[133.59929078 141.40070922] ; [3.40070922 3.59929078],0
b5,1,0.784067,0.075089,[173 105] ; [4 3],[172.65263158 105.34736842] ; [4.34736842 2.65263158],0
a8,1,0.881022,0.022402,[ 42 214] ; [1 6],[ 41.85551331 214.14448669] ; [1.14448669 5.85551331],0
b2,1,0.882587,0.021813,[ 81 106] ; [2 3],[ 80.83854167 106.16145833] ; [2.16145833 2.83854167],0
b3,1,0.882587,0.021813,[ 81 106] ; [2 3],[ 80.83854167 106.16145833] ; [2.16145833 2.83854167],0
p12,1,0.899874,0.015831,[ 35 241] ; [1 6],[ 35.10954064 240.89045936] ; [0.89045936 6.10954064],0
p7,1,0.908554,0.013193,[186  82] ; [5 2],[186.13818182  81.86181818] ; [4.86181818 2.13818182],0
d4,1,0.920278,0.010017,[241  36] ; [6 1],[240.91197183  36.08802817] ; [6.08802817 0.91197183],0
p5,1,0.936534,0.00634,[ 42 231] ; [1 6],[ 41.925 231.075] ; [1.075 5.925],0
b1,1,0.967459,0.001664,[117 161] ; [3 4],[117.05263158 160.94736842] ; [2.94736842 4.05263158],0
p2,1,0.969719,0.001441,[236  41] ; [6 1],[236.03521127  40.96478873] ; [5.96478873 1.03521127],0
p8,1,0.986859,0.000271,[158 117] ; [4 3],[157.9787234 117.0212766] ; [4.0212766 2.9787234],0
