Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,4.9e-05,16.4944,[47 30] ; [10 34],[36.27272727 40.72727273] ; [20.72727273 23.27272727],1
r4,1,0.000259,13.347077,[70  8] ; [28 17],[62.14634146 15.85365854] ; [35.85365854  9.14634146],1
p8,1,0.00031,13.007268,[37 40] ; [ 7 38],[27.7704918 49.2295082] ; [16.2295082 28.7704918],1
s6,1,0.000321,12.942193,[57 18] ; [19 25],[47.89915966 27.10084034] ; [28.10084034 15.89915966],1
v4,1,0.000445,12.333902,[75  2] ; [35 10],[69.42622951  7.57377049] ; [40.57377049  4.42622951],1
p7,1,0.000671,11.567168,[42 35] ; [10 34],[33.09090909 43.90909091] ; [18.90909091 25.09090909],1
r3,1,0.000764,11.325938,[72  5] ; [32 13],[65.63934426 11.36065574] ; [38.36065574  6.63934426],1
r1,1,0.001626,9.930151,[68  9] ; [29 16],[61.22131148 15.77868852] ; [35.77868852  9.22131148],0
p9,1,0.001784,9.759426,[57 19] ; [20 23],[49.17647059 26.82352941] ; [27.82352941 15.17647059],0
p6,1,0.002153,9.414291,[35 41] ; [ 8 36],[27.23333333 48.76666667] ; [15.76666667 28.23333333],0
p3,1,0.002985,8.816391,[43 35] ; [12 32],[35.16393443 42.83606557] ; [19.83606557 24.16393443],0
s2,1,0.004884,7.922078,[46 31] ; [15 30],[38.5 38.5] ; [22.5 22.5],0
s8,1,0.009562,6.714754,[39 38] ; [12 33],[32.18852459 44.81147541] ; [18.81147541 26.18852459],0
v1,1,0.009562,6.714754,[39 38] ; [12 33],[32.18852459 44.81147541] ; [18.81147541 26.18852459],0
p10,1,0.020061,5.406603,[50 27] ; [19 25],[43.90909091 33.09090909] ; [25.09090909 18.90909091],0
s3,1,0.021583,5.279122,[49 28] ; [19 26],[42.91803279 34.08196721] ; [25.08196721 19.91803279],0
s5,1,0.047554,3.925666,[30 41] ; [10 32],[25.13274336 45.86725664] ; [14.86725664 27.13274336],0
a1,1,0.048747,3.884047,[ 2 76] ; [ 5 40],[ 4.43902439 73.56097561] ; [ 2.56097561 42.43902439],0
n6,1,0.057778,3.600031,[58 18] ; [27 18],[53.38842975 22.61157025] ; [31.61157025 13.38842975],0
n2,1,0.060871,3.513484,[19  7] ; [14 15],[15.6 10.4] ; [17.4 11.6],0
n4,1,0.075008,3.169879,[55 22] ; [25 20],[50.49180328 26.50819672] ; [29.50819672 15.49180328],0
r2,1,0.098902,2.723161,[75  2] ; [38  4],[73.11764706  3.88235294] ; [39.88235294  2.11764706],0
s1,1,0.115537,2.476798,[ 3 75] ; [ 5 40],[ 5.07317073 72.92682927] ; [ 2.92682927 42.07317073],0
p5,1,0.143551,2.139473,[ 7 71] ; [ 1 44],[ 5.07317073 72.92682927] ; [ 2.92682927 42.07317073],0
n5,1,0.147249,2.100521,[48 29] ; [22 23],[44.18032787 32.81967213] ; [25.81967213 19.18032787],0
n3,1,0.22053,1.500917,[19  7] ; [16 12],[16.85185185  9.14814815] ; [18.14814815  9.85185185],0
s7,1,0.226667,1.461654,[38 32] ; [16 22],[35. 35.] ; [19. 19.],0
u1,1,0.244544,1.354208,[25 53] ; [10 35],[22.19512195 55.80487805] ; [12.80487805 32.19512195],0
