Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,112.000942,[349  53] ; [12 39],[320.35761589  81.64238411] ; [40.64238411 10.35761589],1
r3,1,0.0,81.830941,[375  27] ; [25 25],[355.75221239  46.24778761] ; [44.24778761  5.75221239],1
r2,1,0.0,69.080881,[371  29] ; [25 23],[353.57142857  46.42857143] ; [42.42857143  5.57142857],1
p2,1,0.0,47.288045,[309  91] ; [16 35],[288.24833703 111.75166297] ; [36.75166297 14.24833703],1
r1,1,0.0,36.478862,[309  91] ; [19 32],[290.90909091 109.09090909] ; [37.09090909 13.90909091],1
p10,1,0.0,34.585955,[300  99] ; [17 32],[282.328125 116.671875] ; [34.671875 14.328125],1
p11,1,0.0,26.488909,[304  98] ; [21 30],[288.41059603 113.58940397] ; [36.58940397 14.41059603],1
p9,1,1e-06,23.789324,[304  92] ; [21 27],[289.86486486 106.13513514] ; [35.13513514 12.86486486],1
n6,1,7e-06,20.19499,[315  87] ; [24 25],[302.16851441  99.83148559] ; [36.83148559 12.16851441],1
s6,1,6.8e-05,15.851958,[212 187] ; [12 39],[198.61333333 200.38666667] ; [25.38666667 25.61333333],1
s1,1,7.6e-05,15.658294,[ 10 389] ; [ 7 44],[ 15.07333333 383.92666667] ; [ 1.92666667 49.07333333],1
a7,1,0.000125,14.709537,[294 108] ; [24 27],[282.1986755 119.8013245] ; [35.8013245 15.1986755],1
a6,1,0.000138,14.534254,[280 121] ; [22 29],[267.92477876 133.07522124] ; [34.07522124 16.92477876],1
u3,1,0.000491,12.149586,[75 61] ; [ 3 18],[67.56687898 68.43312102] ; [10.43312102 10.56687898],1
p7,1,0.001377,10.236398,[194 200] ; [13 38],[183.27640449 210.72359551] ; [23.72359551 27.27640449],0
d5,1,0.001761,9.783684,[309  92] ; [29 22],[299.86283186 101.13716814] ; [38.13716814 12.86283186],0
v2,1,0.00402,8.274972,[188 191] ; [14 36],[178.45687646 200.54312354] ; [23.54312354 26.45687646],0
s8,1,0.004857,7.931951,[123 278] ; [ 6 45],[114.44469027 286.55530973] ; [14.55530973 36.44469027],0
p8,1,0.005213,7.803952,[161 238] ; [10 40],[151.95768374 247.04231626] ; [19.04231626 30.95768374],0
b5,1,0.005708,7.640174,[254 148] ; [22 29],[244.92715232 157.07284768] ; [31.07284768 19.92715232],0
a1,1,0.006683,7.3563,[ 14 388] ; [ 6 45],[ 17.74834437 384.25165563] ; [ 2.25165563 48.74834437],0
u2,1,0.0082,6.989264,[74 61] ; [ 5 16],[68.36538462 66.63461538] ; [10.63461538 10.36538462],0
p4,1,0.009281,6.767975,[178 221] ; [13 38],[169.35333333 229.64666667] ; [21.64666667 29.35333333],0
d3,1,0.011988,6.312608,[261 140] ; [24 27],[252.84292035 148.15707965] ; [32.15707965 18.84292035],0
d1,1,0.017462,5.649293,[205 197] ; [17 34],[197.00662252 204.99337748] ; [24.99337748 26.00662252],0
s3,1,0.018134,5.583177,[184 213] ; [14 35],[176.24663677 220.75336323] ; [21.75336323 27.24663677],0
p1,1,0.029502,4.738094,[ 18 382] ; [ 6 45],[ 21.28603104 378.71396896] ; [ 2.71396896 48.28603104],0
n2,1,0.032377,4.578404,[78 32] ; [11 12],[73.60902256 36.39097744] ; [15.39097744  7.60902256],0
s2,1,0.053354,3.732806,[143 257] ; [11 39],[136.88888889 263.11111111] ; [17.11111111 32.88888889],0
a5,1,0.063825,3.435088,[273 129] ; [28 23],[267.11258278 134.88741722] ; [33.88741722 17.11258278],0
v1,1,0.064747,3.41141,[170 219] ; [15 35],[163.92938497 225.07061503] ; [21.07061503 28.92938497],0
p3,1,0.067471,3.3435,[146 254] ; [12 39],[140.13303769 259.86696231] ; [17.86696231 33.13303769],0
d4,1,0.07147,3.248936,[306  95] ; [33 18],[300.75 100.25] ; [38.25 12.75],0
a2,1,0.081902,3.026746,[ 80 322] ; [ 5 46],[ 75.43046358 326.56953642] ; [ 9.56953642 41.43046358],0
b1,1,0.084316,2.979675,[147 255] ; [25 26],[152.63576159 249.36423841] ; [19.36423841 31.63576159],0
s7,1,0.091106,2.854715,[131 253] ; [10 36],[125.91627907 258.08372093] ; [15.08372093 30.91627907],0
v3,1,0.106081,2.611657,[133 248] ; [12 39],[127.88194444 253.11805556] ; [17.11805556 33.88194444],0
n1,1,0.126201,2.338622,[34 75] ; [11 12],[37.15909091 71.84090909] ; [ 7.84090909 15.15909091],0
u1,1,0.146288,2.110536,[ 52 350] ; [ 3 48],[ 48.80794702 353.19205298] ; [ 6.19205298 44.80794702],0
n3,1,0.159546,1.97852,[73 35] ; [12 11],[70.07633588 37.92366412] ; [14.92366412  8.07633588],0
a4,1,0.353877,0.859508,[155 245] ; [16 34],[152. 248.] ; [19. 31.],0
n5,1,0.392906,0.729928,[274 125] ; [32 19],[271.32 127.68] ; [34.68 16.32],0
a3,1,0.414067,0.667094,[264 137] ; [30 20],[261.40576497 139.59423503] ; [32.59423503 17.40576497],0
s4,1,0.418503,0.654515,[ 47 353] ; [ 8 43],[ 48.7804878 351.2195122] ; [ 6.2195122 44.7804878],0
b4,1,0.471431,0.51862,[231 171] ; [32 19],[233.39072848 168.60927152] ; [29.60927152 21.39072848],0
p5,1,0.523542,0.406911,[ 15 382] ; [ 1 49],[ 14.21029083 382.78970917] ; [ 1.78970917 48.21029083],0
b2,1,0.547253,0.362261,[ 68 165] ; [11 21],[ 69.46037736 163.53962264] ; [ 9.53962264 22.46037736],0
b3,1,0.547253,0.362261,[ 68 165] ; [11 21],[ 69.46037736 163.53962264] ; [ 9.53962264 22.46037736],0
d2,1,0.598068,0.277919,[168 233] ; [19 31],[166.26829268 234.73170732] ; [20.73170732 29.26829268],0
n4,1,0.64454,0.212853,[280 121] ; [34 17],[278.57079646 122.42920354] ; [35.42920354 15.57079646],0
u4,1,0.798421,0.065225,[  6 396] ; [ 1 50],[  6.21192053 395.78807947] ; [ 0.78807947 50.21192053],0
a8,1,0.956943,0.002915,[ 45 323] ; [ 6 42],[ 45.11538462 322.88461538] ; [ 5.88461538 42.11538462],0
