Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.003655,8.447541,[22  7] ; [22 30],[15.75308642 13.24691358] ; [28.24691358 23.75308642],0
p11,1,0.014311,5.999326,[16 13] ; [42 10],[20.7654321  8.2345679] ; [37.2345679 14.7654321],0
p2,1,0.020039,5.408509,[17 10] ; [43  7],[21.03896104  5.96103896] ; [38.96103896 11.03896104],0
a5,1,0.023397,5.138785,[12 17] ; [35 17],[16.82716049 12.17283951] ; [30.17283951 21.82716049],0
p3,1,0.02475,5.041314,[ 6 22] ; [24 27],[10.63291139 17.36708861] ; [19.36708861 31.63291139],0
p4,1,0.04355,4.073921,[ 9 19] ; [29 23],[13.3 14.7] ; [24.7 27.3],0
u2,1,0.043581,4.072727,[7 3] ; [ 7 15],[4.375 5.625] ; [ 9.625 12.375],0
n4,1,0.062855,3.460399,[14 15] ; [36 16],[17.90123457 11.09876543] ; [32.09876543 19.90123457],0
r3,1,0.062869,3.460034,[16 13] ; [37 12],[19.70512821  9.29487179] ; [33.29487179 15.70512821],0
d5,1,0.066876,3.358072,[16 13] ; [39 13],[19.69135802  9.30864198] ; [35.30864198 16.69135802],0
n5,1,0.075868,3.151278,[16 13] ; [38 13],[19.575  9.425] ; [34.425 16.575],0
a4,1,0.140488,2.172611,[ 7 22] ; [21 31],[10.02469136 18.97530864] ; [17.97530864 34.02469136],0
s8,1,0.170594,1.877717,[ 6 23] ; [18 33],[ 8.7 20.3] ; [15.3 35.7],0
p7,1,0.17095,1.874593,[16 11] ; [21 28],[13.14473684 13.85526316] ; [23.85526316 25.14473684],0
p10,1,0.202681,1.622951,[20  8] ; [41  8],[22.18181818  5.81818182] ; [38.81818182 10.18181818],0
d4,1,0.221748,1.493024,[18 11] ; [39 13],[20.40740741  8.59259259] ; [36.59259259 15.40740741],0
b4,1,0.227937,1.453691,[15 14] ; [34 18],[17.54320988 11.45679012] ; [31.45679012 20.54320988],0
b5,1,0.244132,1.356575,[20  9] ; [29 23],[17.54320988 11.45679012] ; [31.45679012 20.54320988],0
b2,1,0.261556,1.260504,[ 3 13] ; [11 21],[ 4.66666667 11.33333333] ; [ 9.33333333 22.66666667],0
b3,1,0.261556,1.260504,[ 3 13] ; [11 21],[ 4.66666667 11.33333333] ; [ 9.33333333 22.66666667],0
