Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,4e-06,21.106472,[56 61] ; [43  7],[69.35928144 47.64071856] ; [29.64071856 20.35928144],1
p1,1,0.000193,13.896019,[  8 110] ; [14 36],[ 15.45238095 102.54761905] ; [ 6.54761905 43.45238095],1
p5,1,0.00029,13.134753,[  6 112] ; [12 38],[ 12.64285714 105.35714286] ; [ 5.35714286 44.64285714],1
b3,1,0.000624,11.703159,[11 58] ; [15 16],[17.94 51.06] ; [ 8.06 22.94],1
b2,1,0.000624,11.703159,[11 58] ; [15 16],[17.94 51.06] ; [ 8.06 22.94],1
p4,1,0.001058,10.723473,[50 68] ; [35 15],[59.70238095 58.29761905] ; [25.29761905 24.70238095],0
p12,1,0.004108,8.235568,[  3 115] ; [ 7 43],[  7.02380952 110.97619048] ; [ 2.97619048 47.02380952],0
s7,1,0.005661,7.655271,[35 75] ; [26 21],[42.7388535 67.2611465] ; [18.2611465 28.7388535],0
p8,1,0.008084,7.014704,[46 70] ; [31 19],[53.80722892 62.19277108] ; [23.19277108 26.80722892],0
p3,1,0.011106,6.448323,[43 74] ; [29 21],[50.44311377 66.55688623] ; [21.55688623 28.44311377],0
s5,1,0.016804,5.716689,[21 95] ; [17 31],[26.87804878 89.12195122] ; [11.12195122 36.87804878],0
v2,1,0.056708,3.631135,[41 70] ; [26 23],[46.48125 64.51875] ; [20.51875 28.48125],0
u2,1,0.080652,3.051718,[25 38] ; [14  9],[28.56976744 34.43023256] ; [10.43023256 12.56976744],0
n4,1,0.117295,2.453079,[77 40] ; [39 11],[81.26946108 35.73053892] ; [34.73053892 15.26946108],0
d5,1,0.117386,2.451861,[59 59] ; [18 31],[54.40718563 63.59281437] ; [22.59281437 26.40718563],0
v3,1,0.152964,2.042438,[33 82] ; [20 30],[36.93939394 78.06060606] ; [16.06060606 33.93939394],0
b4,1,0.165443,1.923761,[57 61] ; [30 20],[61.10714286 56.89285714] ; [25.89285714 24.10714286],0
