Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,48.216437,[72  5] ; [ 7 19],[59.05825243 17.94174757] ; [19.94174757  6.05825243],1
v4,1,0.00096,10.903541,[76  1] ; [22  5],[72.55769231  4.44230769] ; [25.44230769  1.55769231],1
p11,1,0.003627,8.461695,[53 24] ; [10 17],[46.64423077 30.35576923] ; [16.35576923 10.64423077],0
p2,1,0.003856,8.350255,[62 15] ; [14 13],[56.26923077 20.73076923] ; [19.73076923  7.26923077],0
a7,1,0.007167,7.23069,[60 16] ; [14 13],[54.60194175 21.39805825] ; [19.39805825  7.60194175],0
r4,1,0.008953,6.832086,[70  7] ; [19  8],[65.89423077 11.10576923] ; [23.10576923  3.89423077],0
d1,1,0.009169,6.789546,[48 29] ; [ 9 18],[42.20192308 34.79807692] ; [14.79807692 12.20192308],0
u2,1,0.015792,5.825926,[20  7] ; [4 8],[16.61538462 10.38461538] ; [7.38461538 4.61538462],0
d3,1,0.018939,5.507101,[60 16] ; [15 12],[55.33980583 20.66019417] ; [19.66019417  7.33980583],0
d5,1,0.020668,5.354577,[64 12] ; [17 10],[59.76699029 16.23300971] ; [21.23300971  5.76699029],0
r3,1,0.022528,5.204502,[76  1] ; [24  3],[74.03846154  2.96153846] ; [25.96153846  1.03846154],0
s8,1,0.02577,4.971353,[42 35] ; [ 8 19],[37.01923077 39.98076923] ; [12.98076923 14.01923077],0
p6,1,0.028177,4.81719,[29 48] ; [ 4 23],[24.43269231 52.56730769] ; [ 8.56730769 18.43269231],0
p7,1,0.033735,4.50809,[45 29] ; [10 17],[40.2970297 33.7029703] ; [14.7029703 12.2970297],0
d4,1,0.048019,3.909333,[69  8] ; [20  7],[65.89423077 11.10576923] ; [23.10576923  3.89423077],0
s6,1,0.049196,3.868656,[67 10] ; [19  8],[63.67307692 13.32692308] ; [22.32692308  4.67307692],0
s3,1,0.049196,3.868656,[67 10] ; [19  8],[63.67307692 13.32692308] ; [22.32692308  4.67307692],0
u3,1,0.078183,3.102273,[21  5] ; [7 6],[18.66666667  7.33333333] ; [9.33333333 3.66666667],0
s7,1,0.083203,3.0012,[42 33] ; [ 9 16],[38.25 36.75] ; [12.75 12.25],0
n3,1,0.096451,2.763269,[19  4] ; [3 3],[17.44827586  5.55172414] ; [4.55172414 1.44827586],0
r2,1,0.11119,2.537222,[72  4] ; [23  4],[70.09708738  5.90291262] ; [24.90291262  2.09708738],0
s5,1,0.146199,2.111467,[34 38] ; [ 8 18],[30.85714286 41.14285714] ; [11.14285714 14.85714286],0
a8,1,0.192029,1.701978,[ 3 67] ; [ 3 23],[ 4.375 65.625] ; [ 1.625 24.375],0
v1,1,0.205997,1.599339,[28 46] ; [14 13],[30.77227723 43.22772277] ; [11.22772277 15.77227723],0
b1,1,0.212159,1.556631,[24 53] ; [12 15],[26.65384615 50.34615385] ; [ 9.34615385 17.65384615],0
p8,1,0.253232,1.305387,[32 44] ; [ 8 19],[29.51456311 46.48543689] ; [10.48543689 16.51456311],0
a6,1,0.263338,1.251126,[52 25] ; [15 12],[49.60576923 27.39423077] ; [17.39423077  9.60576923],0
a3,1,0.280951,1.162483,[49 28] ; [14 13],[46.64423077 30.35576923] ; [16.35576923 10.64423077],0
b4,1,0.280951,1.162483,[49 28] ; [14 13],[46.64423077 30.35576923] ; [16.35576923 10.64423077],0
n6,1,0.2826,1.154545,[51 25] ; [15 12],[48.69902913 27.30097087] ; [17.30097087  9.69902913],0
s1,1,0.291084,1.114601,[ 4 73] ; [ 3 24],[ 5.18269231 71.81730769] ; [ 1.81730769 25.18269231],0
p3,1,0.295514,1.09433,[31 46] ; [14 13],[33.31730769 43.68269231] ; [11.68269231 15.31730769],0
v2,1,0.299815,1.075016,[39 33] ; [11 15],[36.73469388 35.26530612] ; [13.26530612 12.73469388],0
d2,1,0.322393,0.979213,[37 40] ; [10 17],[34.79807692 42.20192308] ; [12.20192308 14.79807692],0
r1,1,0.36006,0.837684,[55 21] ; [17 10],[53.12621359 22.87378641] ; [18.87378641  8.12621359],0
a1,1,0.366041,0.817059,[ 7 70] ; [ 1 26],[ 5.92307692 71.07692308] ; [ 2.07692308 24.92307692],0
b3,1,0.400344,0.707292,[11 30] ; [ 2 11],[ 9.87037037 31.12962963] ; [3.12962963 9.87037037],0
