Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.019624,5.445,[8 2] ; [2 6],[5.55555556 4.44444444] ; [4.44444444 3.55555556],0
d2,1,0.05778,3.6,[3 7] ; [6 2],[5. 5.] ; [4. 4.],0
n5,1,0.05778,3.6,[3 7] ; [6 2],[5. 5.] ; [4. 4.],0
n4,1,0.05778,3.6,[3 7] ; [6 2],[5. 5.] ; [4. 4.],0
p10,1,0.05945,3.552653,[4 6] ; [6 1],[5.88235294 4.11764706] ; [4.11764706 2.88235294],0
n6,1,0.063716,3.437921,[4 5] ; [7 1],[5.82352941 3.17647059] ; [5.17647059 2.82352941],0
s3,1,0.092133,2.836706,[3 7] ; [5 2],[4.70588235 5.29411765] ; [3.29411765 3.70588235],0
p2,1,0.093533,2.8125,[5 5] ; [7 1],[6.66666667 3.33333333] ; [5.33333333 2.66666667],0
d5,1,0.137564,2.205,[4 6] ; [6 2],[5.55555556 4.44444444] ; [4.44444444 3.55555556],0
s5,1,0.163165,1.944643,[1 9] ; [3 5],[2.22222222 7.77777778] ; [1.77777778 6.22222222],0
b3,1,0.303052,1.060714,[1 4] ; [3 3],[1.81818182 3.18181818] ; [2.18181818 3.81818182],0
b2,1,0.303052,1.060714,[1 4] ; [3 3],[1.81818182 3.18181818] ; [2.18181818 3.81818182],0
d3,1,0.342782,0.9,[6 4] ; [3 5],[5. 5.] ; [4. 4.],0
s1,1,0.374857,0.7875,[3 7] ; [1 7],[2.22222222 7.77777778] ; [1.77777778 6.22222222],0
s6,1,0.376954,0.780612,[5 5] ; [5 2],[5.88235294 4.11764706] ; [4.11764706 2.88235294],0
a7,1,0.387094,0.748052,[7 3] ; [4 4],[6.11111111 3.88888889] ; [4.88888889 3.11111111],0
p6,1,0.387094,0.748052,[3 7] ; [4 4],[3.88888889 6.11111111] ; [3.11111111 4.88888889],0
p5,1,0.396144,0.72,[1 9] ; [2 6],[1.66666667 8.33333333] ; [1.33333333 6.66666667],0
d1,1,0.410117,0.678462,[2 8] ; [3 5],[2.77777778 7.22222222] ; [2.22222222 5.77777778],0
n2,1,0.414216,0.666667,[1 2] ; [2 1],[1.5 1.5] ; [1.5 1.5],0
u2,1,0.465209,0.533333,[3 2] ; [1 2],[2.5 2.5] ; [1.5 1.5],0
v1,1,0.595883,0.28125,[5 5] ; [3 5],[4.44444444 5.55555556] ; [3.55555556 4.44444444],0
a6,1,0.595883,0.28125,[5 5] ; [5 3],[5.55555556 4.44444444] ; [4.44444444 3.55555556],0
a3,1,0.595883,0.28125,[5 5] ; [5 3],[5.55555556 4.44444444] ; [4.44444444 3.55555556],0
s2,1,0.627477,0.235498,[4 6] ; [2 5],[3.52941176 6.47058824] ; [2.47058824 4.52941176],0
s4,1,0.671373,0.18,[2 8] ; [1 7],[1.66666667 8.33333333] ; [1.33333333 6.66666667],0
p3,1,0.671373,0.18,[6 4] ; [4 4],[5.55555556 4.44444444] ; [4.44444444 3.55555556],0
b4,1,0.671373,0.18,[6 4] ; [4 4],[5.55555556 4.44444444] ; [4.44444444 3.55555556],0
v2,1,0.671373,0.18,[4 6] ; [4 4],[4.44444444 5.55555556] ; [3.55555556 4.44444444],0
s7,1,0.681777,0.168132,[2 8] ; [2 5],[2.35294118 7.64705882] ; [1.64705882 5.35294118],0
a5,1,0.737316,0.1125,[7 3] ; [5 3],[6.66666667 3.33333333] ; [5.33333333 2.66666667],0
v3,1,0.737316,0.1125,[3 7] ; [3 5],[3.33333333 6.66666667] ; [2.66666667 5.33333333],0
p7,1,0.737316,0.1125,[7 3] ; [5 3],[6.66666667 3.33333333] ; [5.33333333 2.66666667],0
b1,1,0.737316,0.1125,[3 7] ; [3 5],[3.33333333 6.66666667] ; [2.66666667 5.33333333],0
d4,1,0.813945,0.055385,[7 3] ; [6 2],[7.22222222 2.77777778] ; [5.77777778 2.22222222],0
r1,1,0.913906,0.011688,[6 4] ; [5 3],[6.11111111 3.88888889] ; [4.88888889 3.11111111],0
p4,1,0.913906,0.011688,[6 4] ; [5 3],[6.11111111 3.88888889] ; [4.88888889 3.11111111],0
r4,1,1.0,0.0,[5 5] ; [4 4],[5. 5.] ; [4. 4.],0
b5,1,1.0,0.0,[5 5] ; [4 4],[5. 5.] ; [4. 4.],0
