Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,24.047355,[39 13] ; [14 38],[26.5 25.5] ; [26.5 25.5],1
s8,1,6.4e-05,15.975422,[31 21] ; [11 41],[21. 31.] ; [21. 31.],1
s7,1,0.005572,7.683797,[30 20] ; [15 32],[23.19587629 26.80412371] ; [21.80412371 25.19587629],0
s6,1,0.008171,6.995593,[37 12] ; [26 26],[30.56435644 18.43564356] ; [32.43564356 19.56435644],0
a4,1,0.068314,3.323077,[15 37] ; [24 28],[19.5 32.5] ; [19.5 32.5],0
a5,1,0.106864,2.6,[36 16] ; [28 24],[32. 20.] ; [32. 20.],0
p7,1,0.126764,2.331688,[38 14] ; [30 21],[34.33009709 17.66990291] ; [33.66990291 17.33009709],0
n6,1,0.148102,2.091693,[39 13] ; [44  7],[41.90291262 10.09708738] ; [41.09708738  9.90291262],0
v1,1,0.166709,1.912289,[28 22] ; [22 30],[24.50980392 25.49019608] ; [25.49019608 26.50980392],0
s5,1,0.170808,1.875842,[17 30] ; [12 39],[13.90816327 33.09183673] ; [15.09183673 35.90816327],0
u2,1,0.199166,1.648482,[12  7] ; [ 9 12],[9.975 9.025] ; [11.025  9.975],0
p10,1,0.2384,1.390032,[41 11] ; [35 16],[38.36893204 13.63106796] ; [37.63106796 13.36893204],0
p12,1,0.240357,1.378498,[ 5 47] ; [ 2 50],[ 3.5 48.5] ; [ 3.5 48.5],0
d5,1,0.274243,1.195402,[35 17] ; [40 12],[37.5 14.5] ; [37.5 14.5],0
p2,1,0.278702,1.173408,[45  7] ; [40 11],[42.91262136  9.08737864] ; [42.08737864  8.91262136],0
n4,1,0.29215,1.109688,[38 14] ; [33 19],[35.5 16.5] ; [35.5 16.5],0
a1,1,0.295424,1.094737,[ 6 46] ; [ 3 49],[ 4.5 47.5] ; [ 4.5 47.5],0
n1,1,0.295694,1.093514,[8 4] ; [8 9],[6.62068966 5.37931034] ; [9.37931034 7.62068966],0
s4,1,0.299833,1.074935,[11 41] ; [ 7 45],[ 9. 43.] ; [ 9. 43.],0
a6,1,0.319442,0.991231,[33 19] ; [28 24],[30.5 21.5] ; [30.5 21.5],0
b4,1,0.324553,0.970511,[26 26] ; [31 21],[28.5 23.5] ; [28.5 23.5],0
b1,1,0.32671,0.961894,[29 23] ; [24 28],[26.5 25.5] ; [26.5 25.5],0
a2,1,0.338803,0.914956,[ 7 45] ; [ 4 48],[ 5.5 46.5] ; [ 5.5 46.5],0
p1,1,0.400281,0.707483,[ 2 50] ; [ 4 48],[ 3. 49.] ; [ 3. 49.],0
r4,1,0.415335,0.663477,[35 17] ; [31 21],[33. 19.] ; [33. 19.],0
p3,1,0.420113,0.65,[34 18] ; [30 22],[32. 20.] ; [32. 20.],0
u3,1,0.42066,0.64847,[11  8] ; [ 9 11],[9.74358974 9.25641026] ; [10.25641026  9.74358974],0
v2,1,0.42606,0.63354,[25 26] ; [21 30],[23. 28.] ; [23. 28.],0
v3,1,0.428203,0.627692,[15 35] ; [12 40],[13.23529412 36.76470588] ; [13.76470588 38.23529412],0
b3,1,0.436958,0.604257,[10 25] ; [12 20],[11.49253731 23.50746269] ; [10.50746269 21.49253731],0
b2,1,0.436958,0.604257,[10 25] ; [12 20],[11.49253731 23.50746269] ; [10.50746269 21.49253731],0
p9,1,0.463677,0.537005,[43  9] ; [40 12],[41.5 10.5] ; [41.5 10.5],0
n3,1,0.469313,0.523594,[10  3] ; [11  6],[9.1 3.9] ; [11.9  5.1],0
p5,1,0.478555,0.502154,[ 7 43] ; [10 42],[ 8.33333333 41.66666667] ; [ 8.66666667 43.33333333],0
d4,1,0.502232,0.450216,[37 15] ; [40 12],[38.5 13.5] ; [38.5 13.5],0
d2,1,0.543424,0.369231,[18 34] ; [21 31],[19.5 32.5] ; [19.5 32.5],0
b5,1,0.547193,0.362369,[33 19] ; [30 22],[31.5 20.5] ; [31.5 20.5],0
a7,1,0.550265,0.356843,[32 20] ; [29 23],[30.5 21.5] ; [30.5 21.5],0
r3,1,0.565566,0.330159,[46  6] ; [44  8],[45.  7.] ; [45.  7.],0
p8,1,0.618443,0.248062,[28 23] ; [26 26],[26.73786408 24.26213592] ; [27.26213592 24.73786408],0
a8,1,0.639697,0.219139,[ 7 45] ; [ 5 43],[ 6.24 45.76] ; [ 5.76 42.24],0
u1,1,0.646688,0.210101,[ 3 49] ; [ 2 50],[ 2.5 49.5] ; [ 2.5 49.5],0
p11,1,0.650613,0.205128,[38 14] ; [40 12],[39. 13.] ; [39. 13.],0
a3,1,0.686865,0.1625,[33 19] ; [31 21],[32. 20.] ; [32. 20.],0
d3,1,0.689383,0.159754,[30 22] ; [32 20],[31. 21.] ; [31. 21.],0
d1,1,0.694026,0.154762,[23 29] ; [25 27],[24. 28.] ; [24. 28.],0
n2,1,0.697418,0.151172,[10  3] ; [12  5],[9.53333333 3.46666667] ; [12.46666667  4.53333333],0
p6,1,0.773267,0.083004,[23 29] ; [24 27],[23.72815534 28.27184466] ; [23.27184466 27.72815534],0
r2,1,0.854602,0.033581,[39 11] ; [39 12],[38.61386139 11.38613861] ; [39.38613861 11.61386139],0
n5,1,0.95199,0.003625,[38 14] ; [37 14],[37.86407767 14.13592233] ; [37.13592233 13.86407767],0
v4,1,0.968825,0.001527,[44  7] ; [45  7],[44.06796117  6.93203883] ; [44.93203883  7.06796117],0
s1,1,1.0,0.0,[ 3 49] ; [ 3 49],[ 3. 49.] ; [ 3. 49.],0
