Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.2e-05,19.090177,[16 33] ; [16  1],[23.75757576 25.24242424] ; [8.24242424 8.75757576],1
d5,1,0.37481,0.787656,[35 14] ; [14  3],[36.37878788 12.62121212] ; [12.62121212  4.37878788],0
a7,1,0.385448,0.753255,[29 20] ; [8 9],[27.46969697 21.53030303] ; [9.53030303 7.46969697],0
a6,1,0.404546,0.694773,[23 26] ; [ 6 11],[21.53030303 27.46969697] ; [7.46969697 9.53030303],0
p8,1,0.461464,0.542341,[13 36] ; [ 3 14],[11.87878788 37.12121212] ; [ 4.12121212 12.87878788],0
b1,1,0.584735,0.298643,[21 28] ; [ 6 11],[20.04545455 28.95454545] ; [ 6.95454545 10.04545455],0
b4,1,0.584735,0.298643,[28 21] ; [11  6],[28.95454545 20.04545455] ; [10.04545455  6.95454545],0
s1,1,0.593291,0.285234,[ 5 44] ; [ 1 16],[ 4.45454545 44.54545455] ; [ 1.54545455 15.45454545],0
v1,1,0.638075,0.221269,[14 34] ; [ 6 11],[14.76923077 33.23076923] ; [ 5.23076923 11.76923077],0
b5,1,0.653629,0.201356,[29 20] ; [9 8],[28.21212121 20.78787879] ; [9.78787879 7.21212121],0
n1,1,0.656005,0.198413,[ 6 12] ; [3 4],[ 6.48 11.52] ; [2.52 4.48],0
u1,1,0.656276,0.198079,[ 4 45] ; [ 2 15],[ 4.45454545 44.54545455] ; [ 1.54545455 15.45454545],0
p7,1,0.689258,0.15989,[12 37] ; [ 5 12],[12.62121212 36.37878788] ; [ 4.37878788 12.62121212],0
n4,1,0.690575,0.158463,[17 32] ; [ 5 12],[16.33333333 32.66666667] ; [ 5.66666667 11.33333333],0
a4,1,0.744951,0.105823,[18 31] ; [ 7 10],[18.56060606 30.43939394] ; [ 6.43939394 10.56060606],0
p11,1,0.763599,0.090456,[21 28] ; [8 9],[21.53030303 27.46969697] ; [7.46969697 9.53030303],0
d2,1,0.763599,0.090456,[21 28] ; [8 9],[21.53030303 27.46969697] ; [7.46969697 9.53030303],0
d1,1,0.778341,0.079232,[24 25] ; [9 8],[24.5 24.5] ; [8.5 8.5],0
r1,1,0.798748,0.065009,[30 19] ; [11  6],[30.43939394 18.56060606] ; [10.56060606  6.43939394],0
u3,1,0.813025,0.055944,[10  8] ; [3 3],[9.75 8.25] ; [3.25 2.75],0
a2,1,0.857105,0.032422,[ 5 44] ; [ 2 15],[ 5.1969697 43.8030303] ; [ 1.8030303 15.1969697],0
a3,1,0.915273,0.011319,[31 18] ; [11  6],[31.18181818 17.81818182] ; [10.81818182  6.18181818],0
n2,1,0.94277,0.005154,[10  8] ; [4 3],[10.08  7.92] ; [3.92 3.08],0
