Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.2e-05,19.090177,[16 33] ; [16  1],[23.75757576 25.24242424] ; [8.24242424 8.75757576],1
s4,1,0.002934,8.848173,[ 8 41] ; [9 8],[12.62121212 36.37878788] ; [ 4.37878788 12.62121212],0
p3,1,0.006314,7.458538,[ 7 41] ; [8 9],[11.07692308 36.92307692] ; [ 3.92307692 13.07692308],0
p6,1,0.008106,7.009804,[ 4 44] ; [ 6 11],[ 7.38461538 40.61538462] ; [ 2.61538462 14.38461538],0
s8,1,0.009755,6.679036,[ 6 43] ; [ 7 10],[ 9.65151515 39.34848485] ; [ 3.34848485 13.65151515],0
s7,1,0.011589,6.372746,[10 35] ; [9 7],[14.01639344 30.98360656] ; [ 4.98360656 11.01639344],0
s2,1,0.01318,6.144723,[15 34] ; [11  6],[19.3030303 29.6969697] ; [ 6.6969697 10.3030303],0
s3,1,0.029454,4.740879,[14 34] ; [10  7],[17.72307692 30.27692308] ; [ 6.27692308 10.72307692],0
a5,1,0.035114,4.439616,[23 26] ; [13  4],[26.72727273 22.27272727] ; [9.27272727 7.72727273],0
p4,1,0.053486,3.728681,[11 38] ; [8 9],[14.10606061 34.89393939] ; [ 4.89393939 12.10606061],0
r4,1,0.072002,3.236788,[32 17] ; [15  2],[34.89393939 14.10606061] ; [12.10606061  4.89393939],0
n6,1,0.092288,2.834012,[23 26] ; [12  5],[25.98484848 23.01515152] ; [9.01515152 7.98484848],0
p10,1,0.092385,2.832322,[17 31] ; [10  7],[19.93846154 28.06153846] ; [7.06153846 9.93846154],0
a1,1,0.097226,2.750472,[ 1 48] ; [ 2 15],[ 2.22727273 46.77272727] ; [ 0.77272727 16.22727273],0
v2,1,0.15704,2.002503,[21 26] ; [11  6],[23.5 23.5] ; [8.5 8.5],0
b2,1,0.163373,1.942722,[ 7 19] ; [6 6],[ 8.89473684 17.10526316] ; [4.10526316 7.89473684],0
b3,1,0.163373,1.942722,[ 7 19] ; [6 6],[ 8.89473684 17.10526316] ; [4.10526316 7.89473684],0
v3,1,0.186819,1.742523,[12 34] ; [7 9],[14.09677419 31.90322581] ; [ 4.90322581 11.09677419],0
r2,1,0.196704,1.666676,[38  9] ; [16  1],[39.65625  7.34375] ; [14.34375  2.65625],0
p9,1,0.210089,1.570811,[18 29] ; [9 7],[20.14285714 26.85714286] ; [6.85714286 9.14285714],0
d4,1,0.216067,1.530304,[40  9] ; [16  1],[41.57575758  7.42424242] ; [14.42424242  2.57575758],0
u2,1,0.236958,1.398601,[11  7] ; [2 4],[9.75 8.25] ; [3.25 2.75],0
p1,1,0.252648,1.308601,[ 2 47] ; [ 2 15],[ 2.96969697 46.03030303] ; [ 1.03030303 15.96969697],0
n3,1,0.28255,1.154783,[10  7] ; [2 4],[8.86956522 8.13043478] ; [3.13043478 2.86956522],0
d3,1,0.308552,1.036863,[30 19] ; [8 9],[28.21212121 20.78787879] ; [9.78787879 7.21212121],0
v4,1,0.37481,0.787656,[35 14] ; [14  3],[36.37878788 12.62121212] ; [12.62121212  4.37878788],0
