Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.037002,4.350327,[8 1] ; [8 9],[5.53846154 3.46153846] ; [10.46153846  6.53846154],0
v3,1,0.058274,3.585835,[5 4] ; [ 3 13],[2.88 6.12] ; [ 5.12 10.88],0
d3,1,0.067362,3.346168,[3 6] ; [12  5],[5.19230769 3.80769231] ; [9.80769231 7.19230769],0
p7,1,0.126858,2.330532,[6 3] ; [ 6 11],[4.15384615 4.84615385] ; [7.84615385 9.15384615],0
p10,1,0.13147,2.275064,[7 2] ; [8 9],[5.19230769 3.80769231] ; [9.80769231 7.19230769],0
d1,1,0.13147,2.275064,[2 7] ; [9 8],[3.80769231 5.19230769] ; [7.19230769 9.80769231],0
d5,1,0.18598,1.749177,[8 1] ; [11  6],[6.57692308 2.42307692] ; [12.42307692  4.57692308],0
n6,1,0.18598,1.749177,[8 1] ; [11  6],[6.57692308 2.42307692] ; [12.42307692  4.57692308],0
p6,1,0.192373,1.699346,[5 4] ; [ 5 12],[3.46153846 5.53846154] ; [ 6.53846154 10.46153846],0
p4,1,0.192373,1.699346,[4 5] ; [12  5],[5.53846154 3.46153846] ; [10.46153846  6.53846154],0
n4,1,0.215564,1.53366,[7 2] ; [9 8],[5.53846154 3.46153846] ; [10.46153846  6.53846154],0
p2,1,0.215564,1.53366,[7 2] ; [9 8],[5.53846154 3.46153846] ; [10.46153846  6.53846154],0
p9,1,0.215564,1.53366,[7 2] ; [9 8],[5.53846154 3.46153846] ; [10.46153846  6.53846154],0
n5,1,0.215564,1.53366,[7 2] ; [9 8],[5.53846154 3.46153846] ; [10.46153846  6.53846154],0
a7,1,0.216201,1.529412,[6 3] ; [ 7 10],[4.5 4.5] ; [8.5 8.5],0
p8,1,0.233762,1.417824,[5 4] ; [ 5 11],[3.6 5.4] ; [6.4 9.6],0
a6,1,0.319806,0.989741,[5 4] ; [ 6 11],[3.80769231 5.19230769] ; [7.19230769 9.80769231],0
r2,1,0.319806,0.989741,[4 5] ; [11  6],[5.19230769 3.80769231] ; [9.80769231 7.19230769],0
s3,1,0.340018,0.910364,[6 3] ; [8 9],[4.84615385 4.15384615] ; [9.15384615 7.84615385],0
p3,1,0.340018,0.910364,[3 6] ; [9 8],[4.15384615 4.84615385] ; [7.84615385 9.15384615],0
v2,1,0.443367,0.587552,[5 4] ; [12  5],[5.88461538 3.11538462] ; [11.11538462  5.88461538],0
a5,1,0.443367,0.587552,[5 4] ; [12  5],[5.88461538 3.11538462] ; [11.11538462  5.88461538],0
p5,1,0.481991,0.494355,[2 7] ; [ 2 15],[1.38461538 7.61538462] ; [ 2.61538462 14.38461538],0
d2,1,0.484118,0.489574,[4 5] ; [10  7],[4.84615385 4.15384615] ; [9.15384615 7.84615385],0
r4,1,0.484118,0.489574,[5 4] ; [ 7 10],[4.15384615 4.84615385] ; [7.84615385 9.15384615],0
b4,1,0.49205,0.472041,[7 2] ; [11  6],[6.23076923 2.76923077] ; [11.76923077  5.23076923],0
s5,1,0.49205,0.472041,[2 7] ; [ 6 11],[2.76923077 6.23076923] ; [ 5.23076923 11.76923077],0
r1,1,0.500352,0.454189,[6 3] ; [9 8],[5.19230769 3.80769231] ; [9.80769231 7.19230769],0
s7,1,0.558185,0.342857,[4 4] ; [ 6 10],[3.33333333 4.66666667] ; [6.66666667 9.33333333],0
v1,1,0.69574,0.152941,[3 6] ; [ 7 10],[3.46153846 5.53846154] ; [ 6.53846154 10.46153846],0
b5,1,0.69574,0.152941,[6 3] ; [10  7],[5.53846154 3.46153846] ; [10.46153846  6.53846154],0
b2,1,0.709815,0.138462,[2 4] ; [3 9],[1.66666667 4.33333333] ; [3.33333333 8.66666667],0
b3,1,0.709815,0.138462,[2 4] ; [3 9],[1.66666667 4.33333333] ; [3.33333333 8.66666667],0
a4,1,0.836701,0.042484,[3 6] ; [ 5 12],[2.76923077 6.23076923] ; [ 5.23076923 11.76923077],0
s2,1,0.898768,0.016184,[4 5] ; [8 9],[4.15384615 4.84615385] ; [7.84615385 9.15384615],0
b1,1,0.898768,0.016184,[4 5] ; [8 9],[4.15384615 4.84615385] ; [7.84615385 9.15384615],0
a3,1,0.92036,0.009996,[6 3] ; [11  6],[5.88461538 3.11538462] ; [11.11538462  5.88461538],0
d4,1,0.940006,0.005664,[7 2] ; [13  4],[6.92307692 2.07692308] ; [13.07692308  3.92307692],0
a2,1,0.96042,0.002463,[1 8] ; [ 2 15],[1.03846154 7.96153846] ; [ 1.96153846 15.03846154],0
u3,1,1.0,0.0,[1 2] ; [2 4],[1. 2.] ; [2. 4.],0
