Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.379737,[76 15] ; [ 1 10],[68.69607843 22.30392157] ; [8.30392157 2.69607843],1
p11,1,0.000367,12.691232,[71 20] ; [3 8],[66.01960784 24.98039216] ; [7.98039216 3.01960784],1
a6,1,0.003343,8.61039,[65 26] ; [3 8],[60.66666667 30.33333333] ; [7.33333333 3.66666667],0
r1,1,0.004819,7.946046,[69 21] ; [4 7],[65.04950495 24.95049505] ; [7.95049505 3.04950495],0
v2,1,0.004903,7.915028,[45 38] ; [ 1 10],[40.61702128 42.38297872] ; [5.38297872 5.61702128],0
v4,1,0.005217,7.80272,[85  4] ; [8 3],[82.77  6.23] ; [10.23  0.77],0
s6,1,0.006099,7.520815,[56 35] ; [2 9],[51.74509804 39.25490196] ; [6.25490196 4.74509804],0
a5,1,0.012694,6.211305,[60 31] ; [3 8],[56.20588235 34.79411765] ; [6.79411765 4.20588235],0
p4,1,0.027724,4.845119,[48 42] ; [2 9],[44.55445545 45.44554455] ; [5.44554455 5.55445545],0
s2,1,0.04581,3.988556,[45 45] ; [2 9],[41.88118812 48.11881188] ; [5.11881188 5.88118812],0
b4,1,0.066633,3.364068,[48 43] ; [9 2],[50.85294118 40.14705882] ; [6.14705882 4.85294118],0
p2,1,0.073351,3.206404,[71 19] ; [6 5],[68.61386139 21.38613861] ; [8.38613861 2.61386139],0
d5,1,0.08731,2.923285,[71 20] ; [6 5],[68.69607843 22.30392157] ; [8.30392157 2.69607843],0
p9,1,0.091003,2.856543,[82  9] ; [8 3],[80.29411765 10.70588235] ; [9.70588235 1.29411765],0
p7,1,0.094728,2.792126,[54 33] ; [3 6],[51.65625 35.34375] ; [5.34375 3.65625],0
p5,1,0.119597,2.422592,[ 5 85] ; [2 9],[ 6.23762376 83.76237624] ; [ 0.76237624 10.23762376],0
n4,1,0.126632,2.33331,[47 44] ; [3 8],[44.60784314 46.39215686] ; [5.39215686 5.60784314],0
s3,1,0.164308,1.934123,[52 37] ; [4 7],[49.84 39.16] ; [6.16 4.84],0
p1,1,0.176918,1.823326,[ 6 85] ; [2 9],[ 7.1372549 83.8627451] ; [ 0.8627451 10.1372549],0
v1,1,0.210736,1.566363,[38 49] ; [7 4],[39.94897959 47.05102041] ; [5.05102041 5.94897959],0
u2,1,0.210743,1.566312,[26  5] ; [3 2],[24.97222222  6.02777778] ; [4.02777778 0.97222222],0
b2,1,0.288621,1.126041,[12 38] ; [3 4],[13.15789474 36.84210526] ; [1.84210526 5.15789474],0
b3,1,0.288621,1.126041,[12 38] ; [3 4],[13.15789474 36.84210526] ; [1.84210526 5.15789474],0
d1,1,0.304565,1.054097,[48 43] ; [4 7],[46.39215686 44.60784314] ; [5.60784314 5.39215686],0
b1,1,0.338242,0.917083,[44 47] ; [7 4],[45.5 45.5] ; [5.5 5.5],0
s8,1,0.354686,0.85662,[38 53] ; [3 8],[36.57843137 54.42156863] ; [4.42156863 6.57843137],0
s1,1,0.361065,0.834185,[ 3 86] ; [ 1 10],[ 3.56 85.44] ; [ 0.44 10.56],0
p3,1,0.390375,0.737775,[37 54] ; [3 8],[35.68627451 55.31372549] ; [4.31372549 6.68627451],0
v3,1,0.435689,0.607611,[25 60] ; [2 9],[23.90625 61.09375] ; [3.09375 7.90625],0
a3,1,0.455329,0.557352,[60 31] ; [6 5],[58.88235294 32.11764706] ; [7.11764706 3.88235294],0
s4,1,0.475359,0.509491,[16 75] ; [ 1 10],[15.16666667 75.83333333] ; [1.83333333 9.16666667],0
s7,1,0.487025,0.483092,[36 51] ; [3 7],[34.97938144 52.02061856] ; [4.02061856 5.97938144],0
n5,1,0.496673,0.462038,[42 47] ; [4 7],[40.94 48.06] ; [5.06 5.94],0
b5,1,0.551503,0.354632,[58 33] ; [6 5],[57.09803922 33.90196078] ; [6.90196078 4.09803922],0
d2,1,0.5556,0.34738,[33 58] ; [3 8],[32.11764706 58.88235294] ; [3.88235294 7.11764706],0
p6,1,0.566975,0.32777,[23 65] ; [2 9],[22.22222222 65.77777778] ; [2.77777778 8.22222222],0
r2,1,0.588031,0.29343,[78 11] ; [9 2],[77.43 11.57] ; [9.57 1.43],0
d4,1,0.626276,0.237145,[72 19] ; [8 3],[71.37254902 19.62745098] ; [8.62745098 2.37254902],0
u3,1,0.646767,0.21,[21  9] ; [4 1],[21.42857143  8.57142857] ; [3.57142857 1.42857143],0
a7,1,0.648478,0.207824,[64 27] ; [7 4],[63.34313725 27.65686275] ; [7.65686275 3.34313725],0
s5,1,0.660535,0.192874,[21 66] ; [2 9],[20.41836735 66.58163265] ; [2.58163265 8.41836735],0
d3,1,0.665763,0.186598,[63 27] ; [7 4],[62.37623762 27.62376238] ; [7.62376238 3.37623762],0
n3,1,0.678088,0.172286,[16  7] ; [3 2],[15.60714286  7.39285714] ; [3.39285714 1.60714286],0
n2,1,0.687031,0.162319,[20  3] ; [4 1],[19.71428571  3.28571429] ; [4.28571429 0.71428571],0
n1,1,0.726095,0.122727,[ 7 15] ; [2 3],[ 7.33333333 14.66666667] ; [1.66666667 3.33333333],0
a2,1,0.730379,0.118764,[13 78] ; [2 9],[13.38235294 77.61764706] ; [1.61764706 9.38235294],0
a4,1,0.82142,0.050949,[30 61] ; [4 7],[30.33333333 60.66666667] ; [3.66666667 7.33333333],0
p8,1,0.884197,0.021214,[43 47] ; [5 6],[42.77227723 47.22772277] ; [5.22772277 5.77227723],0
