Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.189342,1.722727,[55  7] ; [99 23],[51.89130435 10.10869565] ; [102.10869565  19.89130435],0
a2,1,0.667751,0.184244,[16 46] ; [28 94],[14.82608696 47.17391304] ; [29.17391304 92.82608696],0
v4,1,0.673021,0.178089,[58  4] ; [112  10],[57.2826087  4.7173913] ; [112.7173913   9.2826087],0
s6,1,0.680265,0.169828,[39 21] ; [81 38],[40.22346369 19.77653631] ; [79.77653631 39.22346369],0
v1,1,0.681169,0.168813,[28 34] ; [59 63],[29.31521739 32.68478261] ; [57.68478261 64.31521739],0
v3,1,0.694786,0.153953,[24 37] ; [44 77],[22.79120879 38.20879121] ; [45.20879121 75.79120879],0
p2,1,0.700353,0.148105,[45 17] ; [91 30],[46.07650273 15.92349727] ; [89.92349727 31.07650273],0
n6,1,0.71732,0.131075,[49 13] ; [92 28],[48.03296703 13.96703297] ; [92.96703297 27.03296703],0
n2,1,0.737348,0.112472,[16  4] ; [32 10],[15.48387097  4.51612903] ; [32.51612903  9.48387097],0
p6,1,0.767975,0.08704,[22 40] ; [46 76],[22.91304348 39.08695652] ; [45.08695652 76.91304348],0
p12,1,0.769948,0.085523,[ 2 60] ; [  5 117],[ 2.35869565 59.64130435] ; [  4.64130435 117.35869565],0
p7,1,0.787064,0.072968,[32 28] ; [66 53],[32.84916201 27.15083799] ; [65.15083799 53.84916201],0
n4,1,0.85428,0.033731,[42 20] ; [81 41],[41.44565217 20.55434783] ; [81.55434783 40.44565217],0
r1,1,0.85649,0.032705,[49 13] ; [95 27],[48.52173913 13.47826087] ; [95.47826087 26.52173913],0
s1,1,0.857519,0.032232,[ 4 58] ; [  7 114],[ 3.72677596 58.27322404] ; [  7.27322404 113.72677596],0
n3,1,0.907776,0.01342,[14  6] ; [30 12],[14.19354839  5.80645161] ; [29.80645161 12.19354839],0
n5,1,0.917327,0.010775,[40 22] ; [79 42],[40.31693989 21.68306011] ; [78.68306011 42.31693989],0
a8,1,0.928259,0.008106,[ 5 47] ; [10 99],[ 4.8447205 47.1552795] ; [10.1552795 98.8447205],0
a5,1,0.971389,0.001286,[41 21] ; [81 41],[41.10869565 20.89130435] ; [80.89130435 41.10869565],0
b4,1,0.989086,0.000187,[35 27] ; [69 53],[35.04347826 26.95652174] ; [68.95652174 53.04347826],0
a4,1,0.991845,0.000104,[28 34] ; [55 67],[27.9673913 34.0326087] ; [55.0326087 66.9673913],0
