Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,6e-06,20.466307,[58 59] ; [50  9],[71.79545455 45.20454545] ; [36.20454545 22.79545455],1
p4,1,1.1e-05,19.344861,[53 68] ; [47 13],[66.85082873 54.14917127] ; [33.14917127 26.85082873],1
p3,1,0.000639,11.659919,[40 80] ; [36 24],[50.66666667 69.33333333] ; [25.33333333 34.66666667],1
p8,1,0.000795,11.251965,[42 77] ; [37 23],[52.51955307 66.48044693] ; [26.48044693 33.51955307],1
p5,1,0.004231,8.181818,[  5 115] ; [10 50],[ 10. 110.] ; [ 5. 55.],0
a4,1,0.009416,6.742254,[44 77] ; [34 26],[52.14364641 68.85635359] ; [25.85635359 34.14364641],0
s5,1,0.013348,6.122335,[41 77] ; [31 26],[48.54857143 69.45142857] ; [23.45142857 33.54857143],0
p12,1,0.024011,5.093804,[  5 116] ; [ 8 52],[  8.69060773 112.30939227] ; [ 4.30939227 55.69060773],0
s7,1,0.032574,4.568011,[47 71] ; [33 25],[53.63636364 64.36363636] ; [26.36363636 31.63636364],0
n5,1,0.034674,4.461169,[77 43] ; [47 12],[83.12849162 36.87150838] ; [40.87150838 18.12849162],0
b3,1,0.043497,4.07599,[13 49] ; [13 19],[17.14893617 44.85106383] ; [ 8.85106383 23.14893617],0
b2,1,0.043497,4.07599,[13 49] ; [13 19],[17.14893617 44.85106383] ; [ 8.85106383 23.14893617],0
r1,1,0.04797,3.911051,[86 34] ; [51  9],[91.33333333 28.66666667] ; [45.66666667 14.33333333],0
s6,1,0.065236,3.399003,[85 32] ; [51  9],[89.89830508 27.10169492] ; [46.10169492 13.89830508],0
a2,1,0.071243,3.254149,[22 99] ; [18 42],[26.74033149 94.25966851] ; [13.25966851 46.74033149],0
p1,1,0.106923,2.599116,[  6 113] ; [ 7 53],[  8.6424581 110.3575419] ; [ 4.3575419 55.6424581],0
d2,1,0.110626,2.545249,[47 73] ; [31 29],[52. 68.] ; [26. 34.],0
