Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,91.679126,[200 151] ; [ 46 207],[142.95695364 208.04304636] ; [103.04304636 149.95695364],1
v1,1,0.0,32.637267,[227 128] ; [103 151],[192.36453202 162.63546798] ; [137.63546798 116.36453202],1
r3,1,3.9e-05,16.928997,[354   5] ; [237  21],[343.8719611  15.1280389] ; [247.1280389  10.8719611],1
r1,1,0.000129,14.659298,[318  41] ; [198  59],[300.72077922  58.27922078] ; [215.27922078  41.72077922],1
a5,1,0.000186,13.963328,[289  72] ; [173  86],[269.00322581  91.99677419] ; [192.99677419  66.00322581],1
d1,1,0.001022,10.788165,[246 115] ; [143 116],[226.4983871 134.5016129] ; [162.5016129  96.4983871],0
p10,1,0.002153,9.413888,[304  53] ; [192  63],[289.33333333  67.66666667] ; [206.66666667  48.33333333],0
p3,1,0.002864,8.892296,[199 159] ; [112 146],[180.74350649 177.25649351] ; [130.25649351 127.74350649],0
p12,1,0.003077,8.761161,[ 39 319] ; [ 11 246],[ 29.10569106 328.89430894] ; [ 20.89430894 236.10569106],0
s7,1,0.003315,8.625194,[183 159] ; [101 144],[165.46507666 176.53492334] ; [118.53492334 126.46507666],0
p9,1,0.003327,8.618596,[311  44] ; [200  54],[297.87356322  57.12643678] ; [213.12643678  40.87356322],0
s8,1,0.003564,8.493417,[167 188] ; [ 91 167],[149.41272431 205.58727569] ; [108.58727569 149.41272431],0
p11,1,0.003969,8.298118,[291  70] ; [183  76],[275.99032258  85.00967742] ; [198.00967742  60.99032258],0
u1,1,0.007545,7.138462,[ 94 267] ; [ 44 215],[ 80.3516129 280.6483871] ; [ 57.6483871 201.3516129],0
d3,1,0.008065,7.018934,[293  67] ; [186  71],[279.48136143  80.51863857] ; [199.51863857  57.48136143],0
s1,1,0.011065,6.454798,[  7 346] ; [ 15 240],[ 12.77302632 340.22697368] ; [  9.22697368 245.77302632],0
r4,1,0.015671,5.839472,[345  16] ; [235  24],[337.70967742  23.29032258] ; [242.29032258  16.70967742],0
n6,1,0.015734,5.832323,[312  45] ; [207  51],[301.27317073  55.72682927] ; [217.72682927  40.27317073],0
a3,1,0.023039,5.165572,[271  89] ; [172  85],[258.47649919 101.52350081] ; [184.52350081  72.47649919],0
a6,1,0.024222,5.078653,[288  71] ; [187  71],[276.37763371  82.62236629] ; [198.62236629  59.37763371],0
d2,1,0.025305,5.002884,[190 169] ; [113 145],[176.29983793 182.70016207] ; [126.70016207 131.29983793],0
p7,1,0.025936,4.960297,[232 118] ; [144 107],[218.96838602 131.03161398] ; [157.03161398  93.96838602],0
a2,1,0.034339,4.477729,[116 245] ; [ 63 196],[104.22419355 256.77580645] ; [ 74.77580645 184.22419355],0
p6,1,0.037346,4.334549,[143 211] ; [ 83 175],[130.7254902 223.2745098] ; [ 95.2745098 162.7254902],0
p4,1,0.065053,3.403623,[229 127] ; [147 111],[218.00651466 137.99348534] ; [157.99348534 100.00651466],0
s6,1,0.080793,3.048878,[246 106] ; [161  94],[236.01976936 115.98023064] ; [170.98023064  84.01976936],0
b1,1,0.085723,2.952913,[118 243] ; [102 157],[128.09677419 232.90322581] ; [ 91.90322581 167.09677419],0
d4,1,0.113495,2.504869,[310  50] ; [210  48],[302.91262136  57.08737864] ; [217.08737864  40.91262136],0
a4,1,0.148355,2.089087,[169 191] ; [106 152],[160.19417476 199.80582524] ; [114.80582524 143.19417476],0
s5,1,0.148733,2.085198,[121 225] ; [ 74 178],[112.82608696 233.17391304] ; [ 82.17391304 169.82608696],0
s4,1,0.150779,2.064357,[ 53 303] ; [ 49 205],[ 59.52786885 296.47213115] ; [ 42.47213115 211.52786885],0
n5,1,0.167149,1.908331,[270  87] ; [183  76],[262.53409091  94.46590909] ; [190.46590909  68.53409091],0
