Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,111.785683,[300   8] ; [10 14],[287.59036145  20.40963855] ; [22.40963855  1.59036145],1
r2,1,0.0,63.263822,[300   8] ; [15 10],[291.35135135  16.64864865] ; [23.64864865  1.35135135],1
v4,1,0.0,55.328901,[298  10] ; [15 10],[289.5015015  18.4984985] ; [23.4984985  1.5015015],1
p9,1,1.6e-05,18.646027,[237  66] ; [11 16],[227.70909091  75.29090909] ; [20.29090909  6.70909091],1
s6,1,5.7e-05,16.207952,[201 101] ; [ 7 19],[191.51219512 110.48780488] ; [16.48780488  9.51219512],1
p11,1,0.000131,14.627734,[232  77] ; [11 16],[223.47321429  85.52678571] ; [19.52678571  7.47321429],1
p2,1,0.000201,13.823997,[245  63] ; [13 14],[237.20597015  70.79402985] ; [20.79402985  6.20597015],1
n3,1,0.0006,11.776333,[58 19] ; [ 5 11],[52.16129032 24.83870968] ; [10.83870968  5.16129032],1
p7,1,0.003464,8.54551,[182 120] ; [ 8 18],[174.93902439 127.06097561] ; [15.06097561 10.93902439],0
n6,1,0.004369,8.123914,[251  58] ; [15 11],[245.35522388  63.64477612] ; [20.64477612  5.35522388],0
p3,1,0.010169,6.605101,[135 172] ; [ 5 22],[128.68263473 178.31736527] ; [11.31736527 15.68263473],0
a6,1,0.019166,5.486283,[215  92] ; [13 14],[209.56886228  97.43113772] ; [18.43113772  8.56886228],0
s8,1,0.021305,5.301693,[117 191] ; [ 4 22],[111.58083832 196.41916168] ; [ 9.41916168 16.58083832],0
p10,1,0.021773,5.263843,[231  74] ; [15 12],[225.9939759  79.0060241] ; [20.0060241  6.9939759],0
a5,1,0.024404,5.065707,[223  85] ; [14 13],[217.89850746  90.10149254] ; [19.10149254  7.89850746],0
n4,1,0.02828,4.810888,[231  77] ; [15 12],[226.17313433  81.82686567] ; [19.82686567  7.17313433],0
p8,1,0.029588,4.733072,[145 159] ; [ 7 20],[139.60120846 164.39879154] ; [12.39879154 14.60120846],0
s2,1,0.042651,4.109186,[146 161] ; [ 7 19],[141.05405405 165.94594595] ; [11.94594595 14.05405405],0
u1,1,0.055568,3.66496,[ 56 253] ; [ 1 26],[ 52.41964286 256.58035714] ; [ 4.58035714 22.41964286],0
