Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.002258,9.326649,[32 91] ; [12  8],[37.84615385 85.15384615] ; [ 6.15384615 13.84615385],0
n1,1,0.004683,7.998031,[27 16] ; [1 8],[23.15384615 19.84615385] ; [4.84615385 4.15384615],0
n5,1,0.01312,6.152804,[108  19] ; [16  9],[103.60526316  23.39473684] ; [20.39473684  4.60526316],0
s2,1,0.016015,5.80123,[53 74] ; [17  8],[58.48684211 68.51315789] ; [11.51315789 13.48684211],0
d3,1,0.033683,4.510725,[78 48] ; [21  4],[82.60927152 43.39072848] ; [16.39072848  8.60927152],0
d5,1,0.035708,4.410988,[91 35] ; [23  2],[95.12582781 30.87417219] ; [18.87417219  6.12582781],0
s6,1,0.131547,2.27415,[72 54] ; [17  6],[75.26174497 50.73825503] ; [13.73825503  9.26174497],0
s3,1,0.134159,2.243712,[59 65] ; [16  9],[62.41610738 61.58389262] ; [12.58389262 12.41610738],0
b1,1,0.215316,1.535321,[73 54] ; [11 14],[70.18421053 56.81578947] ; [13.81578947 11.18421053],0
v2,1,0.224117,1.477813,[53 71] ; [14 11],[55.75838926 68.24161074] ; [11.24161074 13.75838926],0
b4,1,0.243948,1.357634,[72 55] ; [11 14],[69.34868421 57.65131579] ; [13.65131579 11.34868421],0
s7,1,0.25059,1.320012,[54 64] ; [13  9],[56.47142857 61.52857143] ; [10.52857143 11.47142857],0
d2,1,0.271782,1.207729,[65 60] ; [16  9],[67.5 57.5] ; [13.5 11.5],0
n2,1,0.286321,1.136842,[33 12] ; [5 4],[31.66666667 13.33333333] ; [6.33333333 2.66666667],0
n3,1,0.304013,1.056508,[25 17] ; [7 2],[26.35294118 15.64705882] ; [5.64705882 3.35294118],0
p1,1,0.324317,0.971456,[ 13 114] ; [ 1 24],[ 11.69736842 115.30263158] ; [ 2.30263158 22.69736842],0
a4,1,0.341737,0.903904,[57 68] ; [14 11],[59.16666667 65.83333333] ; [11.83333333 13.16666667],0
v4,1,0.364912,0.820918,[102  25] ; [22  3],[103.60526316  23.39473684] ; [20.39473684  4.60526316],0
