Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2.6e-05,17.716592,[ 2 15] ; [52 25],[9.76595745 7.23404255] ; [44.23404255 32.76595745],1
s3,1,4.4e-05,16.700953,[ 3 14] ; [54 22],[10.41935484  6.58064516] ; [46.58064516 29.41935484],1
r4,1,0.00027,13.27093,[11  6] ; [73  4],[15.19148936  1.80851064] ; [68.80851064  8.19148936],1
s7,1,0.000999,10.828744,[ 7 10] ; [58 14],[12.41573034  4.58426966] ; [52.58426966 19.41573034],1
n4,1,0.002102,9.457974,[11  6] ; [71  6],[14.82978723  2.17021277] ; [67.17021277  9.82978723],0
p6,1,0.007563,7.134059,[ 5 11] ; [51 25],[9.73913043 6.26086957] ; [46.26086957 29.73913043],0
p8,1,0.026754,4.906601,[10  7] ; [64 13],[13.38297872  3.61702128] ; [60.61702128 16.38297872],0
s8,1,0.046061,3.979367,[ 7 10] ; [51 25],[10.60215054  6.39784946] ; [47.39784946 28.60215054],0
r3,1,0.076727,3.132897,[14  3] ; [73  4],[15.73404255  1.26595745] ; [71.26595745  5.73404255],0
s5,1,0.096362,2.764751,[8 9] ; [50 23],[10.95555556  6.04444444] ; [47.04444444 25.95555556],0
n6,1,0.141219,2.16463,[14  3] ; [71  5],[15.53763441  1.46236559] ; [69.46236559  6.53763441],0
n5,1,0.141738,2.158987,[13  4] ; [69  8],[14.82978723  2.17021277] ; [67.17021277  9.82978723],0
u1,1,0.176943,1.823113,[ 1 16] ; [15 62],[ 2.89361702 14.10638298] ; [13.10638298 63.89361702],0
v2,1,0.202585,1.623642,[12  4] ; [44 32],[9.73913043 6.26086957] ; [46.26086957 29.73913043],0
p4,1,0.209031,1.578124,[13  4] ; [67  9],[14.62365591  2.37634409] ; [65.37634409 10.62365591],0
p3,1,0.211639,1.560181,[11  6] ; [60 16],[12.97849462  4.02150538] ; [58.02150538 17.97849462],0
v1,1,0.305709,1.049123,[13  3] ; [52 24],[11.30434783  4.69565217] ; [53.69565217 22.30434783],0
p12,1,0.319346,0.991625,[ 3 13] ; [24 53],[ 4.64516129 11.35483871] ; [22.35483871 54.64516129],0
b5,1,0.339258,0.913235,[ 6 11] ; [37 40],[7.77659574 9.22340426] ; [35.22340426 41.77659574],0
r1,1,0.365181,0.819999,[12  5] ; [62 15],[13.38297872  3.61702128] ; [60.61702128 16.38297872],0
a8,1,0.385245,0.753896,[ 1 15] ; [10 60],[ 2.04651163 13.95348837] ; [ 8.95348837 61.04651163],0
p7,1,0.39563,0.721569,[12  5] ; [60 15],[13.30434783  3.69565217] ; [58.69565217 16.30434783],0
p11,1,0.409493,0.680273,[16  1] ; [67 10],[15.0106383  1.9893617] ; [67.9893617  9.0106383],0
n3,1,0.422489,0.643382,[3 1] ; [9 8],[2.28571429 1.71428571] ; [9.71428571 7.28571429],0
b2,1,0.454623,0.5591,[8 5] ; [27 27],[6.79104478 6.20895522] ; [28.20895522 25.79104478],0
b3,1,0.454623,0.5591,[8 5] ; [27 27],[6.79104478 6.20895522] ; [28.20895522 25.79104478],0
a7,1,0.508258,0.437651,[11  6] ; [56 21],[12.11702128  4.88297872] ; [54.88297872 22.11702128],0
a3,1,0.518033,0.417807,[12  5] ; [60 17],[13.0212766  3.9787234] ; [58.9787234 18.0212766],0
u3,1,0.518647,0.416583,[4 1] ; [11  6],[3.40909091 1.59090909] ; [11.59090909  5.40909091],0
p2,1,0.522851,0.408267,[15  1] ; [68  9],[14.27956989  1.72043011] ; [68.72043011  8.27956989],0
b1,1,0.53805,0.379165,[8 9] ; [30 47],[ 6.87234043 10.12765957] ; [31.12765957 45.87234043],0
v3,1,0.595602,0.28168,[10  6] ; [42 34],[9.04347826 6.95652174] ; [42.95652174 33.04347826],0
a4,1,0.606583,0.26518,[8 9] ; [31 46],[7.05319149 9.94680851] ; [31.94680851 45.05319149],0
a5,1,0.607731,0.263493,[14  3] ; [59 18],[13.20212766  3.79787234] ; [59.79787234 17.20212766],0
d4,1,0.629432,0.232832,[14  3] ; [66 10],[14.62365591  2.37634409] ; [65.37634409 10.62365591],0
u2,1,0.654992,0.199664,[3 2] ; [12  5],[3.40909091 1.59090909] ; [11.59090909  5.40909091],0
b4,1,0.678036,0.172345,[9 8] ; [45 32],[9.76595745 7.23404255] ; [44.23404255 32.76595745],0
r2,1,0.747449,0.103688,[15  2] ; [69  7],[15.35483871  1.64516129] ; [68.64516129  7.35483871],0
a6,1,0.749099,0.102289,[11  6] ; [46 30],[10.41935484  6.58064516] ; [46.58064516 29.41935484],0
p1,1,0.751887,0.099952,[ 4 13] ; [21 56],[ 4.5212766 12.4787234] ; [20.4787234 56.5212766],0
d5,1,0.752894,0.099115,[14  3] ; [60 16],[13.52688172  3.47311828] ; [60.47311828 15.52688172],0
d3,1,0.767059,0.087749,[11  6] ; [52 24],[11.51612903  5.48387097] ; [51.48387097 24.51612903],0
d2,1,0.826445,0.048076,[9 8] ; [38 38],[8.59139785 8.40860215] ; [38.40860215 37.59139785],0
d1,1,0.854948,0.033419,[11  6] ; [48 29],[10.67021277  6.32978723] ; [48.32978723 28.67021277],0
v4,1,0.908977,0.013071,[16  1] ; [73  4],[16.09574468  0.90425532] ; [72.90425532  4.09574468],0
n1,1,0.915605,0.01123,[2 2] ; [9 8],[2.0952381 1.9047619] ; [8.9047619 8.0952381],0
a2,1,0.958651,0.002688,[ 3 14] ; [14 63],[ 3.07446809 13.92553191] ; [13.92553191 63.07446809],0
