Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,30.329777,[363  93] ; [32 34],[345.05747126 110.94252874] ; [49.94252874 16.05747126],1
n4,1,1e-06,23.420616,[376  82] ; [37 29],[360.98091603  97.01908397] ; [52.01908397 13.98091603],1
s5,1,0.001115,10.625481,[150 292] ; [ 9 56],[138.61538462 303.38461538] ; [20.38461538 44.61538462],0
v1,1,0.00471,7.987698,[257 188] ; [24 38],[246.63708087 198.36291913] ; [34.36291913 27.63708087],0
r4,1,0.007967,7.040849,[431  28] ; [56 10],[425.77714286  33.22285714] ; [61.22285714  4.77714286],0
d2,1,0.008435,6.938689,[225 233] ; [21 45],[215.01526718 242.98473282] ; [30.98473282 35.01526718],0
p6,1,0.008952,6.832347,[178 274] ; [15 51],[168.40926641 283.59073359] ; [24.59073359 41.40926641],0
p9,1,0.010602,6.530755,[409  42] ; [53 13],[403.0212766  47.9787234] ; [58.9787234  7.0212766],0
a2,1,0.012908,6.181642,[137 322] ; [10 56],[128.52 330.48] ; [18.48 47.52],0
p10,1,0.012978,6.172075,[405  48] ; [52 14],[398.88439306  54.11560694] ; [58.11560694  7.88439306],0
b1,1,0.015203,5.892801,[140 319] ; [30 36],[148.62857143 310.37142857] ; [21.37142857 44.62857143],0
p3,1,0.015342,5.876821,[246 211] ; [25 41],[236.80114723 220.19885277] ; [34.19885277 31.80114723],0
s6,1,0.022027,5.243634,[308 140] ; [36 30],[299.82879377 148.17120623] ; [44.17120623 21.82879377],0
p4,1,0.023956,5.097837,[300 156] ; [34 32],[291.77011494 164.22988506] ; [42.22988506 23.77011494],0
r2,1,0.031137,4.645372,[433  20] ; [58  7],[429.38803089  23.61196911] ; [61.61196911  3.38803089],0
v3,1,0.038309,4.291245,[186 254] ; [18 45],[178.44930417 261.55069583] ; [25.55069583 37.44930417],0
u1,1,0.039857,4.223966,[107 352] ; [ 8 58],[100.54285714 358.45714286] ; [14.45714286 51.54285714],0
d1,1,0.045162,4.012591,[295 164] ; [34 32],[287.64 171.36] ; [41.36 24.64],0
p12,1,0.056445,3.638872,[ 48 408] ; [ 2 63],[ 43.76199616 412.23800384] ; [ 6.23800384 58.76199616],0
s7,1,0.072948,3.215404,[212 227] ; [22 39],[205.452 233.548] ; [28.548 32.452],0
s2,1,0.084575,2.974723,[232 219] ; [26 39],[225.5 225.5] ; [32.5 32.5],0
p5,1,0.098268,2.733432,[ 60 394] ; [ 4 62],[ 55.87692308 398.12307692] ; [ 8.12307692 57.87692308],0
b3,1,0.108578,2.574797,[107 176] ; [ 9 28],[102.5875 180.4125] ; [13.4125 23.5875],0
b2,1,0.108578,2.574797,[107 176] ; [ 9 28],[102.5875 180.4125] ; [13.4125 23.5875],0
u3,1,0.109897,2.555699,[76 49] ; [18  5],[79.39189189 45.60810811] ; [14.60810811  8.39189189],0
a4,1,0.128911,2.305573,[205 253] ; [23 43],[199.28244275 258.71755725] ; [28.71755725 37.28244275],0
b4,1,0.129329,2.300537,[288 171] ; [35 31],[282.39428571 176.60571429] ; [40.60571429 25.39428571],0
