Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.000205,13.78182,[36 24] ; [48  5],[44.60176991 15.39823009] ; [39.39823009 13.60176991],1
v3,1,0.003769,8.391724,[ 8 50] ; [19 31],[14.5 43.5] ; [12.5 37.5],0
d1,1,0.004171,8.208028,[19 41] ; [31 22],[26.54867257 33.45132743] ; [23.45132743 29.54867257],0
v1,1,0.023063,5.163761,[22 36] ; [31 21],[27.94545455 30.05454545] ; [25.05454545 26.94545455],0
a3,1,0.02621,4.942144,[32 28] ; [39 14],[37.69911504 22.30088496] ; [33.30088496 19.69911504],0
n3,1,0.033464,4.521896,[11  8] ; [12  1],[13.65625  5.34375] ; [9.34375 3.65625],0
p5,1,0.066119,3.376838,[ 1 59] ; [ 5 48],[ 3.18584071 56.81415929] ; [ 2.81415929 50.18584071],0
s3,1,0.073509,3.202875,[35 24] ; [22 30],[30.2972973 28.7027027] ; [26.7027027 25.2972973],0
s4,1,0.076178,3.144622,[16 44] ; [ 7 46],[12.21238938 47.78761062] ; [10.78761062 42.21238938],0
r1,1,0.092801,2.825099,[40 20] ; [42 10],[43.92857143 16.07142857] ; [38.07142857 13.92857143],0
u2,1,0.098514,2.729443,[17 11] ; [12  2],[19.33333333  8.66666667] ; [9.66666667 4.33333333],0
d3,1,0.111443,2.533638,[35 24] ; [39 14],[38.98214286 20.01785714] ; [35.01785714 17.98214286],0
a5,1,0.113836,2.500149,[32 28] ; [36 17],[36.10619469 23.89380531] ; [31.89380531 21.10619469],0
r3,1,0.115212,2.481231,[51  9] ; [49  3],[53.57142857  6.42857143] ; [46.42857143  5.57142857],0
n5,1,0.155012,2.022222,[22 38] ; [26 26],[25.71428571 34.28571429] ; [22.28571429 29.71428571],0
p10,1,0.157892,1.994302,[35 25] ; [37 15],[38.57142857 21.42857143] ; [33.42857143 18.57142857],0
p4,1,0.159127,1.982501,[26 34] ; [30 23],[29.73451327 30.26548673] ; [26.26548673 26.73451327],0
p9,1,0.167464,1.905497,[39 21] ; [40 12],[42.32142857 17.67857143] ; [36.67857143 15.32142857],0
p8,1,0.181136,1.788281,[23 37] ; [26 25],[26.48648649 33.51351351] ; [22.51351351 28.48648649],0
n1,1,0.218089,1.516901,[ 4 15] ; [5 7],[ 5.51612903 13.48387097] ; [3.48387097 8.51612903],0
a7,1,0.225818,1.467012,[39 21] ; [40 13],[41.94690265 18.05309735] ; [37.05309735 15.94690265],0
a8,1,0.25662,1.286898,[ 6 51] ; [ 2 43],[ 4.47058824 52.52941176] ; [ 3.52941176 41.47058824],0
r2,1,0.291885,1.110907,[50 10] ; [46  5],[51.89189189  8.10810811] ; [44.10810811  6.89189189],0
d4,1,0.325632,0.966189,[44 16] ; [43 10],[46.19469027 13.80530973] ; [40.80530973 12.19469027],0
b2,1,0.350807,0.870536,[ 7 28] ; [ 9 21],[ 8.61538462 26.38461538] ; [ 7.38461538 22.61538462],0
b3,1,0.350807,0.870536,[ 7 28] ; [ 9 21],[ 8.61538462 26.38461538] ; [ 7.38461538 22.61538462],0
v4,1,0.396709,0.718278,[53  6] ; [49  3],[54.21621622  4.78378378] ; [47.78378378  4.21621622],0
s7,1,0.399746,0.709089,[18 38] ; [20 30],[20.0754717 35.9245283] ; [17.9245283 32.0754717],0
r4,1,0.433217,0.614183,[45 15] ; [43 10],[46.72566372 13.27433628] ; [41.27433628 11.72566372],0
p11,1,0.44569,0.581591,[39 21] ; [38 15],[40.88495575 19.11504425] ; [36.11504425 16.88495575],0
p3,1,0.454465,0.559492,[23 37] ; [24 29],[24.95575221 35.04424779] ; [22.04424779 30.95575221],0
n4,1,0.482685,0.492791,[30 30] ; [30 23],[31.85840708 28.14159292] ; [28.14159292 24.85840708],0
p6,1,0.4892,0.478286,[15 44] ; [16 35],[16.62727273 42.37272727] ; [14.37272727 36.62727273],0
s5,1,0.499995,0.454948,[16 43] ; [11 40],[14.48181818 44.51818182] ; [12.51818182 38.48181818],0
p7,1,0.567499,0.326886,[32 25] ; [32 20],[33.46788991 23.53211009] ; [30.53211009 21.46788991],0
u1,1,0.587671,0.293996,[ 4 56] ; [ 5 48],[ 4.77876106 55.22123894] ; [ 4.22123894 48.77876106],0
p1,1,0.590911,0.288924,[ 3 56] ; [ 4 49],[ 3.6875 55.3125] ; [ 3.3125 49.6875],0
n2,1,0.59933,0.276008,[13  6] ; [10  3],[13.65625  5.34375] ; [9.34375 3.65625],0
