Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,40.775779,[14 50] ; [29  3],[28.66666667 35.33333333] ; [14.33333333 17.66666667],1
d5,1,0.0,30.334135,[23 42] ; [31  2],[35.81632653 29.18367347] ; [18.18367347 14.81632653],1
a4,1,0.0,26.526306,[12 53] ; [23  9],[23.45360825 41.54639175] ; [11.54639175 20.45360825],1
d3,1,1e-06,24.249362,[11 54] ; [22 11],[21.8877551 43.1122449] ; [11.1122449 21.8877551],1
a3,1,6.3e-05,16.004329,[25 39] ; [27  6],[34.30927835 29.69072165] ; [17.69072165 15.30927835],1
a5,1,0.000158,14.276552,[23 42] ; [25  8],[31.83673469 33.16326531] ; [16.16326531 16.83673469],1
v2,1,0.008232,6.982215,[17 46] ; [17 14],[22.78723404 40.21276596] ; [11.21276596 19.78723404],0
v3,1,0.011005,6.464538,[10 55] ; [12 19],[14.89583333 50.10416667] ; [ 7.10416667 23.89583333],0
s6,1,0.024124,5.085666,[23 40] ; [20 13],[28.21875 34.78125] ; [14.78125 18.21875],0
n4,1,0.032773,4.557596,[37 28] ; [26  7],[41.78571429 23.21428571] ; [21.21428571 11.78571429],0
p6,1,0.033772,4.506191,[13 51] ; [12 17],[17.20430108 46.79569892] ; [ 7.79569892 21.20430108],0
p4,1,0.03581,4.406115,[25 40] ; [19 12],[29.79166667 35.20833333] ; [14.20833333 16.79166667],0
v1,1,0.046568,3.960938,[17 47] ; [15 17],[21.33333333 42.66666667] ; [10.66666667 21.33333333],0
a6,1,0.049282,3.865717,[29 36] ; [ 8 25],[24.54081633 40.45918367] ; [12.45918367 20.54081633],0
r3,1,0.050272,3.832352,[43 22] ; [28  5],[47.09183673 17.90816327] ; [23.90816327  9.09183673],0
r2,1,0.054083,3.710145,[42 22] ; [27  5],[46. 18.] ; [23.  9.],0
p3,1,0.060805,3.515283,[18 47] ; [15 17],[22.11340206 42.88659794] ; [10.88659794 21.11340206],0
s5,1,0.068021,3.33015,[10 53] ; [10 21],[13.40425532 49.59574468] ; [ 6.59574468 24.40425532],0
a2,1,0.077573,3.115037,[ 2 63] ; [ 4 29],[ 3.97959184 61.02040816] ; [ 2.02040816 30.97959184],0
n3,1,0.118497,2.437079,[22  9] ; [6 7],[19.72727273 11.27272727] ; [8.27272727 4.72727273],0
b2,1,0.131255,2.277603,[ 9 31] ; [10 15],[11.69230769 28.30769231] ; [ 7.30769231 17.69230769],0
b3,1,0.131255,2.277603,[ 9 31] ; [10 15],[11.69230769 28.30769231] ; [ 7.30769231 17.69230769],0
s8,1,0.164122,1.935826,[15 50] ; [12 21],[17.90816327 47.09183673] ; [ 9.09183673 23.90816327],0
r4,1,0.171268,1.871809,[26 39] ; [18 15],[29.18367347 35.81632653] ; [14.81632653 18.18367347],0
n2,1,0.186136,1.747938,[23  8] ; [7 6],[21.13636364  9.86363636] ; [8.86363636 4.13636364],0
