Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,31.735525,[ 3 14] ; [73 14],[12.42307692  4.57692308] ; [63.57692308 23.42307692],1
v4,1,0.00044,12.355432,[9 8] ; [76 10],[14.02912621  2.97087379] ; [70.97087379 15.02912621],1
b1,1,0.000566,11.883705,[15  2] ; [37 50],[8.5 8.5] ; [43.5 43.5],1
r1,1,0.000821,11.193985,[ 7 10] ; [69 17],[12.54368932  4.45631068] ; [63.45631068 22.54368932],1
r3,1,0.003932,8.315134,[11  6] ; [79  8],[14.71153846  2.28846154] ; [75.28846154 11.71153846],0
p3,1,0.013864,6.055429,[ 2 14] ; [39 47],[6.43137255 9.56862745] ; [34.56862745 51.43137255],0
s2,1,0.064511,3.417444,[ 3 14] ; [36 51],[ 6.375 10.625] ; [32.625 54.375],0
p9,1,0.127405,2.323847,[ 7 10] ; [52 33],[9.83333333 7.16666667] ; [49.16666667 35.83333333],0
a1,1,0.142647,2.149167,[ 2 15] ; [ 3 84],[ 0.81730769 16.18269231] ; [ 4.18269231 82.81730769],0
a5,1,0.179696,1.800135,[8 9] ; [56 31],[10.46153846  6.53846154] ; [53.53846154 33.46153846],0
n2,1,0.196789,1.666046,[3 4] ; [20  9],[4.47222222 2.52777778] ; [18.52777778 10.47222222],0
p12,1,0.205403,1.603532,[ 1 16] ; [ 1 83],[ 0.33663366 16.66336634] ; [ 1.66336634 82.33663366],0
p2,1,0.212792,1.552329,[9 8] ; [59 27],[11.22330097  5.77669903] ; [56.77669903 29.22330097],0
d1,1,0.215193,1.536143,[ 6 11] ; [45 42],[8.33653846 8.66346154] ; [42.66346154 44.33653846],0
v2,1,0.237369,1.396152,[ 5 12] ; [36 44],[7.18556701 9.81443299] ; [33.81443299 46.18556701],0
b2,1,0.243304,1.361347,[ 2 10] ; [16 31],[3.66101695 8.33898305] ; [14.33898305 32.66101695],0
b3,1,0.243304,1.361347,[ 2 10] ; [16 31],[3.66101695 8.33898305] ; [14.33898305 32.66101695],0
a3,1,0.248653,1.330853,[8 9] ; [54 33],[10.13461538  6.86538462] ; [51.86538462 35.13461538],0
a6,1,0.248653,1.330853,[8 9] ; [54 33],[10.13461538  6.86538462] ; [51.86538462 35.13461538],0
p11,1,0.251925,1.312599,[ 7 10] ; [49 38],[9.15384615 7.84615385] ; [46.84615385 40.15384615],0
u3,1,0.257363,1.282886,[5 4] ; [24  8],[6.36585366 2.63414634] ; [22.63414634  9.36585366],0
s5,1,0.275867,1.18734,[ 2 15] ; [19 61],[ 3.68041237 13.31958763] ; [17.31958763 62.68041237],0
d5,1,0.283858,1.148524,[11  6] ; [67 20],[12.75  4.25] ; [65.25 21.75],0
p10,1,0.287065,1.133333,[ 7 10] ; [47 38],[9. 8.] ; [45. 40.],0
s3,1,0.336192,0.9249,[ 6 10] ; [44 43],[7.76699029 8.23300971] ; [42.23300971 44.76699029],0
p7,1,0.343174,0.898539,[9 8] ; [34 50],[7.23762376 9.76237624] ; [35.76237624 48.23762376],0
d2,1,0.401718,0.703178,[ 5 12] ; [35 52],[ 6.53846154 10.46153846] ; [33.46153846 53.53846154],0
s4,1,0.447955,0.575822,[ 2 15] ; [17 70],[ 3.10576923 13.89423077] ; [15.89423077 71.10576923],0
n3,1,0.466479,0.530303,[4 3] ; [20  8],[4.8 2.2] ; [19.2  8.8],0
b4,1,0.481199,0.496145,[9 8] ; [54 33],[10.29807692  6.70192308] ; [52.70192308 34.29807692],0
p1,1,0.483388,0.491211,[ 1 16] ; [10 76],[ 1.81553398 15.18446602] ; [ 9.18446602 76.81553398],0
s1,1,0.490858,0.474645,[ 2 15] ; [ 6 81],[ 1.30769231 15.69230769] ; [ 6.69230769 80.30769231],0
d4,1,0.508933,0.436261,[15  2] ; [71 16],[14.05769231  2.94230769] ; [71.94230769 15.05769231],0
a4,1,0.534135,0.386518,[ 7 10] ; [29 58],[ 5.88461538 11.11538462] ; [30.11538462 56.88461538],0
d3,1,0.534135,0.386518,[10  7] ; [58 29],[11.11538462  5.88461538] ; [56.88461538 30.11538462],0
v1,1,0.564054,0.332733,[8 9] ; [34 52],[ 6.93203883 10.06796117] ; [35.06796117 50.93203883],0
a7,1,0.598009,0.278009,[10  7] ; [57 30],[10.95192308  6.04807692] ; [56.04807692 30.95192308],0
u2,1,0.598978,0.276541,[7 2] ; [22 10],[6.36585366 2.63414634] ; [22.63414634  9.36585366],0
n4,1,0.621958,0.243125,[ 5 12] ; [31 56],[ 5.88461538 11.11538462] ; [30.11538462 56.88461538],0
s6,1,0.623598,0.240843,[ 7 10] ; [41 45],[7.9223301 9.0776699] ; [40.0776699 45.9223301],0
s8,1,0.661518,0.191685,[ 4 13] ; [25 62],[ 4.74038462 12.25961538] ; [24.25961538 62.74038462],0
p4,1,0.677486,0.172969,[ 6 11] ; [35 51],[ 6.76699029 10.23300971] ; [34.23300971 51.76699029],0
a2,1,0.733024,0.116354,[ 2 15] ; [13 74],[ 2.45192308 14.54807692] ; [12.54807692 74.45192308],0
v3,1,0.73713,0.112665,[ 4 13] ; [22 58],[ 4.55670103 12.44329897] ; [21.44329897 58.55670103],0
n1,1,0.765875,0.08867,[2 5] ; [10 19],[2.33333333 4.66666667] ; [ 9.66666667 19.33333333],0
p8,1,0.784577,0.074725,[ 6 11] ; [33 52],[ 6.5 10.5] ; [32.5 52.5],0
s7,1,0.818984,0.052373,[ 4 10] ; [25 54],[4.3655914 9.6344086] ; [24.6344086 54.3655914],0
b5,1,0.871506,0.026162,[10  7] ; [53 34],[10.29807692  6.70192308] ; [52.70192308 34.29807692],0
p6,1,0.977812,0.000774,[ 3 13] ; [16 68],[ 3.04 12.96] ; [15.96 68.04],0
