Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b3,1,0.00017,14.142022,[20 64] ; [40 36],[31.5 52.5] ; [28.5 47.5],1
b2,1,0.00017,14.142022,[20 64] ; [40 36],[31.5 52.5] ; [28.5 47.5],1
v2,1,0.000203,13.805844,[64 86] ; [82 44],[79.34782609 70.65217391] ; [66.65217391 59.34782609],1
s6,1,0.000593,11.797349,[78 78] ; [93 40],[92.30449827 63.69550173] ; [78.69550173 54.30449827],1
v3,1,0.00849,6.927045,[ 43 110] ; [56 74],[53.5229682 99.4770318] ; [45.4770318 84.5229682],0
s8,1,0.008961,6.830566,[ 48 110] ; [61 74],[58.778157 99.221843] ; [50.221843 84.778157],0
s5,1,0.011885,6.32796,[ 33 118] ; [46 84],[ 42.4519573 108.5480427] ; [36.5480427 93.4519573],0
p3,1,0.030332,4.690386,[ 29 129] ; [39 95],[ 36.79452055 121.20547945] ; [ 31.20547945 102.79452055],0
a3,1,0.031848,4.606664,[99 59] ; [99 34],[107.50515464  50.49484536] ; [90.49484536 42.50515464],0
r1,1,0.035279,4.431626,[108  50] ; [107  28],[115.93856655  42.06143345] ; [99.06143345 35.93856655],0
r2,1,0.036439,4.376441,[142  14] ; [129   4],[146.28373702   9.71626298] ; [124.71626298   8.28373702],0
p1,1,0.051231,3.800695,[  7 150] ; [ 14 121],[ 11.29109589 145.70890411] ; [  9.70890411 125.29109589],0
u2,1,0.071289,3.253094,[22 36] ; [20 15],[26.19354839 31.80645161] ; [15.80645161 19.19354839],0
s2,1,0.072052,3.235648,[62 95] ; [67 67],[69.59793814 87.40206186] ; [59.40206186 74.59793814],0
s7,1,0.092773,2.825585,[ 54 100] ; [60 74],[60.95833333 93.04166667] ; [53.04166667 80.95833333],0
p6,1,0.093611,2.811161,[ 23 134] ; [ 29 101],[ 28.44599303 128.55400697] ; [ 23.55400697 106.44599303],0
n5,1,0.117706,2.447586,[97 59] ; [95 39],[103.28275862  52.71724138] ; [88.71724138 45.28275862],0
a5,1,0.126355,2.336725,[99 59] ; [96 39],[105.15358362  52.84641638] ; [89.84641638 45.15358362],0
v4,1,0.131898,2.270025,[142  14] ; [128   6],[145.24137931  10.75862069] ; [124.75862069   9.24137931],0
a4,1,0.134531,2.239431,[ 56 102] ; [59 75],[62.2260274 95.7739726] ; [52.7739726 81.2260274],0
p2,1,0.149833,2.073949,[114  43] ; [107  27],[119.23367698  37.76632302] ; [101.76632302  32.23367698],0
r3,1,0.185588,1.752296,[150   7] ; [123  11],[147.28865979   9.71134021] ; [125.71134021   8.28865979],0
s4,1,0.197847,1.658193,[ 33 125] ; [ 20 113],[ 28.7766323 129.2233677] ; [ 24.2233677 108.7766323],0
