Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,68.169145,[596  28] ; [11 10],[587.2372093  36.7627907] ; [19.7627907  1.2372093],1
r3,1,3e-06,21.859485,[601  21] ; [16  5],[596.84914463  25.15085537] ; [20.15085537  0.84914463],1
p10,1,4e-06,21.401281,[509 106] ; [ 9 12],[500.89622642 114.10377358] ; [17.10377358  3.89622642],1
n6,1,2.7e-05,17.623633,[528  93] ; [10 10],[521.21372855  99.78627145] ; [16.78627145  3.21372855],1
p11,1,2.9e-05,17.491068,[484 140] ; [ 8 13],[475.98139535 148.01860465] ; [16.01860465  4.98139535],1
p9,1,4.9e-05,16.488071,[521  90] ; [11 10],[514.32278481  96.67721519] ; [17.67721519  3.32278481],1
r1,1,0.000528,12.012726,[528  92] ; [12  9],[522.30889236  97.69110764] ; [17.69110764  3.30889236],1
p2,1,0.000842,11.146194,[525  96] ; [12  9],[519.43457944 101.56542056] ; [17.56542056  3.43457944],1
p7,1,0.001159,10.554972,[383 220] ; [ 6 15],[375.90865385 227.09134615] ; [13.09134615  7.90865385],0
s1,1,0.005947,7.566284,[ 19 593] ; [ 3 18],[ 21.27014218 590.72985782] ; [ 0.72985782 20.27014218],0
n3,1,0.007624,7.119637,[98 33] ; [2 5],[94.92753623 36.07246377] ; [5.07246377 1.92753623],0
u3,1,0.016279,5.772478,[114  62] ; [1 5],[111.20879121  64.79120879] ; [3.79120879 2.20879121],0
a1,1,0.022987,5.169492,[ 25 599] ; [ 3 18],[ 27.08837209 596.91162791] ; [ 0.91162791 20.08837209],0
d4,1,0.025875,4.96432,[527  95] ; [14  7],[523.33125972  98.66874028] ; [17.66874028  3.33125972],0
s8,1,0.030634,4.673334,[264 354] ; [ 4 17],[259.19248826 358.80751174] ; [ 8.80751174 12.19248826],0
s6,1,0.030764,4.666111,[417 196] ; [ 9 11],[412.54028436 200.45971564] ; [13.45971564  6.54028436],0
b1,1,0.033668,4.511465,[216 408] ; [12  9],[220.57674419 403.42325581] ; [ 7.42325581 13.57674419],0
p4,1,0.034895,4.450292,[377 241] ; [ 8 13],[372.34741784 245.65258216] ; [12.65258216  8.34741784],0
u1,1,0.053919,3.715209,[140 484] ; [ 1 20],[136.40930233 487.59069767] ; [ 4.59069767 16.40930233],0
s7,1,0.059734,3.544764,[286 307] ; [ 5 14],[281.96568627 311.03431373] ; [9.03431373 9.96568627],0
a5,1,0.065078,3.403003,[468 156] ; [12  9],[464.37209302 159.62790698] ; [15.62790698  5.37209302],0
b5,1,0.081089,3.042938,[412 212] ; [10 11],[408.26046512 215.73953488] ; [13.73953488  7.26046512],0
p8,1,0.101087,2.688307,[328 284] ; [ 7 13],[324.39873418 287.60126582] ; [10.60126582  9.39873418],0
p3,1,0.125673,2.345151,[312 308] ; [ 7 14],[308.54914197 311.45085803] ; [10.45085803 10.54914197],0
n4,1,0.127533,2.322275,[475 147] ; [13  8],[472.0622084 149.9377916] ; [15.9377916  5.0622084],0
a2,1,0.127597,2.321503,[185 439] ; [ 3 18],[181.87906977 442.12093023] ; [ 6.12093023 14.87906977],0
a4,1,0.132184,2.266671,[281 341] ; [ 6 15],[277.62674961 344.37325039] ; [ 9.37325039 11.62674961],0
v1,1,0.137377,2.207101,[331 276] ; [ 8 13],[327.66401274 279.33598726] ; [11.33598726  9.66401274],0
d1,1,0.14812,2.091507,[394 230] ; [10 11],[390.84651163 233.15348837] ; [13.15348837  7.84651163],0
s2,1,0.203748,1.6153,[322 295] ; [ 8 13],[319.13793103 297.86206897] ; [10.86206897 10.13793103],0
n5,1,0.227085,1.45903,[458 163] ; [13  8],[455.59345794 165.40654206] ; [15.40654206  5.59345794],0
p6,1,0.234351,1.414258,[224 390] ; [ 5 16],[221.42677165 392.57322835] ; [ 7.57322835 13.42677165],0
u2,1,0.235693,1.406169,[101  74] ; [2 4],[99.58563536 75.41436464] ; [3.41436464 2.58563536],0
b4,1,0.277088,1.181319,[372 252] ; [15  6],[374.4 249.6] ; [12.6  8.4],0
v3,1,0.278032,1.176685,[241 356] ; [ 6 15],[238.60679612 358.39320388] ; [ 8.39320388 12.60679612],0
v2,1,0.317916,0.997499,[349 247] ; [10 11],[346.78119935 249.21880065] ; [12.21880065  8.78119935],0
n2,1,0.325305,0.967498,[97 34] ; [4 3],[95.87681159 35.12318841] ; [5.12318841 1.87681159],0
p5,1,0.355519,0.85366,[ 69 549] ; [ 1 20],[ 67.69953052 550.30046948] ; [ 2.30046948 18.69953052],0
p1,1,0.414416,0.666095,[ 56 563] ; [ 3 18],[ 57.0640625 561.9359375] ; [ 1.9359375 19.0640625],0
s3,1,0.440615,0.594679,[344 269] ; [10 11],[342.27444795 270.72555205] ; [11.72555205  9.27444795],0
