Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,54.436281,[104  64] ; [ 1 48],[81.29032258 86.70967742] ; [23.70967742 25.29032258],1
d5,1,0.0,48.097285,[142  26] ; [17 32],[123.09677419  44.90322581] ; [35.90322581 13.09677419],1
a3,1,0.0,32.159795,[139  28] ; [21 28],[123.7037037  43.2962963] ; [36.2962963 12.7037037],1
a5,1,0.0,27.314059,[131  37] ; [19 30],[116.12903226  51.87096774] ; [33.87096774 15.12903226],1
d3,1,1.1e-05,19.379346,[87 81] ; [ 8 41],[73.5483871 94.4516129] ; [21.4516129 27.5483871],1
a4,1,0.000282,13.183041,[87 81] ; [11 38],[75.87096774 92.12903226] ; [22.12903226 26.87096774],1
r1,1,0.000366,12.697501,[127  41] ; [24 25],[116.90322581  51.09677419] ; [34.09677419 14.90322581],1
s5,1,0.00091,11.003151,[71 89] ; [ 8 38],[61.3592233 98.6407767] ; [17.6407767 28.3592233],1
d2,1,0.001814,9.729025,[90 77] ; [14 35],[80.40740741 86.59259259] ; [23.59259259 25.40740741],0
r4,1,0.006102,7.520037,[145  23] ; [34 15],[138.58064516  29.41935484] ; [40.41935484  8.58064516],0
r3,1,0.006419,7.42869,[160   8] ; [41  8],[155.61290323  12.38709677] ; [45.38709677  3.61290323],0
p7,1,0.007078,7.253142,[111  52] ; [23 26],[103.02830189  59.97169811] ; [30.97169811 18.02830189],0
v1,1,0.007116,7.24354,[97 66] ; [18 30],[88.83886256 74.16113744] ; [26.16113744 21.83886256],0
v2,1,0.007515,7.145464,[89 73] ; [15 31],[81. 81.] ; [23. 23.],0
s2,1,0.019846,5.425432,[88 80] ; [16 32],[80.88888889 87.11111111] ; [23.11111111 24.88888889],0
s7,1,0.022329,5.219942,[95 68] ; [19 29],[88.06635071 74.93364929] ; [25.93364929 22.06635071],0
v3,1,0.037112,4.345264,[69 94] ; [12 35],[ 62.87142857 100.12857143] ; [18.12857143 28.87142857],0
n4,1,0.042923,4.098441,[138  29] ; [34 15],[132.98148148  34.01851852] ; [39.01851852  9.98148148],0
p2,1,0.070175,3.278933,[139  25] ; [36 13],[134.74178404  29.25821596] ; [40.25821596  8.74178404],0
n6,1,0.076429,3.13925,[143  23] ; [37 12],[138.97674419  27.02325581] ; [41.02325581  7.97674419],0
p4,1,0.089273,2.887432,[100  65] ; [23 26],[94.8364486 70.1635514] ; [28.1635514 20.8364486],0
s8,1,0.093713,2.809402,[88 80] ; [19 30],[82.83870968 85.16129032] ; [24.16129032 24.83870968],0
s3,1,0.127541,2.322183,[99 68] ; [22 25],[94.42523364 72.57476636] ; [26.57476636 20.42523364],0
b2,1,0.151746,2.054608,[56 56] ; [11 20],[52.47552448 59.52447552] ; [14.52447552 16.47552448],0
b3,1,0.151746,2.054608,[56 56] ; [11 20],[52.47552448 59.52447552] ; [14.52447552 16.47552448],0
p3,1,0.153816,2.033996,[87 79] ; [20 29],[82.61395349 83.38604651] ; [24.38604651 24.61395349],0
a6,1,0.172138,1.864224,[ 64 104] ; [24 25],[68.12903226 99.87096774] ; [19.87096774 29.12903226],0
r2,1,0.207178,1.591036,[152  14] ; [41  7],[149.71028037  16.28971963] ; [43.28971963  4.71028037],0
u3,1,0.214547,1.540475,[14 15] ; [ 9 19],[11.70175439 17.29824561] ; [11.29824561 16.70175439],0
s6,1,0.231149,1.433776,[113  51] ; [28 19],[109.59241706  54.40758294] ; [31.40758294 15.59241706],0
p10,1,0.248558,1.331389,[147  20] ; [40  9],[144.5787037  22.4212963] ; [42.4212963  6.5787037],0
p6,1,0.315176,1.00886,[62 99] ; [15 34],[ 59.03333333 101.96666667] ; [17.96666667 31.03333333],0
a1,1,0.37464,0.788215,[ 13 155] ; [ 2 47],[ 11.61290323 156.38709677] ; [ 3.38709677 45.61290323],0
a8,1,0.387421,0.747022,[ 18 144] ; [ 7 37],[ 19.66019417 142.33980583] ; [ 5.33980583 38.66019417],0
