Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,23.272793,[ 8 34] ; [56 31],[20.8372093 21.1627907] ; [43.1627907 43.8372093],1
p2,1,0.000507,12.090207,[24 18] ; [74 13],[31.90697674 10.09302326] ; [66.09302326 20.90697674],1
p6,1,0.001616,9.941019,[ 9 33] ; [44 43],[17.25581395 24.74418605] ; [35.74418605 51.25581395],0
p4,1,0.006768,7.333593,[18 24] ; [59 28],[25.06976744 16.93023256] ; [51.93023256 35.06976744],0
p11,1,0.009388,6.747507,[26 16] ; [72 15],[31.90697674 10.09302326] ; [66.09302326 20.90697674],0
p10,1,0.009756,6.678954,[26 15] ; [73 14],[31.7109375  9.2890625] ; [67.2890625 19.7109375],0
b5,1,0.020879,5.336897,[25 17] ; [33 54],[18.88372093 23.11627907] ; [39.11627907 47.88372093],0
n6,1,0.039279,4.248743,[29 12] ; [74 12],[33.2519685  7.7480315] ; [69.7480315 16.2519685],0
s7,1,0.047622,3.923291,[24 13] ; [70 16],[28.27642276  8.72357724] ; [65.72357724 20.27642276],0
d2,1,0.05236,3.764231,[26 16] ; [38 49],[20.8372093 21.1627907] ; [43.1627907 43.8372093],0
v3,1,0.055526,3.666224,[13 26] ; [45 42],[17.95238095 21.04761905] ; [40.04761905 46.95238095],0
s1,1,0.062029,3.482273,[ 5 37] ; [ 3 84],[ 2.60465116 39.39534884] ; [ 5.39534884 81.60465116],0
n5,1,0.064746,3.411443,[28 14] ; [70 16],[32.15625  9.84375] ; [65.84375 20.15625],0
p5,1,0.07024,3.277408,[ 2 39] ; [14 72],[ 5.16535433 35.83464567] ; [10.83464567 75.16535433],0
d3,1,0.089911,2.875959,[16 26] ; [47 40],[20.51162791 21.48837209] ; [42.48837209 44.51162791],0
v4,1,0.108341,2.578259,[36  6] ; [81  5],[38.390625  3.609375] ; [78.609375  7.390625],0
d1,1,0.115432,2.478233,[26 16] ; [41 46],[21.81395349 20.18604651] ; [45.18604651 41.81395349],0
n2,1,0.118425,2.438031,[12  7] ; [17  3],[14.12820513  4.87179487] ; [14.87179487  5.12820513],0
s5,1,0.118747,2.433772,[15 24] ; [45 39],[19.02439024 19.97560976] ; [40.97560976 43.02439024],0
p3,1,0.120004,2.417263,[19 23] ; [52 35],[23.11627907 18.88372093] ; [47.88372093 39.11627907],0
r3,1,0.126874,2.330343,[37  5] ; [83  4],[39.06976744  2.93023256] ; [80.93023256  6.06976744],0
s6,1,0.131728,2.272024,[37  3] ; [70 15],[34.24  5.76] ; [72.76 12.24],0
a4,1,0.151484,2.05724,[24 18] ; [38 49],[20.18604651 21.81395349] ; [41.81395349 45.18604651],0
b2,1,0.186004,1.748988,[10 22] ; [29 35],[13. 19.] ; [26. 38.],0
b3,1,0.186004,1.748988,[10 22] ; [29 35],[13. 19.] ; [26. 38.],0
n4,1,0.200292,1.640247,[30 12] ; [70 16],[32.8125  9.1875] ; [67.1875 18.8125],0
a8,1,0.232409,1.42606,[ 3 36] ; [13 71],[ 5.07317073 33.92682927] ; [10.92682927 73.07317073],0
r4,1,0.291195,1.114086,[32 10] ; [73 14],[34.18604651  7.81395349] ; [70.81395349 16.18604651],0
s3,1,0.336185,0.924925,[34  8] ; [76 11],[35.81395349  6.18604651] ; [74.18604651 12.81395349],0
v2,1,0.348177,0.880092,[19 21] ; [48 37],[21.44 18.56] ; [45.56 39.44],0
u3,1,0.36671,0.814783,[7 3] ; [10  9],[5.86206897 4.13793103] ; [11.13793103  7.86206897],0
a5,1,0.395215,0.722835,[32 10] ; [60 27],[29.95348837 12.04651163] ; [62.04651163 24.95348837],0
p1,1,0.430111,0.622523,[ 4 38] ; [ 5 82],[ 2.93023256 39.06976744] ; [ 6.06976744 80.93023256],0
p9,1,0.43117,0.619671,[31 10] ; [71 16],[32.671875  8.328125] ; [69.328125 17.671875],0
a6,1,0.438096,0.601265,[13 29] ; [33 54],[14.97674419 27.02325581] ; [31.02325581 55.97674419],0
s8,1,0.502226,0.45023,[28 14] ; [63 24],[29.62790698 12.37209302] ; [61.37209302 25.62790698],0
n1,1,0.51583,0.422222,[ 9 10] ; [11  8],[10.  9.] ; [10.  9.],0
u4,1,0.541052,0.373594,[ 1 41] ; [ 4 83],[ 1.62790698 40.37209302] ; [ 3.37209302 83.62790698],0
p12,1,0.573784,0.316392,[ 4 37] ; [ 6 81],[ 3.203125 37.796875] ; [ 6.796875 80.203125],0
b4,1,0.575847,0.312996,[22 20] ; [41 46],[20.51162791 21.48837209] ; [42.48837209 44.51162791],0
r1,1,0.592098,0.28708,[29 13] ; [64 23],[30.27906977 11.72093023] ; [62.72093023 24.27906977],0
b1,1,0.662131,0.190946,[22 20] ; [42 45],[20.8372093 21.1627907] ; [43.1627907 43.8372093],0
u2,1,0.684498,0.165106,[5 5] ; [11  8],[5.51724138 4.48275862] ; [10.48275862  8.51724138],0
n3,1,0.698176,0.150376,[12  7] ; [12  9],[11.4  7.6] ; [12.6  8.4],0
d5,1,0.711393,0.13689,[32 10] ; [68 18],[32.8125  9.1875] ; [67.1875 18.8125],0
r2,1,0.720254,0.12825,[38  4] ; [76 10],[37.40625  4.59375] ; [76.59375  9.40625],0
a3,1,0.801649,0.063109,[32 10] ; [68 19],[32.55813953  9.44186047] ; [67.44186047 19.55813953],0
d4,1,0.803691,0.061788,[34  8] ; [68 18],[33.46875  8.53125] ; [68.53125 17.46875],0
a2,1,0.884589,0.02107,[ 4 38] ; [ 9 78],[ 4.23255814 37.76744186] ; [ 8.76744186 78.23255814],0
a1,1,0.884589,0.02107,[ 4 38] ; [ 9 78],[ 4.23255814 37.76744186] ; [ 8.76744186 78.23255814],0
s4,1,0.91291,0.011961,[10 31] ; [22 65],[10.25 30.75] ; [21.75 65.25],0
v1,1,0.925241,0.008805,[25 15] ; [53 33],[24.76190476 15.23809524] ; [53.23809524 32.76190476],0
u1,1,0.958962,0.002648,[ 3 39] ; [ 6 81],[ 2.93023256 39.06976744] ; [ 6.06976744 80.93023256],0
