Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.00049,12.152962,[22 74] ; [27 26],[31.5704698 64.4295302] ; [17.4295302 35.5704698],1
v3,1,0.001492,10.088179,[13 81] ; [19 33],[20.60273973 73.39726027] ; [11.39726027 40.60273973],0
s6,1,0.00152,10.05447,[34 62] ; [32 19],[43.10204082 52.89795918] ; [22.89795918 28.10204082],0
v2,1,0.001707,9.840926,[20 74] ; [24 28],[28.32876712 65.67123288] ; [15.67123288 36.32876712],0
p5,1,0.002718,8.987897,[ 2 92] ; [ 8 45],[ 6.39455782 87.60544218] ; [ 3.60544218 49.39455782],0
p4,1,0.002775,8.949921,[27 69] ; [28 25],[35.43624161 60.56375839] ; [19.56375839 33.43624161],0
p9,1,0.014082,6.027839,[58 33] ; [44  9],[64.45833333 26.54166667] ; [37.54166667 15.45833333],0
u3,1,0.0216,5.277758,[12 34] ; [12 10],[16.23529412 29.76470588] ; [ 7.76470588 14.23529412],0
p2,1,0.043294,4.083869,[54 41] ; [39 14],[59.69594595 35.30405405] ; [33.30405405 19.69594595],0
s2,1,0.048176,3.903838,[28 68] ; [24 29],[33.5033557 62.4966443] ; [18.4966443 34.5033557],0
p10,1,0.060747,3.516884,[54 39] ; [39 14],[59.23972603 33.76027397] ; [33.76027397 19.23972603],0
n2,1,0.093081,2.820258,[24 14] ; [13  2],[26.52830189 11.47169811] ; [10.47169811  4.52830189],0
a6,1,0.126168,2.339032,[56 40] ; [24 29],[51.54362416 44.45637584] ; [28.45637584 24.54362416],0
s3,1,0.126921,2.329771,[34 60] ; [26 27],[38.36734694 55.63265306] ; [21.63265306 31.36734694],0
s5,1,0.139815,2.179991,[13 81] ; [12 39],[16.20689655 77.79310345] ; [ 8.79310345 42.20689655],0
b1,1,0.170666,1.87708,[36 60] ; [26 27],[39.94630872 56.05369128] ; [22.05369128 30.94630872],0
a7,1,0.187406,1.737892,[49 47] ; [33 20],[52.83221477 43.16778523] ; [29.16778523 23.83221477],0
p8,1,0.20584,1.600449,[26 68] ; [20 33],[29.41496599 64.58503401] ; [16.58503401 36.41496599],0
n5,1,0.209347,1.575939,[59 37] ; [38 15],[62.4966443 33.5033557] ; [34.5033557 18.4966443],0
s7,1,0.212486,1.554407,[19 73] ; [15 35],[22.02816901 69.97183099] ; [11.97183099 38.02816901],0
v4,1,0.215551,1.533745,[70 25] ; [43  9],[73.02721088 21.97278912] ; [39.97278912 12.02721088],0
n4,1,0.243528,1.360055,[54 42] ; [35 18],[57.34228188 38.65771812] ; [31.65771812 21.34228188],0
r4,1,0.255519,1.292875,[45 51] ; [30 23],[48.32214765 47.67785235] ; [26.67785235 26.32214765],0
a8,1,0.276561,1.183913,[ 8 83] ; [ 2 49],[ 6.4084507 84.5915493] ; [ 3.5915493 47.4084507],0
u1,1,0.323481,0.974822,[ 5 91] ; [ 1 52],[ 3.86577181 92.13422819] ; [ 2.13422819 50.86577181],0
d4,1,0.363269,0.826562,[58 38] ; [36 17],[60.56375839 35.43624161] ; [33.43624161 19.56375839],0
b2,1,0.401954,0.702472,[21 39] ; [ 7 20],[19.31034483 40.68965517] ; [ 8.68965517 18.31034483],0
b3,1,0.401954,0.702472,[21 39] ; [ 7 20],[19.31034483 40.68965517] ; [ 8.68965517 18.31034483],0
u2,1,0.409134,0.681316,[17 29] ; [10 11],[18.53731343 27.46268657] ; [ 8.46268657 12.53731343],0
b5,1,0.413765,0.667957,[55 41] ; [34 19],[57.34228188 38.65771812] ; [31.65771812 21.34228188],0
s8,1,0.429641,0.623795,[15 81] ; [11 42],[16.75167785 79.24832215] ; [ 9.24832215 43.75167785],0
a3,1,0.452236,0.565042,[50 46] ; [31 22],[52.18791946 43.81208054] ; [28.81208054 24.18791946],0
r3,1,0.508201,0.43777,[71 25] ; [41 11],[72.64864865 23.35135135] ; [39.35135135 12.64864865],0
p7,1,0.544838,0.366646,[36 58] ; [23 30],[37.72789116 56.27210884] ; [21.27210884 31.72789116],0
d3,1,0.565788,0.329781,[46 50] ; [28 25],[47.67785235 48.32214765] ; [26.32214765 26.67785235],0
d2,1,0.60058,0.274122,[36 58] ; [18 35],[34.53061224 59.46938776] ; [19.46938776 33.53061224],0
n1,1,0.603293,0.270058,[12 25] ; [6 9],[12.80769231 24.19230769] ; [5.19230769 9.80769231],0
b4,1,0.617205,0.249816,[53 43] ; [27 26],[51.54362416 44.45637584] ; [28.45637584 24.54362416],0
r2,1,0.629055,0.233345,[67 27] ; [39 13],[68.24657534 25.75342466] ; [37.75342466 14.24657534],0
n3,1,0.677828,0.172581,[23 15] ; [10  5],[23.66037736 14.33962264] ; [9.33962264 5.66037736],0
a2,1,0.702391,0.145996,[11 85] ; [ 5 48],[10.30872483 85.69127517] ; [ 5.69127517 47.30872483],0
p11,1,0.729933,0.119173,[57 39] ; [33 20],[57.98657718 38.01342282] ; [32.01342282 20.98657718],0
d5,1,0.745282,0.105538,[59 37] ; [34 19],[59.91946309 36.08053691] ; [33.08053691 19.91946309],0
s4,1,0.774565,0.08203,[20 76] ; [10 43],[19.32885906 76.67114094] ; [10.67114094 42.32885906],0
n6,1,0.793755,0.06835,[68 27] ; [39 14],[68.68243243 26.31756757] ; [38.31756757 14.68243243],0
a5,1,0.816535,0.053826,[47 49] ; [27 26],[47.67785235 48.32214765] ; [26.32214765 26.67785235],0
s1,1,0.83331,0.044293,[ 3 93] ; [ 2 51],[ 3.22147651 92.77852349] ; [ 1.77852349 51.22147651],0
p1,1,0.851869,0.03487,[ 8 87] ; [ 4 49],[ 7.7027027 87.2972973] ; [ 4.2972973 48.7027027],0
a1,1,0.865937,0.028501,[ 8 88] ; [ 4 49],[ 7.73154362 88.26845638] ; [ 4.26845638 48.73154362],0
d1,1,0.875671,0.02448,[32 64] ; [17 36],[31.5704698 64.4295302] ; [17.4295302 35.5704698],0
a4,1,0.927301,0.008325,[28 67] ; [16 37],[28.24324324 66.75675676] ; [15.75675676 37.24324324],0
