Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000286,13.159111,[19 34] ; [27  9],[27.39325843 25.60674157] ; [18.60674157 17.39325843],1
b1,1,0.000375,12.653799,[34 20] ; [10 29],[25.5483871 28.4516129] ; [18.4516129 20.5483871],1
p2,1,0.000615,11.729902,[17 36] ; [26 12],[25.04395604 27.95604396] ; [17.95604396 20.04395604],1
n6,1,0.000639,11.659919,[18 34] ; [27 11],[26. 26.] ; [19. 19.],1
p10,1,0.000898,11.027901,[17 36] ; [25 12],[24.73333333 28.26666667] ; [17.26666667 19.73333333],1
s6,1,0.00192,9.624116,[10 44] ; [19 20],[16.83870968 37.16129032] ; [12.16129032 26.83870968],0
p9,1,0.001989,9.55963,[18 33] ; [26 12],[25.21348315 25.78651685] ; [18.78651685 19.21348315],0
v2,1,0.002347,9.256345,[11 40] ; [20 18],[17.76404494 33.23595506] ; [13.23595506 24.76404494],0
n3,1,0.004233,8.18087,[12 20] ; [13  3],[16.66666667 15.33333333] ; [8.33333333 7.66666667],0
s8,1,0.004307,8.149639,[ 2 52] ; [ 9 30],[ 6.38709677 47.61290323] ; [ 4.61290323 34.38709677],0
s7,1,0.004568,8.043084,[ 7 42] ; [16 23],[12.80681818 36.19318182] ; [10.19318182 28.80681818],0
s5,1,0.014396,5.988896,[ 4 49] ; [10 28],[ 8.15384615 44.84615385] ; [ 5.84615385 32.15384615],0
b3,1,0.014673,5.955336,[16 13] ; [ 5 18],[11.71153846 17.28846154] ; [ 9.28846154 13.71153846],0
b2,1,0.014673,5.955336,[16 13] ; [ 5 18],[11.71153846 17.28846154] ; [ 9.28846154 13.71153846],0
b4,1,0.027886,4.835083,[28 26] ; [29 10],[33.09677419 20.90322581] ; [23.90322581 15.09677419],0
p8,1,0.029211,4.755154,[ 5 49] ; [10 28],[ 8.80434783 45.19565217] ; [ 6.19565217 31.80434783],0
a1,1,0.057333,3.612905,[10 44] ; [ 2 37],[ 6.96774194 47.03225806] ; [ 5.03225806 33.96774194],0
u3,1,0.0602,3.53187,[ 4 20] ; [7 9],[ 6.6 17.4] ; [ 4.4 11.6],0
s2,1,0.062001,3.483035,[ 9 45] ; [13 26],[12.77419355 41.22580645] ; [ 9.22580645 29.77419355],0
n2,1,0.073158,3.210715,[14 18] ; [12  5],[16.97959184 15.02040816] ; [9.02040816 7.97959184],0
s1,1,0.073382,3.205704,[ 7 46] ; [ 1 38],[ 4.60869565 48.39130435] ; [ 3.39130435 35.60869565],0
s3,1,0.094787,2.791132,[16 37] ; [18 20],[19.8021978 33.1978022] ; [14.1978022 23.8021978],0
p5,1,0.167971,1.900962,[ 1 52] ; [ 3 35],[ 2.32967033 50.67032967] ; [ 1.67032967 36.32967033],0
u1,1,0.204343,1.611062,[ 2 52] ; [ 4 35],[ 3.48387097 50.51612903] ; [ 2.51612903 36.48387097],0
u2,1,0.257586,1.281686,[ 8 15] ; [8 7],[ 9.68421053 13.31578947] ; [6.31578947 8.68421053],0
a7,1,0.279083,1.171549,[26 27] ; [23 15],[28.53846154 24.46153846] ; [20.46153846 17.53846154],0
v4,1,0.30059,1.071575,[28 25] ; [23 13],[30.37078652 22.62921348] ; [20.62921348 15.37078652],0
a8,1,0.377193,0.779832,[ 3 48] ; [ 4 32],[ 4.10344828 46.89655172] ; [ 2.89655172 33.10344828],0
r1,1,0.391333,0.734795,[18 35] ; [10 29],[16.13043478 36.86956522] ; [11.86956522 27.13043478],0
p3,1,0.474294,0.511955,[ 8 44] ; [ 4 35],[ 6.85714286 45.14285714] ; [ 5.14285714 33.85714286],0
d5,1,0.563959,0.332895,[30 24] ; [24 15],[31.35483871 22.64516129] ; [22.64516129 16.35483871],0
d4,1,0.588357,0.292917,[34 20] ; [26 12],[35.2173913 18.7826087] ; [24.7826087 13.2173913],0
p7,1,0.616574,0.250712,[12 40] ; [10 26],[13. 39.] ; [ 9. 27.],0
r2,1,0.665421,0.187005,[33 19] ; [20 14],[32.04651163 19.95348837] ; [20.95348837 13.04651163],0
s4,1,0.685129,0.164409,[ 8 46] ; [ 7 32],[ 8.70967742 45.29032258] ; [ 6.29032258 32.70967742],0
a4,1,0.690115,0.158961,[17 36] ; [11 28],[16.13043478 36.86956522] ; [11.86956522 27.13043478],0
d2,1,0.708265,0.140016,[23 30] ; [15 23],[22.13186813 30.86813187] ; [15.86813187 22.13186813],0
n4,1,0.749338,0.102088,[33 20] ; [23 16],[32.26086957 20.73913043] ; [23.73913043 15.26086957],0
a6,1,0.765487,0.088973,[26 28] ; [20 19],[26.70967742 27.29032258] ; [19.29032258 19.70967742],0
a2,1,0.801126,0.063449,[ 6 48] ; [ 5 34],[ 6.38709677 47.61290323] ; [ 4.61290323 34.38709677],0
b5,1,0.849246,0.036131,[28 26] ; [21 18],[28.4516129 25.5483871] ; [20.5483871 18.4516129],0
d3,1,0.88321,0.02158,[25 28] ; [19 20],[25.34782609 27.65217391] ; [18.65217391 20.34782609],0
p6,1,0.886861,0.020243,[ 5 47] ; [ 4 34],[ 5.2 46.8] ; [ 3.8 34.2],0
a3,1,0.902325,0.015061,[30 22] ; [23 16],[30.28571429 21.71428571] ; [22.71428571 16.28571429],0
v3,1,0.907315,0.013555,[12 41] ; [ 9 29],[12.23076923 40.76923077] ; [ 8.76923077 29.23076923],0
d1,1,0.910344,0.01268,[20 34] ; [14 25],[19.74193548 34.25806452] ; [14.25806452 24.74193548],0
