Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,48.54224,[197  73] ; [55 90],[163.95180723 106.04819277] ; [88.04819277 56.95180723],1
a4,1,0.0,48.293428,[134 136] ; [ 22 124],[101.25 168.75] ; [54.75 91.25],1
d5,1,0.0,33.269925,[223  47] ; [83 64],[198.1294964  71.8705036] ; [107.8705036  39.1294964],1
d2,1,0.0,32.697257,[132 136] ; [ 30 116],[104.86956522 163.13043478] ; [57.13043478 88.86956522],1
d1,1,0.0,26.844215,[151 120] ; [ 43 104],[125.77511962 145.22488038] ; [68.22488038 78.77511962],1
a6,1,1e-06,23.443304,[198  72] ; [73 74],[175.4676259  94.5323741] ; [95.5323741 51.4676259],1
d4,1,1.7e-05,18.533864,[224  46] ; [93 52],[206.24096386  63.75903614] ; [110.75903614  34.24096386],1
r1,1,2.3e-05,17.93345,[205  63] ; [83 64],[185.98554217  82.01445783] ; [102.01445783  44.98554217],1
u1,1,6.7e-05,15.886362,[ 42 229] ; [  4 143],[ 29.82296651 241.17703349] ; [ 16.17703349 130.82296651],1
n4,1,0.000562,11.896726,[195  75] ; [81 65],[179.13461538  90.86538462] ; [96.86538462 49.13461538],1
v2,1,0.000743,11.37744,[136 123] ; [48 90],[120.04030227 138.95969773] ; [63.95969773 74.04030227],1
r4,1,0.000752,11.35579,[222  49] ; [99 48],[208.11244019  62.88755981] ; [112.88755981  34.11244019],1
d3,1,0.003006,8.80368,[183  87] ; [78 69],[168.99280576 101.00719424] ; [92.00719424 54.99280576],0
p4,1,0.003047,8.778904,[121 149] ; [ 43 101],[106.95652174 163.04347826] ; [57.04347826 86.95652174],0
n5,1,0.012361,6.258382,[187  82] ; [83 62],[175.43478261  93.56521739] ; [94.56521739 50.43478261],0
v1,1,0.014534,5.972075,[119 145] ; [47 97],[107.41176471 156.58823529] ; [58.58823529 85.41176471],0
r2,1,0.0187,5.529323,[241  23] ; [122  24],[233.73658537  30.26341463] ; [129.26341463  16.73658537],0
a7,1,0.021482,5.287254,[196  74] ; [90 56],[185.625  84.375] ; [100.375  45.625],0
r3,1,0.024432,5.063694,[241  27] ; [120  26],[233.69082126  34.30917874] ; [127.30917874  18.69082126],0
s7,1,0.024463,5.061539,[ 62 194] ; [ 21 122],[ 53.25313283 202.74686717] ; [ 29.74686717 113.25313283],0
p8,1,0.032227,4.586361,[106 162] ; [ 42 103],[ 96.03874092 171.96125908] ; [51.96125908 93.03874092],0
p10,1,0.035649,4.413822,[190  80] ; [86 57],[180.43583535  89.56416465] ; [95.56416465 47.43583535],0
b4,1,0.040714,4.187886,[149 122] ; [96 51],[158.83971292 112.16028708] ; [86.16028708 60.83971292],0
s6,1,0.046022,3.980797,[130 136] ; [56 89],[120.37956204 145.62043796] ; [65.62043796 79.37956204],0
p3,1,0.056786,3.628865,[ 94 175] ; [ 38 109],[ 85.35576923 183.64423077] ; [ 46.64423077 100.35576923],0
p11,1,0.066839,3.358984,[195  76] ; [93 54],[186.71770335  84.28229665] ; [101.28229665  45.71770335],0
p2,1,0.077613,3.114187,[199  70] ; [96 50],[191.21686747  77.78313253] ; [103.78313253  42.21686747],0
b2,1,0.118945,2.431157,[ 46 103] ; [16 60],[ 41.05777778 107.94222222] ; [20.94222222 55.05777778],0
b3,1,0.118945,2.431157,[ 46 103] ; [16 60],[ 41.05777778 107.94222222] ; [20.94222222 55.05777778],0
v4,1,0.180431,1.794068,[237  30] ; [122  23],[232.65291262  34.34708738] ; [126.34708738  18.65291262],0
a1,1,0.187228,1.7393,[ 15 256] ; [  4 143],[ 12.31818182 258.68181818] ; [  6.68181818 140.31818182],0
n1,1,0.265723,1.238692,[26 45] ; [12 33],[23.25862069 47.74137931] ; [14.74137931 30.25862069],0
p9,1,0.266103,1.236725,[192  74] ; [95 47],[187.1127451  78.8872549] ; [99.8872549 42.1127451],0
s1,1,0.281365,1.160483,[  9 260] ; [  8 136],[ 11.07263923 257.92736077] ; [  5.92736077 138.07263923],0
n6,1,0.304638,1.053782,[203  64] ; [105  42],[198.63768116  68.36231884] ; [109.36231884  37.63768116],0
a8,1,0.314541,1.011512,[ 30 218] ; [ 12 125],[ 27.05454545 220.94545455] ; [ 14.94545455 122.05454545],0
p7,1,0.391121,0.735455,[121 147] ; [57 83],[116.92156863 151.07843137] ; [61.07843137 78.92156863],0
v3,1,0.444522,0.584583,[ 79 181] ; [ 38 104],[ 75.67164179 184.32835821] ; [ 41.32835821 100.67164179],0
p1,1,0.447552,0.576845,[ 18 251] ; [  7 138],[ 16.24396135 252.75603865] ; [  8.75603865 136.24396135],0
p12,1,0.453593,0.561659,[  9 260] ; [  3 143],[  7.77831325 261.22168675] ; [  4.22168675 141.77831325],0
n2,1,0.486007,0.485355,[51 22] ; [28 16],[49.29059829 23.70940171] ; [29.70940171 14.29059829],0
s3,1,0.491176,0.473949,[102 166] ; [59 83],[105.23902439 162.76097561] ; [55.76097561 86.23902439],0
p5,1,0.51509,0.423714,[ 15 254] ; [  6 140],[ 13.61204819 255.38795181] ; [  7.38795181 138.61204819],0
s2,1,0.561253,0.33754,[ 81 188] ; [ 40 106],[ 78.4313253 190.5686747] ; [ 42.5686747 103.4313253],0
s5,1,0.567253,0.327301,[ 56 209] ; [ 27 117],[ 53.77750611 211.22249389] ; [ 29.22249389 114.77750611],0
s4,1,0.590704,0.289247,[ 37 231] ; [ 23 123],[ 38.84057971 229.15942029] ; [ 21.15942029 124.84057971],0
b1,1,0.646783,0.20998,[102 169] ; [52 95],[ 99.84210526 171.15789474] ; [54.15789474 92.84210526],0
u4,1,0.659679,0.193914,[  1 270] ; [  1 146],[  1.29665072 269.70334928] ; [  0.70334928 146.29665072],0
b5,1,0.790493,0.070581,[164 107] ; [87 60],[162.72966507 108.27033493] ; [88.27033493 58.72966507],0
n3,1,0.791528,0.069868,[49 22] ; [30 15],[48.35344828 22.64655172] ; [30.64655172 14.35344828],0
u3,1,0.792792,0.069004,[36 37] ; [43 48],[35.16463415 37.83536585] ; [43.83536585 47.16463415],0
u2,1,0.805485,0.060642,[35 37] ; [42 48],[34.22222222 37.77777778] ; [42.77777778 47.22222222],0
