Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1.4e-05,18.840271,[ 9 26] ; [43 17],[19.15789474 15.84210526] ; [32.84210526 27.15789474],1
p6,1,9e-05,15.343434,[ 8 25] ; [40 20],[17.03225806 15.96774194] ; [30.96774194 29.03225806],1
d1,1,0.001309,10.329295,[14 21] ; [44 16],[21.36842105 13.63157895] ; [36.63157895 23.36842105],0
a5,1,0.004315,8.14643,[19 16] ; [49 11],[25.05263158  9.94736842] ; [42.94736842 17.05263158],0
d3,1,0.00607,7.529438,[21 14] ; [51  9],[26.52631579  8.47368421] ; [45.47368421 14.52631579],0
n6,1,0.008579,6.908533,[24 11] ; [54  6],[28.73684211  6.26315789] ; [49.26315789 10.73684211],0
a2,1,0.010051,6.62586,[ 3 32] ; [19 41],[ 8.10526316 26.89473684] ; [13.89473684 46.10526316],0
n5,1,0.014084,6.02761,[19 16] ; [47 13],[24.31578947 10.68421053] ; [41.68421053 18.31578947],0
p7,1,0.017579,5.637581,[18 13] ; [48 11],[22.73333333  8.26666667] ; [43.26666667 15.73333333],0
d4,1,0.017743,5.621307,[24 11] ; [53  7],[28.36842105  6.63157895] ; [48.63157895 11.36842105],0
p8,1,0.022001,5.245733,[14 18] ; [41 19],[19.13043478 12.86956522] ; [35.86956522 24.13043478],0
b4,1,0.027524,4.857633,[14 21] ; [38 22],[19.15789474 15.84210526] ; [32.84210526 27.15789474],0
d2,1,0.031525,4.62416,[13 22] ; [36 24],[18.05263158 16.94736842] ; [30.94736842 29.05263158],0
r1,1,0.041827,4.142179,[22 13] ; [49 11],[26.15789474  8.84210526] ; [44.84210526 15.15789474],0
p2,1,0.042748,4.105357,[26  9] ; [54  6],[29.47368421  5.52631579] ; [50.52631579  9.47368421],0
p11,1,0.079959,3.065728,[23 12] ; [49 11],[26.52631579  8.47368421] ; [45.47368421 14.52631579],0
a4,1,0.10064,2.695369,[12 23] ; [31 29],[15.84210526 19.15789474] ; [27.15789474 32.84210526],0
s6,1,0.122269,2.388006,[29  6] ; [54  4],[31.23655914  3.76344086] ; [51.76344086  6.23655914],0
a6,1,0.123266,2.375327,[19 16] ; [42 18],[22.47368421 12.52631579] ; [38.52631579 21.47368421],0
d5,1,0.128854,2.306256,[26  9] ; [52  8],[28.73684211  6.26315789] ; [49.26315789 10.73684211],0
s5,1,0.169686,1.885714,[18 15] ; [38 17],[21. 12.] ; [35. 20.],0
u1,1,0.21935,1.508619,[ 6 29] ; [17 43],[ 8.47368421 26.52631579] ; [14.52631579 45.47368421],0
a8,1,0.232455,1.425775,[ 3 28] ; [ 2 55],[ 1.76136364 29.23863636] ; [ 3.23863636 53.76136364],0
n4,1,0.284819,1.143952,[22 13] ; [44 16],[24.31578947 10.68421053] ; [41.68421053 18.31578947],0
b1,1,0.305826,1.048617,[12 23] ; [27 33],[14.36842105 20.63157895] ; [24.63157895 35.36842105],0
n2,1,0.359637,0.839161,[10  1] ; [10  3],[9.16666667 1.83333333] ; [10.83333333  2.16666667],0
v1,1,0.407221,0.686901,[15 20] ; [31 29],[16.94736842 18.05263158] ; [29.05263158 30.94736842],0
r2,1,0.412652,0.671147,[34  1] ; [55  4],[33.13829787  1.86170213] ; [55.86170213  3.13829787],0
p12,1,0.468091,0.526478,[ 2 33] ; [ 6 54],[ 2.94736842 32.05263158] ; [ 5.05263158 54.94736842],0
p1,1,0.48411,0.48959,[ 3 32] ; [ 8 52],[ 4.05263158 30.94736842] ; [ 6.94736842 53.05263158],0
p10,1,0.488497,0.479836,[27  7] ; [51  9],[28.21276596  5.78723404] ; [49.78723404 10.21276596],0
s8,1,0.513211,0.427515,[21 14] ; [40 20],[22.47368421 12.52631579] ; [38.52631579 21.47368421],0
a7,1,0.513211,0.427515,[21 14] ; [40 20],[22.47368421 12.52631579] ; [38.52631579 21.47368421],0
a3,1,0.517339,0.419195,[26  9] ; [48 12],[27.26315789  7.73684211] ; [46.73684211 13.26315789],0
n1,1,0.562343,0.335664,[3 8] ; [5 8],[3.66666667 7.33333333] ; [4.33333333 8.66666667],0
u3,1,0.576999,0.311111,[7 2] ; [8 4],[6.42857143 2.57142857] ; [8.57142857 3.42857143],0
b3,1,0.601588,0.272607,[ 6 14] ; [ 9 29],[ 5.17241379 14.82758621] ; [ 9.82758621 28.17241379],0
b2,1,0.601588,0.272607,[ 6 14] ; [ 9 29],[ 5.17241379 14.82758621] ; [ 9.82758621 28.17241379],0
u2,1,0.603848,0.269231,[5 4] ; [8 4],[5.57142857 3.42857143] ; [7.42857143 4.57142857],0
v2,1,0.632908,0.228139,[16 17] ; [26 34],[14.90322581 18.09677419] ; [27.09677419 32.90322581],0
r3,1,0.70192,0.146483,[31  3] ; [56  4],[31.46808511  2.53191489] ; [55.53191489  4.46808511],0
n3,1,0.768589,0.086566,[9 2] ; [10  3],[8.70833333 2.29166667] ; [10.29166667  2.70833333],0
v3,1,0.805512,0.060624,[11 24] ; [20 39],[11.54255319 23.45744681] ; [19.45744681 39.54255319],0
s1,1,0.881183,0.022341,[ 2 32] ; [ 4 56],[ 2.17021277 31.82978723] ; [ 3.82978723 56.17021277],0
v4,1,0.881183,0.022341,[32  2] ; [56  4],[31.82978723  2.17021277] ; [56.17021277  3.82978723],0
a1,1,0.898129,0.016391,[ 1 34] ; [ 2 58],[ 1.10526316 33.89473684] ; [ 1.89473684 58.10526316],0
b5,1,0.908147,0.013312,[22 13] ; [37 23],[21.73684211 13.26315789] ; [37.26315789 22.73684211],0
s2,1,0.924521,0.008976,[30  5] ; [51  9],[29.84210526  5.15789474] ; [51.15789474  8.84210526],0
r4,1,0.924521,0.008976,[30  5] ; [51  9],[29.84210526  5.15789474] ; [51.15789474  8.84210526],0
p9,1,0.948218,0.004218,[29  4] ; [53  7],[29.09677419  3.90322581] ; [52.90322581  7.09677419],0
s3,1,0.952295,0.003579,[29  6] ; [50 10],[29.10526316  5.89473684] ; [49.89473684 10.10526316],0
