Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.00336,8.601136,[3 5] ; [46  9],[6.22222222 1.77777778] ; [42.77777778 12.22222222],0
a1,1,0.017027,5.693583,[4 4] ; [ 8 47],[1.52380952 6.47619048] ; [10.47619048 44.52380952],0
a4,1,0.041697,4.147481,[1 7] ; [28 27],[3.68253968 4.31746032] ; [25.31746032 29.68253968],0
n4,1,0.056014,3.65163,[6 2] ; [52  3],[7.36507937 0.63492063] ; [50.63492063  4.36507937],0
n6,1,0.11165,2.53071,[7 1] ; [53  1],[7.74193548 0.25806452] ; [52.25806452  1.74193548],0
v3,1,0.138803,2.191175,[3 5] ; [35 19],[4.90322581 3.09677419] ; [33.09677419 20.90322581],0
s3,1,0.172768,1.858759,[4 4] ; [39 14],[5.63934426 2.36065574] ; [37.36065574 15.63934426],0
p1,1,0.180954,1.789773,[1 7] ; [20 35],[2.66666667 5.33333333] ; [18.33333333 36.66666667],0
d1,1,0.229533,1.44375,[3 5] ; [33 22],[4.57142857 3.42857143] ; [31.42857143 23.57142857],0
v1,1,0.250036,1.323104,[4 4] ; [38 16],[5.41935484 2.58064516] ; [36.58064516 17.41935484],0
s2,1,0.250036,1.323104,[4 4] ; [38 16],[5.41935484 2.58064516] ; [36.58064516 17.41935484],0
r2,1,0.271355,1.209886,[7 1] ; [53  2],[7.61904762 0.38095238] ; [52.38095238  2.61904762],0
n5,1,0.271355,1.209886,[7 1] ; [53  2],[7.61904762 0.38095238] ; [52.38095238  2.61904762],0
r3,1,0.279226,1.170852,[7 1] ; [52  2],[7.61290323 0.38709677] ; [51.38709677  2.61290323],0
d5,1,0.346356,0.886761,[5 3] ; [42 12],[6.06451613 1.93548387] ; [40.93548387 13.06451613],0
u2,1,0.360387,0.836543,[4 1] ; [5 4],[3.21428571 1.78571429] ; [5.78571429 3.21428571],0
p3,1,0.367066,0.813572,[6 2] ; [47  7],[6.83870968 1.16129032] ; [46.16129032  7.83870968],0
a7,1,0.399948,0.708483,[5 3] ; [42 13],[5.96825397 2.03174603] ; [41.03174603 13.96825397],0
n3,1,0.407626,0.685714,[3 1] ; [4 4],[2.33333333 1.66666667] ; [4.66666667 3.33333333],0
a6,1,0.418205,0.655353,[4 4] ; [35 19],[5.03225806 2.96774194] ; [33.96774194 20.03225806],0
r4,1,0.445123,0.583041,[7 1] ; [52  3],[7.49206349 0.50793651] ; [51.50793651  3.49206349],0
s7,1,0.583016,0.301384,[5 2] ; [41 10],[5.55172414 1.44827586] ; [40.44827586 10.55172414],0
n2,1,0.583882,0.3,[3 1] ; [7 1],[3.33333333 0.66666667] ; [6.66666667 1.33333333],0
b2,1,0.600604,0.274086,[3 2] ; [20 22],[2.44680851 2.55319149] ; [20.55319149 21.44680851],0
b3,1,0.600604,0.274086,[3 2] ; [20 22],[2.44680851 2.55319149] ; [20.55319149 21.44680851],0
d4,1,0.66498,0.187531,[6 2] ; [44 10],[6.4516129 1.5483871] ; [43.5483871 10.4516129],0
b5,1,0.672254,0.178977,[3 5] ; [25 30],[3.55555556 4.44444444] ; [24.44444444 30.55555556],0
s6,1,0.673719,0.177283,[7 1] ; [46  4],[7.31034483 0.68965517] ; [45.68965517  4.31034483],0
n1,1,0.678845,0.171429,[2 2] ; [5 3],[2.33333333 1.66666667] ; [4.66666667 3.33333333],0
s5,1,0.697581,0.151001,[5 3] ; [34 15],[5.47368421 2.52631579] ; [33.52631579 15.47368421],0
p2,1,0.758906,0.094199,[7 1] ; [50  5],[7.23809524 0.76190476] ; [49.76190476  5.23809524],0
u3,1,0.803017,0.062222,[3 2] ; [6 3],[3.21428571 1.78571429] ; [5.78571429 3.21428571],0
a5,1,0.839714,0.040909,[6 2] ; [43 12],[6.22222222 1.77777778] ; [42.77777778 12.22222222],0
s8,1,0.844371,0.038536,[5 3] ; [35 18],[5.24590164 2.75409836] ; [34.75409836 18.24590164],0
v2,1,0.861562,0.03041,[5 3] ; [32 22],[4.77419355 3.22580645] ; [32.22580645 21.77419355],0
b4,1,0.892577,0.018237,[5 3] ; [33 22],[4.82539683 3.17460317] ; [33.17460317 21.82539683],0
d3,1,0.898381,0.016309,[5 3] ; [35 19],[5.16129032 2.83870968] ; [34.83870968 19.16129032],0
p12,1,0.950263,0.003891,[3 5] ; [20 35],[2.92063492 5.07936508] ; [20.07936508 34.92063492],0
b1,1,0.970402,0.001377,[3 5] ; [21 34],[3.04761905 4.95238095] ; [20.95238095 34.04761905],0
