Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,33.122758,[ 27 142] ; [64 75],[ 49.93181818 119.06818182] ; [41.06818182 97.93181818],1
p3,1,0.0,27.039836,[ 20 149] ; [52 89],[ 39.2516129 129.7483871] ; [ 32.7483871 108.2516129],1
p2,1,1e-06,25.094647,[96 74] ; [117  24],[116.43086817  53.56913183] ; [96.56913183 44.43086817],1
p6,1,0.000138,14.529445,[ 15 154] ; [ 34 102],[ 27.15081967 141.84918033] ; [ 21.84918033 114.15081967],1
a8,1,0.000505,12.097712,[ 13 150] ; [ 29 101],[ 23.36518771 139.63481229] ; [ 18.63481229 111.36518771],1
r3,1,0.005414,7.735803,[151  19] ; [136   4],[157.38709677  12.61290323] ; [129.61290323  10.38709677],0
p10,1,0.006215,7.486937,[107  62] ; [108  31],[117.97077922  51.02922078] ; [97.02922078 41.97077922],0
v4,1,0.007685,7.10544,[144  26] ; [131   8],[151.29449838  18.70550162] ; [123.70550162  15.29449838],0
v2,1,0.008107,7.009581,[74 86] ; [85 53],[85.36912752 74.63087248] ; [73.63087248 64.36912752],0
r4,1,0.009233,6.777182,[130  40] ; [124  17],[138.84244373  31.15755627] ; [115.15755627  25.84244373],0
n6,1,0.011794,6.341598,[119  50] ; [115  24],[128.3961039  40.6038961] ; [105.6038961  33.3961039],0
s6,1,0.013623,6.086302,[78 89] ; [84 54],[88.70163934 78.29836066] ; [73.29836066 64.70163934],0
n3,1,0.023926,5.099971,[33 25] ; [33  9],[38.28 19.72] ; [27.72 14.28],0
v1,1,0.025073,5.018806,[ 62 103] ; [70 69],[71.64473684 93.35526316] ; [60.35526316 78.64473684],0
a4,1,0.030532,4.679088,[83 86] ; [52 89],[73.59677419 95.40322581] ; [61.40322581 79.59677419],0
u3,1,0.032293,4.582855,[29 20] ; [12 22],[24.20481928 24.79518072] ; [16.79518072 17.20481928],0
s8,1,0.039818,4.225603,[ 48 122] ; [55 85],[ 56.48387097 113.51612903] ; [46.51612903 93.48387097],0
r1,1,0.067089,3.352855,[122  48] ; [113  27],[128.87096774  41.12903226] ; [106.12903226  33.87096774],0
u2,1,0.082453,3.015873,[29 19] ; [13 19],[25.2 22.8] ; [16.8 15.2],0
v3,1,0.085643,2.954413,[ 47 114] ; [54 86],[ 54.02325581 106.97674419] ; [46.97674419 93.02325581],0
s7,1,0.086265,2.942731,[ 53 109] ; [58 79],[ 60.14046823 101.85953177] ; [50.85953177 86.14046823],0
b4,1,0.091916,2.840498,[110  60] ; [78 63],[102.76527331  67.23472669] ; [85.23472669 55.76527331],0
p9,1,0.098484,2.729926,[116  50] ; [108  30],[122.31578947  43.68421053] ; [101.68421053  36.31578947],0
s3,1,0.103003,2.658421,[76 93] ; [76 64],[83.13268608 85.86731392] ; [68.86731392 71.13268608],0
s2,1,0.105251,2.624116,[ 61 107] ; [64 77],[ 67.96116505 100.03883495] ; [57.03883495 83.96116505],0
s5,1,0.109614,2.559783,[ 37 123] ; [43 94],[ 43.0976431 116.9023569] ; [ 36.9023569 100.0976431],0
n5,1,0.128021,2.316334,[95 74] ; [90 49],[101.50974026  67.49025974] ; [83.49025974 55.50974026],0
n4,1,0.140737,2.169886,[108  62] ; [100  40],[114.06451613  55.93548387] ; [93.93548387 46.06451613],0
r2,1,0.15134,2.058691,[152  16] ; [129   7],[155.28947368  12.71052632] ; [125.71052632  10.28947368],0
n2,1,0.158742,1.986171,[39 21] ; [32  9],[42.17821782 17.82178218] ; [28.82178218 12.17821782],0
p11,1,0.193017,1.69444,[110  60] ; [101  40],[115.33762058  54.66237942] ; [95.66237942 45.33762058],0
s4,1,0.209468,1.575097,[ 29 139] ; [ 17 123],[ 25.09090909 142.90909091] ; [ 20.90909091 119.09090909],0
p1,1,0.246043,1.34563,[ 11 158] ; [  5 135],[  8.75080906 160.24919094] ; [  7.24919094 132.75080906],0
a3,1,0.248643,1.330913,[121  49] ; [107  32],[125.4368932  44.5631068] ; [102.5631068  36.4368932],0
a6,1,0.261503,1.260785,[116  54] ; [87 53],[111.32258065  58.67741935] ; [91.67741935 48.32258065],0
u1,1,0.286114,1.137817,[ 25 145] ; [ 15 126],[ 21.86495177 148.13504823] ; [ 18.13504823 122.86495177],0
a1,1,0.338422,0.916401,[ 10 160] ; [  5 136],[  8.19935691 161.80064309] ; [  6.80064309 134.19935691],0
s1,1,0.347663,0.881969,[  4 164] ; [  6 134],[  5.45454545 162.54545455] ; [  4.54545455 135.45454545],0
d2,1,0.351055,0.869639,[84 84] ; [63 78],[79.9223301 88.0776699] ; [67.0776699 73.9223301],0
a7,1,0.401463,0.703941,[122  48] ; [95 46],[118.61736334  51.38263666] ; [98.38263666 42.61736334],0
n1,1,0.40919,0.681153,[24 35] ; [13 27],[22.05050505 36.94949495] ; [14.94949495 25.05050505],0
u4,1,0.410866,0.676293,[  3 167] ; [  1 140],[  2.18649518 167.81350482] ; [  1.81350482 139.18649518],0
a2,1,0.467663,0.527493,[ 37 133] ; [ 26 115],[ 34.43729904 135.56270096] ; [ 28.56270096 112.43729904],0
p5,1,0.538036,0.379192,[  4 165] ; [  5 136],[  4.90645161 164.09354839] ; [  4.09354839 136.90645161],0
b1,1,0.631211,0.230422,[ 63 107] ; [56 85],[ 65.04823151 104.95176849] ; [53.95176849 87.04823151],0
d3,1,0.700433,0.148022,[118  52] ; [95 46],[116.43086817  53.56913183] ; [96.56913183 44.43086817],0
b5,1,0.724473,0.124247,[107  63] ; [86 55],[105.49839228  64.50160772] ; [87.50160772 53.49839228],0
d1,1,0.741891,0.108471,[102  68] ; [82 59],[100.57877814  69.42122186] ; [83.42122186 57.57877814],0
p12,1,0.843413,0.039018,[  8 159] ; [  6 133],[  7.64052288 159.35947712] ; [  6.35947712 132.64052288],0
b2,1,0.889485,0.019309,[37 56] ; [31 49],[36.55491329 56.44508671] ; [31.44508671 48.55491329],0
b3,1,0.889485,0.019309,[37 56] ; [31 49],[36.55491329 56.44508671] ; [31.44508671 48.55491329],0
a5,1,0.977419,0.000801,[116  54] ; [96 45],[115.88424437  54.11575563] ; [96.11575563 44.88424437],0
d5,1,0.993005,7.7e-05,[141  29] ; [117  24],[141.02893891  28.97106109] ; [116.97106109  24.02893891],0
