Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,152.80366,[228  90] ; [ 58 219],[152.85378151 165.14621849] ; [133.14621849 143.85378151],1
s2,1,0.0,131.167125,[238  81] ; [ 75 198],[168.66047297 150.33952703] ; [144.33952703 128.66047297],1
s3,1,0.0,95.043901,[242  75] ; [ 99 172],[183.83843537 133.16156463] ; [157.16156463 113.83843537],1
s6,1,0.0,76.466819,[274  43] ; [145 125],[226.27427598  90.72572402] ; [192.72572402  77.27427598],1
a3,1,0.0,39.23193,[270  48] ; [173 104],[236.76302521  81.23697479] ; [206.23697479  70.76302521],1
s5,1,0.0,26.568556,[145 165] ; [ 70 199],[115.11226252 194.88773748] ; [ 99.88773748 169.11226252],1
p6,1,2e-06,22.459137,[151 166] ; [ 79 197],[122.95109612 194.04890388] ; [107.04890388 168.95109612],1
u1,1,5e-06,20.979052,[ 95 225] ; [ 39 239],[ 71.70568562 248.29431438] ; [ 62.29431438 215.70568562],1
p4,1,1.8e-05,18.403768,[225  94] ; [147 128],[199.77777778 119.22222222] ; [172.22222222 102.77777778],1
d2,1,4.3e-05,16.75333,[194 126] ; [121 155],[169.12751678 150.87248322] ; [145.87248322 130.12751678],1
n4,1,5e-05,16.451372,[283  37] ; [210  67],[264.25460637  55.74539363] ; [228.74539363  48.25460637],1
p5,1,5.2e-05,16.388436,[ 57 260] ; [ 19 258],[ 40.55892256 276.44107744] ; [ 35.44107744 241.55892256],1
p3,1,0.00013,14.638558,[186 133] ; [118 159],[162.7114094 156.2885906] ; [141.2885906 135.7114094],1
v3,1,0.000336,12.856298,[151 159] ; [ 91 177],[129.79238754 180.20761246] ; [112.20761246 155.79238754],1
a2,1,0.00073,11.411248,[105 215] ; [ 57 221],[ 86.68896321 233.31103679] ; [ 75.31103679 202.68896321],1
n5,1,0.001023,10.785875,[275  45] ; [208  68],[259.32885906  60.67114094] ; [223.67114094  52.32885906],0
a4,1,0.002224,9.354749,[173 146] ; [115 161],[154.40672269 164.59327731] ; [133.59327731 142.40672269],0
p7,1,0.003328,8.618155,[223  87] ; [165 108],[206.31217839 103.68782161] ; [181.68782161  91.31217839],0
u4,1,0.005727,7.634217,[ 14 306] ; [  2 276],[  8.56187291 311.43812709] ; [  7.43812709 270.56187291],0
p9,1,0.006302,7.461943,[285  33] ; [225  50],[273.49072513  44.50927487] ; [236.50927487  38.49072513],0
a5,1,0.007028,7.265876,[263  57] ; [203  75],[249.36454849  70.63545151] ; [216.63545151  61.36454849],0
d1,1,0.012542,6.232626,[218 102] ; [162 116],[203.34448161 116.65551839] ; [176.65551839 101.34448161],0
a8,1,0.01773,5.62259,[ 53 231] ; [ 29 227],[ 43.12592593 240.87407407] ; [ 38.87407407 217.12592593],0
p10,1,0.017929,5.603115,[280  39] ; [222  53],[269.59259259  49.40740741] ; [232.40740741  42.59259259],0
s1,1,0.02553,4.987573,[ 15 302] ; [  4 268],[ 10.22580645 306.77419355] ; [  8.77419355 263.22580645],0
