Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,48.819849,[133  81] ; [30 99],[101.696793 112.303207] ; [61.303207 67.696793],1
v1,1,9e-06,19.657252,[147  69] ; [57 73],[127.35260116  88.64739884] ; [76.64739884 53.35260116],1
a5,1,0.000234,13.535518,[191  28] ; [95 38],[177.9375  41.0625] ; [108.0625  24.9375],1
a6,1,0.001518,10.057104,[159  58] ; [75 57],[145.49570201  71.50429799] ; [88.50429799 43.49570201],0
d2,1,0.002874,8.885617,[141  77] ; [64 68],[127.68571429  90.31428571] ; [77.31428571 54.68571429],0
a7,1,0.009591,6.709281,[168  51] ; [85 48],[157.40625  61.59375] ; [95.59375 37.40625],0
s1,1,0.009874,6.657484,[  6 210] ; [ 12 120],[ 11.17241379 204.82758621] ; [  6.82758621 125.17241379],0
s4,1,0.017733,5.622307,[ 35 183] ; [35 97],[ 43.6 174.4] ; [ 26.4 105.6],0
a3,1,0.046807,3.952323,[188  30] ; [103  29],[181.25142857  36.74857143] ; [109.74857143  22.25142857],0
b1,1,0.066589,3.365152,[ 82 137] ; [63 70],[ 90.21306818 128.78693182] ; [54.78693182 78.21306818],0
n3,1,0.069089,3.30453,[29 10] ; [16 14],[25.43478261 13.56521739] ; [19.56521739 10.43478261],0
s8,1,0.08421,2.981718,[157  59] ; [85 48],[149.7765043  66.2234957] ; [92.2234957 40.7765043],0
u1,1,0.084739,2.971574,[ 68 151] ; [ 30 103],[ 60.97159091 158.02840909] ; [37.02840909 95.97159091],0
p7,1,0.096382,2.764411,[158  54] ; [86 44],[151.25146199  60.74853801] ; [92.74853801 37.25146199],0
a8,1,0.124725,2.356961,[ 40 151] ; [ 17 104],[ 34.89423077 156.10576923] ; [22.10576923 98.89423077],0
d4,1,0.142609,2.149574,[192  26] ; [108  23],[187.39255014  30.60744986] ; [112.60744986  18.39255014],0
p9,1,0.147761,2.095213,[196  20] ; [114  19],[191.86246418  24.13753582] ; [118.13753582  14.86246418],0
d5,1,0.148159,2.091106,[189  29] ; [106  25],[184.26934097  33.73065903] ; [110.73065903  20.26934097],0
n1,1,0.166852,1.911002,[16 24] ; [17 13],[18.85714286 21.14285714] ; [14.14285714 15.85714286],0
p12,1,0.185963,1.74931,[ 28 190] ; [ 11 122],[ 24.22222222 193.77777778] ; [ 14.77777778 118.22222222],0
r4,1,0.204291,1.611432,[212   7] ; [125   8],[209.66761364   9.33238636] ; [127.33238636   5.66761364],0
d1,1,0.207327,1.589992,[151  68] ; [83 50],[145.58522727  73.41477273] ; [88.41477273 44.58522727],0
p11,1,0.21072,1.566473,[177  42] ; [100  33],[172.33806818  46.66193182] ; [104.66193182  28.33806818],0
