Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,27.047305,[50 16] ; [29 58],[34.07843137 31.92156863] ; [44.92156863 42.07843137],1
p7,1,8e-05,15.549642,[47 18] ; [33 50],[35.13513514 29.86486486] ; [44.86486486 38.13513514],1
v1,1,0.000371,12.670644,[38 27] ; [24 58],[27.41496599 37.58503401] ; [34.58503401 47.41496599],1
s7,1,0.000487,12.165517,[36 27] ; [24 60],[25.71428571 37.28571429] ; [34.28571429 49.71428571],1
s8,1,0.001605,9.954152,[33 33] ; [22 65],[23.7254902 42.2745098] ; [31.2745098 55.7254902],0
p8,1,0.002834,8.911231,[41 25] ; [32 53],[31.90728477 34.09271523] ; [41.09271523 43.90728477],0
d5,1,0.002985,8.81656,[56 10] ; [55 32],[47.88235294 18.11764706] ; [63.11764706 23.88235294],0
p6,1,0.007203,7.221534,[31 33] ; [23 62],[23.19463087 40.80536913] ; [30.80536913 54.19463087],0
p9,1,0.009805,6.669911,[62  4] ; [68 18],[56.44736842  9.55263158] ; [73.55263158 12.44736842],0
p10,1,0.011753,6.347821,[58  6] ; [64 22],[52.05333333 11.94666667] ; [69.94666667 16.05333333],0
p1,1,0.013818,6.061193,[11 55] ; [ 4 82],[ 6.51315789 59.48684211] ; [ 8.48684211 77.51315789],0
a5,1,0.015995,5.803448,[44 22] ; [41 46],[36.66666667 29.33333333] ; [48.33333333 38.66666667],0
p2,1,0.016243,5.776357,[58  8] ; [61 24],[52.01324503 13.98675497] ; [66.98675497 18.01324503],0
n6,1,0.017359,5.659686,[59  6] ; [66 21],[53.45394737 11.54605263] ; [71.54605263 15.45394737],0
p5,1,0.031042,4.650622,[12 53] ; [ 6 80],[ 7.74834437 57.25165563] ; [10.25165563 75.74834437],0
n4,1,0.03178,4.610309,[51 15] ; [53 34],[44.8627451 21.1372549] ; [59.1372549 27.8627451],0
n5,1,0.049845,3.84666,[52 13] ; [57 30],[46.61184211 18.38815789] ; [62.38815789 24.61184211],0
v3,1,0.056005,3.651921,[24 41] ; [19 65],[18.75838926 46.24161074] ; [24.24161074 59.75838926],0
a6,1,0.063491,3.44376,[44 22] ; [45 42],[38.39215686 27.60784314] ; [50.60784314 36.39215686],0
