Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,39.3604,[ 4 23] ; [78 20],[17.712  9.288] ; [64.288 33.712],1
r3,1,0.0,30.171461,[10 17] ; [85 12],[20.68548387  6.31451613] ; [74.31451613 22.68548387],1
r2,1,2.3e-05,17.937125,[14 12] ; [87 10],[21.3495935  4.6504065] ; [79.6504065 17.3495935],1
r1,1,0.000264,13.308837,[10 17] ; [73 25],[17.928  9.072] ; [65.072 32.928],1
n6,1,0.00049,12.153348,[ 8 18] ; [67 31],[15.72580645 10.27419355] ; [59.27419355 38.72580645],1
u3,1,0.000557,11.912999,[ 1 14] ; [25 18],[6.72413793 8.27586207] ; [19.27586207 23.72413793],1
p11,1,0.001926,9.619008,[ 5 22] ; [51 47],[12.096 14.904] ; [43.904 54.096],0
p2,1,0.003005,8.804576,[ 7 20] ; [57 41],[13.824 13.176] ; [50.176 47.824],0
n3,1,0.005602,7.674011,[ 5 11] ; [24  9],[9.46938776 6.53061224] ; [19.53061224 13.46938776],0
d5,1,0.008963,6.830214,[12 15] ; [70 28],[17.712  9.288] ; [64.288 33.712],0
n2,1,0.010764,6.503946,[ 5 11] ; [23 10],[9.14285714 6.85714286] ; [18.85714286 14.14285714],0
a1,1,0.018675,5.531729,[ 4 23] ; [ 3 95],[ 1.512 25.488] ; [ 5.488 92.512],0
p7,1,0.029307,4.749465,[ 7 20] ; [48 49],[11.97580645 15.02419355] ; [43.02419355 53.97580645],0
v2,1,0.059953,3.538681,[ 6 21] ; [40 55],[10.18032787 16.81967213] ; [35.81967213 59.18032787],0
a7,1,0.068096,3.328318,[12 15] ; [62 35],[16.11290323 10.88709677] ; [57.88709677 39.11290323],0
u2,1,0.073874,3.194783,[ 3 12] ; [19 22],[5.89285714 9.10714286] ; [16.10714286 24.89285714],0
v3,1,0.079914,3.066646,[ 3 24] ; [26 69],[ 6.41803279 20.58196721] ; [22.58196721 72.41803279],0
s6,1,0.103445,2.651609,[ 6 21] ; [38 59],[ 9.58064516 17.41935484] ; [34.41935484 62.58064516],0
a6,1,0.118239,2.440494,[12 15] ; [60 38],[15.552 11.448] ; [56.448 41.552],0
p10,1,0.130819,2.282762,[ 2 25] ; [19 77],[ 4.6097561 22.3902439] ; [16.3902439 79.6097561],0
v1,1,0.215257,1.535711,[ 5 22] ; [30 68],[ 7.56 19.44] ; [27.44 70.56],0
a5,1,0.240786,1.375989,[12 15] ; [56 42],[14.688 12.312] ; [53.312 44.688],0
p8,1,0.251691,1.313894,[ 5 21] ; [30 68],[ 7.33870968 18.66129032] ; [27.66129032 70.33870968],0
s1,1,0.27184,1.207439,[ 3 24] ; [ 5 91],[ 1.75609756 25.24390244] ; [ 6.24390244 89.75609756],0
