Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,2e-06,22.190219,[1 4] ; [54  4],[4.36507937 0.63492063] ; [50.63492063  7.36507937],1
d4,1,0.002331,9.268966,[2 3] ; [52  6],[4.28571429 0.71428571] ; [49.71428571  8.28571429],0
p11,1,0.013844,6.057888,[2 3] ; [50  9],[4.0625 0.9375] ; [47.9375 11.0625],0
a5,1,0.014309,5.99963,[1 4] ; [43 16],[3.4375 1.5625] ; [40.5625 18.4375],0
r2,1,0.02532,5.001894,[4 1] ; [57  1],[4.84126984 0.15873016] ; [56.15873016  1.84126984],0
p2,1,0.030115,4.70274,[3 2] ; [54  5],[4.453125 0.546875] ; [52.546875  6.453125],0
d1,1,0.122313,2.387456,[2 3] ; [43 16],[3.515625 1.484375] ; [41.484375 17.515625],0
a7,1,0.148591,2.086656,[2 3] ; [42 17],[3.4375 1.5625] ; [40.5625 18.4375],0
p8,1,0.159069,1.983057,[3 2] ; [50  9],[4.140625 0.859375] ; [48.859375 10.140625],0
a8,1,0.190955,1.710238,[2 3] ; [ 9 46],[0.91666667 4.08333333] ; [10.08333333 44.91666667],0
b4,1,0.209758,1.573094,[4 1] ; [30 29],[2.65625 2.34375] ; [31.34375 27.65625],0
v3,1,0.251616,1.31431,[4 1] ; [31 27],[2.77777778 2.22222222] ; [32.22222222 25.77777778],0
b3,1,0.275758,1.187879,[1 4] ; [20 24],[2.14285714 2.85714286] ; [18.85714286 25.14285714],0
b2,1,0.275758,1.187879,[1 4] ; [20 24],[2.14285714 2.85714286] ; [18.85714286 25.14285714],0
p4,1,0.298315,1.081712,[4 1] ; [54  4],[4.6031746 0.3968254] ; [53.3968254  4.6031746],0
b1,1,0.358232,0.844082,[3 2] ; [23 36],[2.03125 2.96875] ; [23.96875 35.03125],0
b5,1,0.358232,0.844082,[3 2] ; [23 36],[2.03125 2.96875] ; [23.96875 35.03125],0
a3,1,0.362524,0.829129,[3 2] ; [46 13],[3.828125 1.171875] ; [45.171875 13.828125],0
s8,1,0.375682,0.784784,[3 2] ; [45 13],[3.80952381 1.19047619] ; [44.19047619 13.80952381],0
p6,1,0.385326,0.75364,[2 2] ; [41 17],[2.77419355 1.22580645] ; [40.22580645 17.77419355],0
d2,1,0.419497,0.651724,[2 3] ; [34 24],[2.85714286 2.14285714] ; [33.14285714 24.85714286],0
a6,1,0.465666,0.532241,[2 3] ; [33 25],[2.77777778 2.22222222] ; [32.22222222 25.77777778],0
a4,1,0.491996,0.472158,[3 2] ; [26 33],[2.265625 2.734375] ; [26.734375 32.265625],0
d3,1,0.494377,0.466986,[3 2] ; [43 15],[3.65079365 1.34920635] ; [42.34920635 15.65079365],0
s1,1,0.498898,0.457279,[1 4] ; [ 6 53],[0.546875 4.453125] ; [ 6.453125 52.546875],0
p1,1,0.525099,0.403867,[1 4] ; [20 39],[1.640625 3.359375] ; [19.359375 39.640625],0
v1,1,0.555483,0.347586,[3 2] ; [42 16],[3.57142857 1.42857143] ; [41.42857143 16.57142857],0
v2,1,0.563452,0.333762,[2 3] ; [31 27],[2.61904762 2.38095238] ; [30.38095238 27.61904762],0
s5,1,0.650323,0.205493,[3 2] ; [37 16],[3.44827586 1.55172414] ; [36.55172414 16.44827586],0
a1,1,0.690801,0.158219,[1 4] ; [ 8 51],[0.703125 4.296875] ; [ 8.296875 50.703125],0
s7,1,0.703528,0.144828,[4 1] ; [50  8],[4.28571429 0.71428571] ; [49.71428571  8.28571429],0
u3,1,0.756495,0.096154,[1 1] ; [8 5],[1.2 0.8] ; [7.8 5.2],0
p7,1,0.781549,0.076896,[3 1] ; [46 11],[3.21311475 0.78688525] ; [45.78688525 11.21311475],0
d5,1,0.792401,0.069271,[4 1] ; [49  9],[4.20634921 0.79365079] ; [48.79365079  9.20634921],0
s2,1,0.862168,0.030142,[4 1] ; [49 10],[4.140625 0.859375] ; [48.859375 10.140625],0
u2,1,0.919154,0.010302,[1 1] ; [6 7],[0.93333333 1.06666667] ; [6.06666667 6.93333333],0
u1,1,0.940546,0.005563,[1 4] ; [11 48],[0.9375 4.0625] ; [11.0625 47.9375],0
p3,1,0.954926,0.003195,[4 1] ; [47 11],[4.04761905 0.95238095] ; [46.95238095 11.04761905],0
