Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.013929,6.04708,[20  4] ; [8 9],[16.3902439  7.6097561] ; [11.6097561  5.3902439],0
n5,1,0.028741,4.783059,[21  4] ; [9 8],[17.85714286  7.14285714] ; [12.14285714  4.85714286],0
s6,1,0.036593,4.369266,[17  8] ; [ 6 11],[13.69047619 11.30952381] ; [9.30952381 7.69047619],0
d5,1,0.036593,4.369266,[17  8] ; [ 6 11],[13.69047619 11.30952381] ; [9.30952381 7.69047619],0
b1,1,0.036869,4.356471,[11 14] ; [13  4],[14.28571429 10.71428571] ; [9.71428571 7.28571429],0
d1,1,0.04679,3.952941,[10 15] ; [ 2 15],[ 7.14285714 17.85714286] ; [ 4.85714286 12.14285714],0
v2,1,0.051043,3.80686,[14 11] ; [ 4 12],[10.97560976 14.02439024] ; [7.02439024 8.97560976],0
p11,1,0.067605,3.340235,[23  2] ; [12  5],[20.83333333  4.16666667] ; [14.16666667  2.83333333],0
s4,1,0.073176,3.210311,[ 7 18] ; [ 1 16],[ 4.76190476 20.23809524] ; [ 3.23809524 13.76190476],0
v4,1,0.075355,3.162353,[14 11] ; [14  3],[16.66666667  8.33333333] ; [11.33333333  5.66666667],0
d2,1,0.124025,2.365736,[10 15] ; [ 3 14],[ 7.73809524 17.26190476] ; [ 5.26190476 11.73809524],0
v3,1,0.124025,2.365736,[10 15] ; [ 3 14],[ 7.73809524 17.26190476] ; [ 5.26190476 11.73809524],0
s5,1,0.130709,2.284059,[ 8 17] ; [ 2 15],[ 5.95238095 19.04761905] ; [ 4.04761905 12.95238095],0
p9,1,0.139169,2.187121,[24  1] ; [14  3],[22.61904762  2.38095238] ; [15.38095238  1.61904762],0
s8,1,0.146508,2.108235,[13 12] ; [ 5 12],[10.71428571 14.28571429] ; [7.28571429 9.71428571],0
p2,1,0.14958,2.076529,[21  4] ; [11  6],[19.04761905  5.95238095] ; [12.95238095  4.04761905],0
d4,1,0.14958,2.076529,[21  4] ; [11  6],[19.04761905  5.95238095] ; [12.95238095  4.04761905],0
p3,1,0.174144,1.846902,[11 14] ; [ 4 13],[ 8.92857143 16.07142857] ; [ 6.07142857 10.92857143],0
p4,1,0.174736,1.841838,[17  8] ; [8 9],[14.88095238 10.11904762] ; [10.11904762  6.88095238],0
r3,1,0.175016,1.839449,[22  2] ; [13  4],[20.48780488  3.51219512] ; [14.51219512  2.48780488],0
b5,1,0.187228,1.739294,[11 14] ; [11  6],[13.0952381 11.9047619] ; [8.9047619 8.0952381],0
n2,1,0.197703,1.659259,[4 4] ; [5 1],[5.14285714 2.85714286] ; [3.85714286 2.14285714],0
s7,1,0.236703,1.400124,[10 13] ; [ 4 12],[ 8.25641026 14.74358974] ; [ 5.74358974 10.25641026],0
u2,1,0.243498,1.360227,[7 4] ; [7 1],[8.10526316 2.89473684] ; [5.89473684 2.10526316],0
s2,1,0.26638,1.235294,[10 15] ; [ 4 13],[ 8.33333333 16.66666667] ; [ 5.66666667 11.33333333],0
a7,1,0.285657,1.139976,[12 13] ; [11  6],[13.69047619 11.30952381] ; [9.30952381 7.69047619],0
s3,1,0.299064,1.078365,[ 8 17] ; [ 3 14],[ 6.54761905 18.45238095] ; [ 4.45238095 12.54761905],0
a1,1,0.337523,0.919819,[ 1 24] ; [ 2 15],[ 1.78571429 23.21428571] ; [ 1.21428571 15.78571429],0
p8,1,0.345637,0.889412,[11 14] ; [10  7],[12.5 12.5] ; [8.5 8.5],0
n1,1,0.393153,0.729167,[3 5] ; [1 5],[2.28571429 5.71428571] ; [1.71428571 4.28571429],0
b2,1,0.393921,0.726803,[ 6 11] ; [1 5],[ 5.17391304 11.82608696] ; [1.82608696 4.17391304],0
b3,1,0.393921,0.726803,[ 6 11] ; [1 5],[ 5.17391304 11.82608696] ; [1.82608696 4.17391304],0
r1,1,0.408187,0.684076,[10 15] ; [9 8],[11.30952381 13.69047619] ; [7.69047619 9.30952381],0
a6,1,0.408187,0.684076,[10 15] ; [9 8],[11.30952381 13.69047619] ; [7.69047619 9.30952381],0
a5,1,0.473563,0.51365,[16  9] ; [9 8],[14.88095238 10.11904762] ; [10.11904762  6.88095238],0
v1,1,0.572614,0.318328,[11 14] ; [ 6 11],[10.11904762 14.88095238] ; [ 6.88095238 10.11904762],0
p5,1,0.622358,0.242567,[ 6 19] ; [ 3 14],[ 5.35714286 19.64285714] ; [ 3.64285714 13.35714286],0
n3,1,0.639994,0.21875,[5 3] ; [3 3],[4.57142857 3.42857143] ; [3.42857143 2.57142857],0
p12,1,0.683296,0.16644,[ 2 23] ; [ 2 15],[ 2.38095238 22.61904762] ; [ 1.61904762 15.38095238],0
u3,1,0.728794,0.120222,[5 6] ; [3 5],[4.63157895 6.36842105] ; [3.36842105 4.63157895],0
p6,1,0.746355,0.10462,[ 7 18] ; [ 4 13],[ 6.54761905 18.45238095] ; [ 4.45238095 12.54761905],0
u1,1,0.793657,0.068416,[ 2 23] ; [ 1 16],[ 1.78571429 23.21428571] ; [ 1.21428571 15.78571429],0
a3,1,0.845006,0.038218,[14 11] ; [9 8],[13.69047619 11.30952381] ; [9.30952381 7.69047619],0
a4,1,0.920813,0.009882,[ 7 18] ; [ 5 12],[ 7.14285714 17.85714286] ; [ 4.85714286 12.14285714],0
r4,1,0.939225,0.005813,[10 15] ; [ 7 10],[10.11904762 14.88095238] ; [ 6.88095238 10.11904762],0
p7,1,0.939225,0.005813,[15 10] ; [10  7],[14.88095238 10.11904762] ; [10.11904762  6.88095238],0
a8,1,0.94349,0.005025,[ 3 21] ; [ 2 15],[ 2.92682927 21.07317073] ; [ 2.07317073 14.92682927],0
d3,1,0.952198,0.003594,[13 12] ; [9 8],[13.0952381 11.9047619] ; [8.9047619 8.0952381],0
b4,1,0.952198,0.003594,[13 12] ; [9 8],[13.0952381 11.9047619] ; [8.9047619 8.0952381],0
