Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3.4e-05,17.18658,[ 93 136] ; [54 26],[108.94174757 120.05825243] ; [38.05825243 41.94174757],1
s6,1,5.8e-05,16.178195,[127 104] ; [65 16],[142.15384615  88.84615385] ; [49.84615385 31.15384615],1
p5,1,0.001661,9.890576,[  7 221] ; [10 71],[ 12.54368932 215.45631068] ; [ 4.45631068 76.54368932],0
s4,1,0.003097,8.749373,[ 25 206] ; [19 59],[ 32.89320388 198.10679612] ; [11.10679612 66.89320388],0
s7,1,0.003808,8.373284,[ 86 139] ; [45 34],[ 96.95723684 128.04276316] ; [34.04276316 44.95723684],0
p12,1,0.006215,7.486867,[  9 222] ; [10 71],[ 14.06730769 216.93269231] ; [ 4.93269231 76.06730769],0
d4,1,0.008451,6.935391,[177  55] ; [72  8],[185.15384615  46.84615385] ; [63.84615385 16.15384615],0
s3,1,0.008764,6.870333,[117 113] ; [53 25],[126.94805195 103.05194805] ; [43.05194805 34.94805195],0
a2,1,0.01029,6.584045,[ 45 187] ; [27 54],[ 53.36741214 178.63258786] ; [18.63258786 62.36741214],0
p1,1,0.013201,6.141976,[  7 224] ; [ 8 73],[ 11.10576923 219.89423077] ; [ 3.89423077 77.10576923],0
s1,1,0.016613,5.736853,[  3 226] ; [ 5 75],[  5.92880259 223.07119741] ; [ 2.07119741 77.92880259],0
p3,1,0.046711,3.955782,[ 72 160] ; [35 46],[ 79.30990415 152.69009585] ; [27.69009585 53.30990415],0
n6,1,0.053613,3.724723,[187  45] ; [72  8],[192.58974359  39.41025641] ; [66.41025641 13.58974359],0
a5,1,0.055453,3.668422,[154  78] ; [63 18],[160.84345048  71.15654952] ; [56.15654952 24.84345048],0
d1,1,0.059935,3.539183,[118 114] ; [51 30],[125.26517572 106.73482428] ; [43.73482428 37.26517572],0
d2,1,0.061273,3.50259,[101 131] ; [44 35],[108.16720257 123.83279743] ; [36.83279743 42.16720257],0
a8,1,0.066214,3.374479,[ 29 185] ; [ 4 68],[ 24.69230769 189.30769231] ; [ 8.30769231 63.69230769],0
a4,1,0.097102,2.752505,[ 98 133] ; [43 38],[104.39423077 126.60576923] ; [36.60576923 44.39423077],0
r3,1,0.121703,2.395262,[225   6] ; [74  5],[222.80322581   8.19677419] ; [76.19677419  2.80322581],0
b4,1,0.12306,2.377934,[141  91] ; [57 24],[146.76038339  85.23961661] ; [51.23961661 29.76038339],0
u3,1,0.140025,2.17768,[39 32] ; [14  5],[41.81111111 29.18888889] ; [11.18888889  7.81111111],0
d5,1,0.150199,2.070227,[177  55] ; [68 13],[181.59744409  50.40255591] ; [63.40255591 17.59744409],0
s8,1,0.154745,2.024842,[ 77 155] ; [34 47],[ 82.27476038 149.72523962] ; [28.72523962 52.27476038],0
n1,1,0.162431,1.95145,[22 45] ; [10 10],[24.64367816 42.35632184] ; [ 7.35632184 12.64367816],0
p4,1,0.178629,1.808991,[ 97 134] ; [41 40],[102.17307692 128.82692308] ; [35.82692308 45.17307692],0
p10,1,0.191107,1.709063,[178  53] ; [68 13],[182.13461538  48.86538462] ; [63.86538462 17.13461538],0
p6,1,0.215032,1.537218,[ 45 184] ; [21 59],[ 48.91262136 180.08737864] ; [17.08737864 62.91262136],0
a3,1,0.221158,1.496842,[161  71] ; [62 19],[165.29073482  66.70926518] ; [57.70926518 23.29073482],0
v4,1,0.222603,1.487512,[213  18] ; [76  3],[215.3516129  15.6483871] ; [73.6483871  5.3516129],0
b1,1,0.283033,1.152469,[ 78 154] ; [22 59],[ 74.12140575 157.87859425] ; [25.87859425 55.12140575],0
a7,1,0.287752,1.130107,[160  72] ; [50 30],[156.15384615  75.84615385] ; [53.84615385 26.15384615],0
p7,1,0.334363,0.931927,[ 95 132] ; [38 41],[ 98.66339869 128.33660131] ; [34.33660131 44.66339869],0
r1,1,0.355111,0.855111,[173  58] ; [64 16],[176.03536977  54.96463023] ; [60.96463023 19.03536977],0
u1,1,0.367385,0.81249,[ 41 191] ; [18 63],[ 43.73162939 188.26837061] ; [15.26837061 65.73162939],0
v3,1,0.400466,0.706926,[ 80 142] ; [24 54],[ 76.96 145.04] ; [27.04 50.96],0
a1,1,0.418896,0.653411,[  7 225] ; [ 4 77],[  8.15335463 223.84664537] ; [ 2.84664537 78.15335463],0
p2,1,0.455211,0.557644,[173  58] ; [64 17],[175.47115385  55.52884615] ; [61.52884615 19.47115385],0
u4,1,0.478767,0.501671,[  6 226] ; [ 1 80],[  5.1884984 226.8115016] ; [ 1.8115016 79.1884984],0
b3,1,0.625758,0.237858,[56 94] ; [21 30],[57.46268657 92.53731343] ; [19.53731343 31.46268657],0
b2,1,0.625758,0.237858,[56 94] ; [21 30],[57.46268657 92.53731343] ; [19.53731343 31.46268657],0
u2,1,0.674456,0.176434,[42 29] ; [11  6],[42.76136364 28.23863636] ; [10.23863636  6.76136364],0
d3,1,0.696297,0.152353,[152  80] ; [55 26],[153.4313099  78.5686901] ; [53.5686901 27.4313099],0
v1,1,0.724415,0.124301,[104 117] ; [39 40],[105.34333333 115.65666667] ; [37.65666667 41.34333333],0
n5,1,0.725942,0.12287,[162  68] ; [58 22],[163.22580645  66.77419355] ; [56.77419355 23.22580645],0
r4,1,0.742127,0.108266,[200  32] ; [71 10],[200.86900958  31.13099042] ; [70.13099042 10.86900958],0
p9,1,0.75939,0.093808,[187  44] ; [66 14],[187.91961415  43.08038585] ; [65.08038585 14.91961415],0
v2,1,0.81367,0.055552,[114 104] ; [42 36],[114.89189189 103.10810811] ; [41.10810811 36.89189189],0
n3,1,0.892114,0.018395,[52 16] ; [15  5],[51.77272727 16.22727273] ; [15.22727273  4.77272727],0
a6,1,0.90719,0.013592,[162  70] ; [56 25],[161.58466454  70.41533546] ; [56.41533546 24.58466454],0
n4,1,0.955909,0.003057,[174  58] ; [61 20],[174.18530351  57.81469649] ; [60.81469649 20.18530351],0
n2,1,0.973124,0.001135,[50 17] ; [15  5],[50.05747126 16.94252874] ; [14.94252874  5.05747126],0
r2,1,0.977262,0.000812,[213  18] ; [72  6],[213.05825243  17.94174757] ; [71.94174757  6.05825243],0
b5,1,0.995913,2.6e-05,[146  86] ; [51 30],[146.01916933  85.98083067] ; [50.98083067 30.01916933],0
