Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,5.1e-05,16.399244,[35 17] ; [14 37],[24.73786408 27.26213592] ; [24.26213592 26.73786408],1
v3,1,0.001025,10.781589,[25 27] ; [ 9 42],[17.16504854 34.83495146] ; [16.83495146 34.16504854],0
d4,1,0.001317,10.318244,[50  4] ; [36 17],[43.40186916 10.59813084] ; [42.59813084 10.40186916],0
p3,1,0.009067,6.809558,[34 20] ; [20 33],[27.25233645 26.74766355] ; [26.74766355 26.25233645],0
s4,1,0.014227,6.009747,[ 9 45] ; [20 33],[14.63551402 39.36448598] ; [14.36448598 38.63551402],0
d1,1,0.024741,5.041942,[30 24] ; [18 35],[24.22429907 29.77570093] ; [23.77570093 29.22429907],0
d5,1,0.047724,3.919689,[43 11] ; [33 20],[38.35514019 15.64485981] ; [37.64485981 15.35514019],0
a8,1,0.097147,2.751772,[ 1 49] ; [ 5 46],[ 2.97029703 47.02970297] ; [ 3.02970297 47.97029703],0
n4,1,0.135401,2.229459,[39 15] ; [31 22],[35.3271028 18.6728972] ; [34.6728972 18.3271028],0
n5,1,0.16689,1.910657,[40 14] ; [32 20],[36.67924528 17.32075472] ; [35.32075472 16.67924528],0
a1,1,0.173952,1.848548,[ 3 51] ; [ 7 46],[ 5.04672897 48.95327103] ; [ 4.95327103 48.04672897],0
p9,1,0.174725,1.841928,[47  7] ; [40 12],[44.32075472  9.67924528] ; [42.67924528  9.32075472],0
p5,1,0.175963,1.831394,[10 44] ; [ 5 48],[ 7.57009346 46.42990654] ; [ 7.42990654 45.57009346],0
a7,1,0.205651,1.601783,[36 18] ; [29 24],[32.80373832 21.19626168] ; [32.19626168 20.80373832],0
a3,1,0.207791,1.586752,[35 19] ; [28 25],[31.79439252 22.20560748] ; [31.20560748 21.79439252],0
p2,1,0.219702,1.506314,[45  9] ; [39 14],[42.39252336 11.60747664] ; [41.60747664 11.39252336],0
n3,1,0.221272,1.496104,[8 8] ; [14  6],[9.77777778 6.22222222] ; [12.22222222  7.77777778],0
p4,1,0.288426,1.126953,[34 20] ; [28 25],[31.28971963 22.71028037] ; [30.71028037 22.28971963],0
s1,1,0.299117,1.078127,[ 1 53] ; [ 3 50],[ 2.01869159 51.98130841] ; [ 1.98130841 51.01869159],0
u2,1,0.336171,0.924978,[12  6] ; [13 12],[10.46511628  7.53488372] ; [14.53488372 10.46511628],0
v4,1,0.339341,0.912919,[49  4] ; [46  7],[47.5  5.5] ; [47.5  5.5],0
s8,1,0.369798,0.804345,[25 29] ; [20 33],[22.71028037 31.28971963] ; [22.28971963 30.71028037],0
r4,1,0.374924,0.78728,[38 16] ; [33 20],[35.8317757 18.1682243] ; [35.1682243 17.8317757],0
b4,1,0.382125,0.763855,[36 18] ; [31 22],[33.81308411 20.18691589] ; [33.18691589 19.81308411],0
n6,1,0.436553,0.605325,[45  9] ; [41 12],[43.40186916 10.59813084] ; [42.59813084 10.40186916],0
r2,1,0.463677,0.537005,[43  9] ; [40 12],[41.5 10.5] ; [41.5 10.5],0
a6,1,0.485688,0.486064,[29 25] ; [32 21],[30.78504673 23.21495327] ; [30.21495327 22.78504673],0
d3,1,0.499143,0.456757,[36 18] ; [32 21],[34.31775701 19.68224299] ; [33.68224299 19.31775701],0
b5,1,0.501089,0.45263,[35 19] ; [31 22],[33.30841121 20.69158879] ; [32.69158879 20.30841121],0
s2,1,0.502337,0.449996,[34 20] ; [30 23],[32.29906542 21.70093458] ; [31.70093458 21.29906542],0
u1,1,0.569204,0.324016,[ 2 52] ; [ 1 52],[ 1.51401869 52.48598131] ; [ 1.48598131 51.51401869],0
p11,1,0.597766,0.278379,[44 10] ; [41 12],[42.89719626 11.10280374] ; [42.10280374 10.89719626],0
p10,1,0.604489,0.268278,[42 11] ; [39 13],[40.88571429 12.11428571] ; [40.11428571 11.88571429],0
b1,1,0.608422,0.262479,[23 31] ; [20 33],[21.70093458 32.29906542] ; [21.29906542 31.70093458],0
p8,1,0.623454,0.241043,[27 26] ; [24 28],[25.74285714 27.25714286] ; [25.25714286 26.74285714],0
s3,1,0.635677,0.22444,[33 21] ; [30 23],[31.79439252 22.20560748] ; [31.20560748 21.79439252],0
u3,1,0.657848,0.196149,[10  9] ; [11 13],[9.27906977 9.72093023] ; [11.72093023 12.27906977],0
p1,1,0.676997,0.173527,[ 3 51] ; [ 4 49],[ 3.53271028 50.46728972] ; [ 3.46728972 49.53271028],0
n2,1,0.719918,0.128571,[12  4] ; [16  4],[12.44444444  3.55555556] ; [15.55555556  4.44444444],0
a2,1,0.725546,0.123241,[ 5 49] ; [ 6 47],[ 5.55140187 48.44859813] ; [ 5.44859813 47.55140187],0
