Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3e-06,21.953576,[136 210] ; [54 25],[154.68235294 191.31764706] ; [35.31764706 43.68235294],1
s6,1,0.000154,14.324529,[203 140] ; [64 14],[217.53206651 125.46793349] ; [49.46793349 28.53206651],1
s3,1,0.000267,13.290677,[164 182] ; [56 24],[178.68544601 167.31455399] ; [41.31455399 38.68544601],1
s5,1,0.000304,13.046939,[ 91 249] ; [36 39],[104.04819277 235.95180723] ; [22.95180723 52.04819277],1
s7,1,0.000343,12.818106,[123 211] ; [47 33],[137.14975845 196.85024155] ; [32.85024155 47.14975845],1
a8,1,0.001367,10.249808,[ 54 270] ; [ 2 75],[ 45.24688279 278.75311721] ; [10.75311721 66.24688279],0
b2,1,0.012718,6.207873,[ 80 130] ; [10 41],[ 72.4137931 137.5862069] ; [17.5862069 33.4137931],0
b3,1,0.012718,6.207873,[ 80 130] ; [10 41],[ 72.4137931 137.5862069] ; [17.5862069 33.4137931],0
p6,1,0.016478,5.751109,[109 231] ; [37 43],[118.19047619 221.80952381] ; [27.80952381 52.19047619],0
s8,1,0.035166,4.437111,[121 226] ; [38 42],[129.21077283 217.78922717] ; [29.78922717 50.21077283],0
s1,1,0.040584,4.19329,[  7 337] ; [ 5 75],[  9.73584906 334.26415094] ; [ 2.26415094 77.73584906],0
r4,1,0.073741,3.197712,[305  43] ; [64 16],[300.02803738  47.97196262] ; [68.97196262 11.02803738],0
a3,1,0.088512,2.901227,[235 113] ; [46 34],[228.47663551 119.52336449] ; [52.52336449 27.47663551],0
u2,1,0.138495,2.194602,[65 46] ; [15 19],[61.24137931 49.75862069] ; [18.75862069 15.24137931],0
n5,1,0.150217,2.070047,[238 105] ; [62 18],[243.26241135  99.73758865] ; [56.73758865 23.26241135],0
p2,1,0.194311,1.684628,[296  49] ; [64 16],[292.23529412  52.76470588] ; [67.76470588 12.23529412],0
p10,1,0.195065,1.678944,[280  64] ; [70 10],[283.96226415  60.03773585] ; [66.03773585 13.96226415],0
v2,1,0.207879,1.586136,[145 193] ; [27 50],[140.08674699 197.91325301] ; [31.91325301 45.08674699],0
r1,1,0.2401,1.380005,[264  82] ; [56 24],[259.90610329  86.09389671] ; [60.09389671 19.90610329],0
a7,1,0.267339,1.230349,[244 104] ; [51 29],[239.85981308 108.14018692] ; [55.14018692 24.85981308],0
p4,1,0.285511,1.140668,[193 152] ; [50 30],[197.25882353 147.74117647] ; [45.74117647 34.25882353],0
r2,1,0.294149,1.100535,[314  26] ; [71  9],[311.66666667  28.33333333] ; [73.33333333  6.66666667],0
r3,1,0.294893,1.097149,[330  16] ; [74  6],[328.1314554  17.8685446] ; [75.8685446  4.1314554],0
p8,1,0.298801,1.079539,[177 165] ; [46 33],[181.1543943 160.8456057] ; [41.8456057 37.1543943],0
p3,1,0.302735,1.062105,[151 195] ; [40 40],[155.1314554 190.8685446] ; [35.8685446 44.1314554],0
u3,1,0.334083,0.933007,[62 50] ; [22 12],[64.43835616 47.56164384] ; [19.56164384 14.43835616],0
p9,1,0.343211,0.898399,[291  53] ; [71  9],[293.69811321  50.30188679] ; [68.30188679 11.69811321],0
d3,1,0.351913,0.866546,[220 128] ; [55 25],[223.59813084 124.40186916] ; [51.40186916 28.59813084],0
d5,1,0.362029,0.830842,[269  79] ; [58 22],[265.87850467  82.12149533] ; [61.12149533 18.87850467],0
p5,1,0.387155,0.747858,[ 32 313] ; [ 5 75],[ 30.03529412 314.96470588] ; [ 6.96470588 73.03529412],0
a6,1,0.389869,0.739349,[235 113] ; [50 30],[231.72897196 116.27102804] ; [53.27102804 26.72897196],0
a5,1,0.405026,0.693354,[247 101] ; [53 27],[243.92523364 104.07476636] ; [56.07476636 23.92523364],0
n2,1,0.470507,0.520785,[60 21] ; [14  3],[61.16326531 19.83673469] ; [12.83673469  4.16326531],0
n1,1,0.536808,0.381488,[27 54] ; [ 7 10],[28.10204082 52.89795918] ; [ 5.89795918 11.10204082],0
d4,1,0.546348,0.3639,[276  72] ; [61 19],[274.00934579  73.99065421] ; [62.99065421 17.00934579],0
p7,1,0.566745,0.328159,[207 130] ; [50 27],[209.20048309 127.79951691] ; [47.79951691 29.20048309],0
b5,1,0.586707,0.295517,[206 142] ; [50 30],[208.14953271 139.85046729] ; [47.85046729 32.14953271],0
n4,1,0.597234,0.279189,[258  90] ; [57 23],[256.12149533  91.87850467] ; [58.87850467 21.12149533],0
b1,1,0.610945,0.2588,[128 220] ; [27 53],[126.02803738 221.97196262] ; [28.97196262 51.02803738],0
u1,1,0.619083,0.247159,[ 49 299] ; [13 67],[ 50.41121495 297.58878505] ; [11.58878505 68.41121495],0
p1,1,0.640604,0.217953,[ 21 324] ; [ 6 74],[ 21.91764706 323.08235294] ; [ 5.08235294 74.91764706],0
d1,1,0.686746,0.162631,[174 174] ; [42 38],[175.62616822 172.37383178] ; [40.37383178 39.62616822],0
n6,1,0.761024,0.092499,[284  61] ; [67 13],[284.92941176  60.07058824] ; [66.07058824 13.92941176],0
v4,1,0.842046,0.039712,[321  24] ; [74  5],[321.40330189  23.59669811] ; [73.59669811  5.40330189],0
p12,1,0.848073,0.036702,[ 19 324] ; [ 4 76],[ 18.6501182 324.3498818] ; [ 4.3498818 75.6501182],0
a2,1,0.852363,0.034635,[ 64 284] ; [14 66],[ 63.42056075 284.57943925] ; [14.57943925 65.42056075],0
a4,1,0.866514,0.028254,[138 209] ; [31 49],[137.33723653 209.66276347] ; [31.66276347 48.33723653],0
b4,1,0.894895,0.017454,[206 142] ; [48 32],[206.52336449 141.47663551] ; [47.47663551 32.52336449],0
n3,1,0.898459,0.016284,[60 20] ; [13  4],[60.20618557 19.79381443] ; [12.79381443  4.20618557],0
v1,1,0.94463,0.004824,[148 187] ; [35 45],[147.72289157 187.27710843] ; [35.27710843 44.72289157],0
d2,1,0.944666,0.004817,[146 201] ; [34 46],[146.2763466 200.7236534] ; [33.7236534 46.2763466],0
