Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.00014,14.507778,[19 15] ; [90 14],[26.85507246  7.14492754] ; [82.14492754 21.85507246],1
p10,1,0.000142,14.481529,[17 18] ; [84 19],[25.61594203  9.38405797] ; [75.38405797 27.61594203],1
a7,1,0.0002,13.828571,[18 17] ; [87 18],[26.25  8.75] ; [78.75 26.25],1
p7,1,0.000264,13.310319,[10 25] ; [66 37],[19.27536232 15.72463768] ; [56.72463768 46.27536232],1
p8,1,0.003754,8.399245,[ 8 27] ; [53 51],[15.35971223 19.64028777] ; [45.64028777 58.35971223],0
a6,1,0.018625,5.536368,[17 18] ; [74 31],[22.75 12.25] ; [68.25 36.75],0
p11,1,0.025067,5.019259,[17 18] ; [73 32],[22.5 12.5] ; [67.5 37.5],0
v4,1,0.060508,3.5234,[30  5] ; [99  5],[32.48201439  2.51798561] ; [96.51798561  7.48201439],0
s4,1,0.06426,3.423881,[14 21] ; [25 80],[ 9.75 25.25] ; [29.25 75.75],0
r3,1,0.065686,3.387654,[32  3] ; [103   2],[33.75  1.25] ; [101.25   3.75],0
d3,1,0.07405,3.190883,[22 13] ; [82 23],[26.  9.] ; [78. 27.],0
s3,1,0.085314,2.960635,[19 16] ; [73 31],[23.16546763 11.83453237] ; [68.83453237 35.16546763],0
u2,1,0.088843,2.895221,[7 7] ; [27  9],[9.52 4.48] ; [24.48 11.52],0
n3,1,0.104999,2.627917,[7 5] ; [27  6],[9.06666667 2.93333333] ; [24.93333333  8.06666667],0
r1,1,0.117975,2.443999,[23 12] ; [82 22],[26.43884892  8.56115108] ; [78.56115108 25.43884892],0
v2,1,0.158645,1.987097,[21 12] ; [49 50],[17.5 15.5] ; [52.5 46.5],0
p3,1,0.239832,1.381579,[13 22] ; [51 54],[16. 19.] ; [48. 57.],0
n1,1,0.254115,1.300535,[5 7] ; [ 8 25],[3.46666667 8.53333333] ; [ 9.53333333 23.46666667],0
s5,1,0.254391,1.299028,[16 16] ; [39 62],[13.23308271 18.76691729] ; [41.76691729 59.23308271],0
s8,1,0.282609,1.154501,[14 21] ; [53 52],[16.75 18.25] ; [50.25 54.75],0
v3,1,0.31534,1.008176,[12 20] ; [29 74],[ 9.71851852 22.28148148] ; [31.28148148 71.71851852],0
a5,1,0.327279,0.959634,[23 12] ; [78 27],[25.25  9.75] ; [75.75 29.25],0
p5,1,0.417555,0.657186,[ 1 33] ; [ 7 98],[ 1.95683453 32.04316547] ; [ 6.04316547 98.95683453],0
s7,1,0.427491,0.62963,[18 16] ; [46 56],[16. 18.] ; [48. 54.],0
d1,1,0.430223,0.622222,[18 17] ; [62 43],[20. 15.] ; [60. 45.],0
b1,1,0.47392,0.512821,[14 21] ; [35 70],[12.25 22.75] ; [36.75 68.25],0
b2,1,0.530655,0.393136,[ 7 13] ; [16 42],[ 5.8974359 14.1025641] ; [17.1025641 40.8974359],0
b3,1,0.530655,0.393136,[ 7 13] ; [16 42],[ 5.8974359 14.1025641] ; [17.1025641 40.8974359],0
d5,1,0.536328,0.382388,[27  8] ; [86 19],[28.25  6.75] ; [84.75 20.25],0
b4,1,0.541193,0.373333,[21 14] ; [69 36],[22.5 12.5] ; [67.5 37.5],0
u1,1,0.576999,0.311111,[ 4 31] ; [16 89],[ 5. 30.] ; [15. 90.],0
p1,1,0.577366,0.310512,[ 2 33] ; [ 9 95],[ 2.76978417 32.23021583] ; [ 8.23021583 95.76978417],0
u3,1,0.582417,0.302343,[9 5] ; [26 10],[9.8 4.2] ; [25.2 10.8],0
s2,1,0.614958,0.253018,[23 12] ; [64 41],[21.75 13.25] ; [65.25 39.75],0
n4,1,0.614958,0.253018,[12 23] ; [41 64],[13.25 21.75] ; [39.75 65.25],0
a2,1,0.625585,0.238095,[ 6 29] ; [22 83],[ 7. 28.] ; [21. 84.],0
s1,1,0.629918,0.232172,[ 1 34] ; [  5 100],[ 1.5 33.5] ; [  4.5 100.5],0
v1,1,0.670282,0.181273,[16 19] ; [42 59],[14.92647059 20.07352941] ; [43.07352941 57.92647059],0
a3,1,0.686254,0.16317,[21 14] ; [67 38],[22. 13.] ; [66. 39.],0
n6,1,0.707283,0.141006,[22 13] ; [69 35],[22.91366906 12.08633094] ; [68.08633094 35.91366906],0
p6,1,0.822121,0.050543,[11 24] ; [30 72],[10.47445255 24.52554745] ; [30.52554745 71.47445255],0
a4,1,0.841099,0.040195,[14 21] ; [40 65],[13.5 21.5] ; [40.5 64.5],0
a1,1,0.842301,0.039582,[ 2 33] ; [ 7 98],[ 2.25 32.75] ; [ 6.75 98.25],0
p4,1,0.845252,0.038095,[17 18] ; [53 52],[17.5 17.5] ; [52.5 52.5],0
a8,1,0.877921,0.023594,[ 2 33] ; [ 6 87],[ 2.1875 32.8125] ; [ 5.8125 87.1875],0
n2,1,0.878825,0.023244,[9 3] ; [24  9],[8.8 3.2] ; [24.2  8.8],0
r4,1,0.886706,0.020299,[30  5] ; [91 14],[30.25  4.75] ; [90.75 14.25],0
b5,1,0.920415,0.009982,[21 14] ; [64 41],[21.25 13.75] ; [63.75 41.25],0
d2,1,0.921867,0.00962,[16 19] ; [47 58],[15.75 19.25] ; [47.25 57.75],0
r2,1,0.963691,0.002072,[32  3] ; [93  9],[31.93430657  3.06569343] ; [93.06569343  8.93430657],0
d4,1,1.0,0.0,[30  5] ; [90 15],[30.  5.] ; [90. 15.],0
p12,1,1.0,0.0,[ 2 33] ; [ 6 99],[ 2. 33.] ; [ 6. 99.],0
