Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.016329,5.767045,[35 28] ; [20  4],[39.82758621 23.17241379] ; [15.17241379  8.82758621],0
d3,1,0.54224,0.371404,[30 34] ; [13 11],[31.27272727 32.72727273] ; [11.72727273 12.27272727],0
s1,1,0.545645,0.365176,[ 5 59] ; [ 1 23],[ 4.36363636 59.63636364] ; [ 1.63636364 22.36363636],0
p3,1,0.560526,0.338794,[19 45] ; [ 8 14],[20.09302326 43.90697674] ; [ 6.90697674 15.09302326],0
s7,1,0.562498,0.335397,[23 38] ; [ 9 11],[24.09876543 36.90123457] ; [ 7.90123457 12.09876543],0
p10,1,0.592479,0.28649,[32 29] ; [13  9],[33.07228916 27.92771084] ; [11.92771084 10.07228916],0
s5,1,0.705032,0.14329,[10 51] ; [ 3 20],[ 9.44047619 51.55952381] ; [ 3.55952381 19.44047619],0
p8,1,0.721561,0.127002,[17 47] ; [ 7 16],[17.65517241 46.34482759] ; [ 6.34482759 16.65517241],0
p4,1,0.726548,0.122305,[23 41] ; [ 7 15],[22.3255814 41.6744186] ; [ 7.6744186 14.3255814],0
a7,1,0.736015,0.11366,[28 36] ; [11 12],[28.68965517 35.31034483] ; [10.31034483 12.68965517],0
p5,1,0.762045,0.091686,[ 7 57] ; [ 2 21],[ 6.62068966 57.37931034] ; [ 2.37931034 20.62068966],0
p12,1,0.792966,0.068886,[ 2 61] ; [ 1 22],[ 2.19767442 60.80232558] ; [ 0.80232558 22.19767442],0
b5,1,0.793794,0.068323,[34 30] ; [12 12],[33.45454545 30.54545455] ; [12.54545455 11.45454545],0
u2,1,0.840573,0.040466,[11 17] ; [1 2],[10.83870968 17.16129032] ; [1.16129032 1.83870968],0
s3,1,0.856952,0.032492,[25 37] ; [ 8 13],[24.65060241 37.34939759] ; [ 8.34939759 12.65060241],0
p2,1,0.873512,0.025345,[36 27] ; [13  9],[36.31764706 26.68235294] ; [12.68235294  9.31764706],0
b4,1,0.96484,0.001943,[37 27] ; [14 10],[37.09090909 26.90909091] ; [13.90909091 10.09090909],0
a6,1,0.965143,0.00191,[35 29] ; [13 11],[34.90909091 29.09090909] ; [13.09090909 10.90909091],0
s6,1,0.981332,0.000547,[26 38] ; [ 9 13],[26.04651163 37.95348837] ; [ 8.95348837 13.04651163],0
