Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.016329,5.767045,[35 28] ; [20  4],[39.82758621 23.17241379] ; [15.17241379  8.82758621],0
r2,1,0.029433,4.742116,[29 27] ; [18  5],[33.3164557 22.6835443] ; [13.6835443  9.3164557],0
v2,1,0.035352,4.428106,[22 40] ; [14  9],[26.25882353 35.74117647] ; [ 9.74117647 13.25882353],0
s2,1,0.04299,4.09579,[17 47] ; [11 11],[20.8372093 43.1627907] ; [ 7.1627907 14.8372093],0
d2,1,0.049057,3.873403,[26 37] ; [15  8],[30.03488372 32.96511628] ; [10.96511628 12.03488372],0
s8,1,0.050107,3.837874,[12 52] ; [ 9 14],[15.44827586 48.55172414] ; [ 5.55172414 17.44827586],0
a2,1,0.057143,3.618421,[ 6 58] ; [ 6 18],[ 8.72727273 55.27272727] ; [ 3.27272727 20.72727273],0
d4,1,0.058629,3.575747,[39 25] ; [19  4],[42.66666667 21.33333333] ; [15.33333333  7.66666667],0
d5,1,0.061664,3.492063,[40 24] ; [20  4],[43.63636364 20.36363636] ; [16.36363636  7.63636364],0
s4,1,0.065148,3.401223,[13 51] ; [ 1 23],[10.18181818 53.81818182] ; [ 3.81818182 20.18181818],0
d1,1,0.078885,3.087719,[24 40] ; [14 10],[27.63636364 36.36363636] ; [10.36363636 13.63636364],0
p1,1,0.086516,2.938034,[ 5 59] ; [ 5 19],[ 7.27272727 56.72727273] ; [ 2.72727273 21.27272727],0
n3,1,0.096012,2.770563,[13 15] ; [9 3],[15.4 12.6] ; [6.6 5.4],0
r1,1,0.096826,2.757059,[16 48] ; [10 13],[19.12643678 44.87356322] ; [ 6.87356322 16.12643678],0
u3,1,0.145775,2.115918,[ 5 23] ; [2 2],[ 6.125 21.875] ; [0.875 3.125],0
r3,1,0.178656,1.808765,[32 30] ; [15  7],[34.69047619 27.30952381] ; [12.30952381  9.69047619],0
n5,1,0.187323,1.738546,[49 13] ; [21  2],[51.05882353 10.94117647] ; [18.94117647  4.05882353],0
p6,1,0.216741,1.525821,[11 50] ; [ 7 16],[13.07142857 47.92857143] ; [ 4.92857143 18.07142857],0
a1,1,0.228305,1.451389,[ 7 57] ; [ 5 19],[ 8.72727273 55.27272727] ; [ 3.27272727 20.72727273],0
b3,1,0.237065,1.397961,[15 31] ; [7 7],[16.86666667 29.13333333] ; [5.13333333 8.86666667],0
b2,1,0.237065,1.397961,[15 31] ; [7 7],[16.86666667 29.13333333] ; [5.13333333 8.86666667],0
n6,1,0.258161,1.278593,[37 24] ; [17  6],[39.21428571 21.78571429] ; [14.78571429  8.21428571],0
v4,1,0.275442,1.189443,[34 28] ; [15  7],[36.16666667 25.83333333] ; [12.83333333  9.16666667],0
v1,1,0.289177,1.123448,[19 42] ; [10 13],[21.05952381 39.94047619] ; [ 7.94047619 15.05952381],0
a4,1,0.313611,1.015406,[24 39] ; [12 12],[26.06896552 36.93103448] ; [ 9.93103448 14.06896552],0
p9,1,0.37467,0.788119,[36 25] ; [16  7],[37.76190476 23.23809524] ; [14.23809524  8.76190476],0
p7,1,0.408033,0.684525,[22 40] ; [10 12],[23.61904762 38.38095238] ; [ 8.38095238 13.61904762],0
u1,1,0.421303,0.646678,[ 6 58] ; [ 1 23],[ 5.09090909 58.90909091] ; [ 1.90909091 22.09090909],0
p11,1,0.43043,0.621664,[34 30] ; [15  9],[35.63636364 28.36363636] ; [13.36363636 10.63636364],0
n2,1,0.507335,0.43956,[18 10] ; [9 3],[18.9  9.1] ; [8.1 3.9],0
n1,1,0.529895,0.394593,[11 17] ; [6 6],[11.9 16.1] ; [5.1 6.9],0
a5,1,0.531548,0.391431,[38 26] ; [16  8],[39.27272727 24.72727273] ; [14.72727273  9.27272727],0
b1,1,0.54224,0.371404,[34 30] ; [11 13],[32.72727273 31.27272727] ; [12.27272727 11.72727273],0
