Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.001525,10.048574,[311  18] ; [7 3],[308.61946903  20.38053097] ; [9.38053097 0.61946903],0
r1,1,0.002573,9.087722,[278  48] ; [5 5],[274.57738095  51.42261905] ; [8.42261905 1.57738095],0
s6,1,0.014542,5.971169,[282  42] ; [6 4],[279.37724551  44.62275449] ; [8.62275449 1.37724551],0
s1,1,0.029014,4.766783,[ 15 310] ; [2 8],[ 16.49253731 308.50746269] ; [0.50746269 9.49253731],0
r2,1,0.032244,4.585451,[322   5] ; [8 1],[321.16071429   5.83928571] ; [8.83928571 0.16071429],0
p1,1,0.039579,4.235834,[ 32 294] ; [3 7],[ 33.95833333 292.04166667] ; [1.04166667 8.95833333],0
d5,1,0.039685,4.231323,[276  51] ; [6 4],[273.63204748  53.36795252] ; [8.36795252 1.63204748],0
p6,1,0.078263,3.100613,[137 189] ; [7 3],[139.71428571 186.28571429] ; [4.28571429 5.71428571],0
n1,1,0.082067,3.023484,[20 42] ; [3 1],[21.60606061 40.39393939] ; [1.39393939 2.60606061],0
p8,1,0.087276,2.923909,[171 154] ; [8 2],[173.65671642 151.34328358] ; [5.34328358 4.65671642],0
b1,1,0.123876,2.367621,[119 210] ; [6 4],[121.31268437 207.68731563] ; [3.68731563 6.31268437],0
p7,1,0.184203,1.763383,[208 108] ; [4 5],[206.12923077 109.87076923] ; [5.87076923 3.12923077],0
s4,1,0.196416,1.668824,[ 73 251] ; [4 6],[ 74.69461078 249.30538922] ; [2.30538922 7.69461078],0
a4,1,0.276935,1.182071,[156 173] ; [3 7],[154.30973451 174.69026549] ; [4.69026549 5.30973451],0
n5,1,0.325893,0.965148,[251  76] ; [9 1],[252.28486647  74.71513353] ; [7.71513353 2.28486647],0
n4,1,0.337049,0.921622,[253  75] ; [9 1],[254.24852071  73.75147929] ; [7.75147929 2.24852071],0
s7,1,0.377066,0.780245,[210 105] ; [8 2],[211.29230769 103.70769231] ; [6.70769231 3.29230769],0
a2,1,0.383383,0.759825,[109 220] ; [2 8],[107.72566372 221.27433628] ; [3.27433628 6.72566372],0
d4,1,0.419656,0.651279,[289  38] ; [8 2],[288.18694362  38.81305638] ; [8.81305638 1.18694362],0
a1,1,0.424134,0.638833,[ 15 314] ; [1 9],[ 15.5280236 313.4719764] ; [0.4719764 9.5280236],0
s8,1,0.430085,0.622595,[188 139] ; [7 3],[189.21364985 137.78635015] ; [5.78635015 4.21364985],0
v3,1,0.45588,0.55599,[130 181] ; [3 7],[128.85669782 182.14330218] ; [4.14330218 5.85669782],0
d3,1,0.465211,0.533327,[260  67] ; [7 3],[259.07715134  67.92284866] ; [7.92284866 2.07715134],0
p10,1,0.491674,0.47286,[284  41] ; [8 2],[283.28358209  41.71641791] ; [8.71641791 1.28358209],0
p5,1,0.494531,0.466653,[ 41 283] ; [2 8],[ 41.71257485 282.28742515] ; [1.28742515 8.71257485],0
v2,1,0.536712,0.381668,[187 126] ; [5 5],[186.05572755 126.94427245] ; [5.94427245 4.05572755],0
b4,1,0.556264,0.346214,[200 129] ; [7 3],[200.89380531 128.10619469] ; [6.10619469 3.89380531],0
d1,1,0.560107,0.339519,[226 103] ; [6 4],[225.15634218 103.84365782] ; [6.84365782 3.15634218],0
u1,1,0.592786,0.286014,[ 91 238] ; [2 8],[ 90.25663717 238.74336283] ; [2.74336283 7.25663717],0
p11,1,0.593901,0.284292,[254  75] ; [7 3],[253.30088496  75.69911504] ; [7.69911504 2.30088496],0
s5,1,0.62421,0.239995,[148 165] ; [5 4],[148.72360248 164.27639752] ; [4.27639752 4.72360248],0
p2,1,0.696707,0.15192,[280  47] ; [9 1],[280.42433234  46.57566766] ; [8.57566766 1.42433234],0
v1,1,0.714544,0.13378,[177 140] ; [5 5],[176.43425076 140.56574924] ; [5.56574924 4.43425076],0
a6,1,0.741982,0.108392,[246  80] ; [8 2],[246.44047619  79.55952381] ; [7.55952381 2.44047619],0
n6,1,0.765766,0.088755,[282  43] ; [9 1],[282.31343284  42.68656716] ; [8.68656716 1.31343284],0
d2,1,0.803228,0.062087,[176 150] ; [5 5],[175.61309524 150.38690476] ; [5.38690476 4.61309524],0
p4,1,0.805114,0.060878,[216 110] ; [7 3],[216.36309524 109.63690476] ; [6.63690476 3.36309524],0
a3,1,0.806494,0.060001,[241  87] ; [7 3],[240.66272189  87.33727811] ; [7.33727811 2.66272189],0
a5,1,0.8185,0.052659,[253  76] ; [8 2],[253.30088496  75.69911504] ; [7.69911504 2.30088496],0
u2,1,0.828863,0.046725,[52 34] ; [2 1],[52.17977528 33.82022472] ; [1.82022472 1.17977528],0
p12,1,0.855351,0.033232,[ 39 289] ; [1 9],[ 38.81656805 289.18343195] ; [1.18343195 8.81656805],0
s3,1,0.895792,0.017156,[285  41] ; [8 1],[285.12835821  40.87164179] ; [7.87164179 1.12835821],0
p3,1,0.908659,0.013163,[169 157] ; [5 5],[168.82142857 157.17857143] ; [5.17857143 4.82142857],0
n3,1,0.910895,0.012524,[48 14] ; [3 1],[47.90909091 14.09090909] ; [3.09090909 0.90909091],0
u3,1,0.977534,0.000793,[58 28] ; [2 1],[57.97752809 28.02247191] ; [2.02247191 0.97752809],0
b2,1,0.981558,0.000534,[ 69 117] ; [3 5],[ 69.03092784 116.96907216] ; [2.96907216 5.03092784],0
b3,1,0.981558,0.000534,[ 69 117] ; [3 5],[ 69.03092784 116.96907216] ; [2.96907216 5.03092784],0
p9,1,0.982215,0.000497,[290  33] ; [9 1],[290.02102102  32.97897898] ; [8.97897898 1.02102102],0
